#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_596	4420	8	N	N	2	*	*,596,*
contig_432	4418	47	N	N	11	*	*,432,*
contig_331	4373	6	N	N	1	*	*,331,*
contig_514	4306	37	N	Y	12	*	514
contig_261	4298	8	N	N	2	*	*,261,*
contig_121	4214	3	N	N	1	*	*,121,*
contig_409	4172	4	N	N	1	*	*,409,*
contig_504	4172	10	N	N	2	*	*,504,*
contig_562	4169	4	N	N	1	*	562,-646,*
contig_360	4168	3	N	N	1	*	*,360,*
contig_342	4151	5	N	N	1	*	*,342,*
contig_635	4140	4	Y	Y	1	*	635
contig_597	4131	280	Y	Y	93	*	597
contig_220	4122	26	N	Y	6	*	220
contig_599	4112	5	N	N	1	*	599,-601,598,598
contig_125	4089	19	N	N	4	*	*,125,*
contig_421	4086	53	N	N	13	*	*,421,*
contig_470	4084	12	N	N	3	*	*,470,*
contig_317	4054	33	N	N	5	*	*,317,*
contig_379	4048	100	N	N	20	*	*,379,380
contig_505	4022	17	N	N	4	*	*,505,*
contig_237	3999	15	N	N	2	*	*,237,*
contig_335	3985	9	N	N	2	*	*,335,*
contig_489	3977	4	N	N	1	*	*,489,*
contig_188	3971	4	N	N	1	*	*,188,*
contig_422	3964	4	N	N	1	*	*,422,*
contig_626	3958	3	Y	Y	1	*	626
contig_187	3944	3	N	N	1	*	*,187,*
contig_227	3940	41	N	N	10	*	*,227,*
contig_613	3935	4	N	Y	2	*	*,613
contig_615	3935	3	Y	Y	1	*	615
contig_424	3930	3	N	N	1	*	*,424,*
contig_247	3885	26	N	N	1	*	*,247,*
contig_539	3877	4	N	N	1	*	*,539,*
contig_246	3865	56	Y	Y	1	*	246
contig_270	3841	5	N	N	1	*	*,270,*
contig_266	3820	5	N	N	1	*	*,266,*
contig_560	3805	3	N	N	1	*	*,560,*
contig_341	3754	3	N	N	1	*	*,341,*
contig_459	3753	4	N	N	1	*	*,634,459,-634,*
contig_284	3734	5	N	N	1	*	*,284,*
contig_630	3734	3	Y	Y	1	*	630
contig_410	3707	21	N	N	5	*	*,410,*
contig_610	3687	695	Y	Y	695	*	610
contig_355	3663	5	N	N	1	*	*,355,*
contig_636	3644	4	Y	Y	2	*	636
contig_221	3643	9	N	N	1	*	220,221,-220
contig_289	3643	20	N	Y	1	*	289
contig_1	3632	3	N	N	1	*	*,1,*
contig_53	3624	838	N	Y	104	*	53
contig_469	3596	4	N	N	1	*	*,469,*
contig_366	3576	7	N	N	1	*	*,366,*
contig_445	3519	27	N	N	6	*	*,445,*
contig_110	3477	6	N	N	1	*	*,110,*
contig_431	3472	7	N	N	1	*	*,431,*
contig_386	3469	3	N	N	1	*	*,386,*
contig_577	3452	9	N	N	2	*	*,577,*
contig_314	3447	3	N	N	1	*	*,314,*
contig_349	3435	92	N	Y	46	*	349
contig_323	3429	3	N	N	1	*	*,323,*
contig_650	3384	8	Y	Y	2	*	650
contig_533	3342	5	N	N	1	*	*,533,*
contig_508	3324	16	N	N	4	*	*,508,*
contig_625	3322	525	Y	Y	525	*	625
contig_356	3310	9	N	N	2	*	*,356,*
contig_390	3302	3	N	N	1	*	*,390,*
contig_332	3298	7	N	N	1	*	*,332,*
contig_609	3292	3	Y	Y	1	*	609
contig_490	3291	3	N	N	1	*	*,490,*
contig_414	3289	3	N	N	1	*	*,414,*
contig_623	3270	8	Y	Y	1	*	623
contig_554	3253	99	N	N	19	*	*,554,*
contig_565	3220	6	N	N	1	*	*,565,*
contig_567	3219	6	Y	Y	2	*	567
contig_107	3216	4	N	N	1	*	*,107,*
contig_82	3213	5	N	N	1	*	*,82,*
contig_61	3211	882	N	N	176	*	*,61,*
contig_361	3173	13	N	N	3	*	*,361,*
contig_595	3160	5	N	N	1	*	*,595,*
contig_568	3155	3	N	N	1	*	*,568,*
contig_249	3148	3	N	N	1	*	*,249,*
contig_381	3143	58	N	N	14	*	*,381,*
contig_556	3132	37	N	N	9	*	*,556,*
contig_419	3110	43	N	N	7	*	*,419,*
contig_395	3105	12	N	N	3	*	*,395,*
contig_641	3101	6	Y	Y	1	*	641
contig_451	3095	7	N	N	1	*	*,451,*
contig_257	3084	9	N	N	2	*	*,257,*
contig_528	3068	4	N	N	1	*	*,528,*
contig_67	3066	145	N	N	36	*	*,67,*
contig_572	3049	3	N	N	1	*	*,572,*
contig_384	3034	11	N	N	2	*	*,384,*
contig_120	3018	11	N	N	2	*	*,120,*
contig_196	3014	4	N	N	1	*	*,196,*
contig_258	3003	3	N	N	1	*	*,258,*
contig_240	2998	4	N	N	1	*	*,240,*
contig_226	2988	75	N	N	18	*	*,226,*
contig_502	2987	47	N	N	11	*	*,502,*
contig_239	2972	8	N	N	1	*	*,239,*
contig_260	2954	5	N	N	1	*	*,260,*
contig_394	2946	4	Y	Y	2	*	394
contig_462	2944	5	N	N	1	*	*,462,*
contig_647	2938	51	Y	Y	5	*	647
contig_305	2918	4	N	N	1	*	*,305,*
contig_557	2912	5	N	N	1	*	*,557,*
contig_517	2898	4	N	N	1	*	*,517,*
contig_639	2890	3	Y	Y	1	*	639
contig_491	2889	4	N	N	1	*	*,491,*
contig_263	2881	3	N	N	1	*	*,263,*
contig_339	2868	9	N	N	2	*	*,339,*
contig_254	2866	19	N	N	4	*	*,254,*
contig_488	2865	10	N	N	2	*	*,488,*
contig_584	2865	6	N	N	1	*	*,584,*
contig_456	2863	3	N	N	1	*	*,456,*
contig_643	2862	11	Y	Y	2	*	643
contig_578	2861	20	N	N	5	*	*,578,*
contig_464	2860	5	N	N	1	*	*,464,*
contig_503	2844	3	N	N	1	*	*,503,*
contig_604	2842	3	N	N	1	*	*,604,*
contig_628	2833	270	Y	Y	270	*	628
contig_627	2832	90	N	Y	90	*	627
contig_367	2821	36	N	N	6	*	*,367,*
contig_2	2819	3	N	N	1	*	*,2,*
contig_574	2819	7	N	N	1	*	*,574,*
contig_252	2818	5	N	N	1	*	*,252,*
contig_234	2817	12	N	N	3	*	*,234,*
contig_346	2812	3	Y	Y	1	*	346
contig_427	2812	4	N	N	1	*	*,427,428
contig_447	2810	3	N	N	1	*	*,447,*
contig_244	2802	3	N	N	1	*	*,244,*
contig_215	2798	9	N	N	1	*	*,215,*
contig_648	2784	6	Y	Y	2	*	648
contig_522	2780	4	Y	Y	1	*	522
contig_493	2778	6	N	N	1	*	*,493,*
contig_484	2767	3	N	N	1	*	*,484,*
contig_454	2761	15	N	N	3	*	*,454,*
contig_591	2759	9	N	N	2	*	*,591,*
contig_440	2741	9	N	N	1	*	*,440,*
contig_576	2738	315	N	N	78	*	*,576,*
contig_300	2736	3	N	N	1	*	*,300,*
contig_184	2727	3	N	N	1	*	*,184,*
contig_392	2725	7	N	N	1	*	*,392,*
contig_345	2716	6	N	N	1	*	*,345,*
contig_439	2714	9	N	N	2	*	*,439,*
contig_299	2705	4	N	N	1	*	*,299,*
contig_268	2704	6	N	N	1	*	*,268,*
contig_212	2700	24	N	N	4	*	*,212,*
contig_429	2695	16	N	N	4	*	*,429,*
contig_564	2695	3	N	N	1	*	*,564,*
contig_232	2690	3	N	N	1	*	*,232,*
contig_95	2688	380	N	Y	190	*	95
contig_243	2687	3	N	N	1	*	*,243,*
contig_616	2686	5	Y	Y	1	*	616
contig_507	2684	3	N	N	1	*	*,507,*
contig_435	2680	4	N	N	1	*	*,435,*
contig_334	2670	6	N	N	1	*	*,334,*
contig_416	2655	9	N	N	1	*	*,416,*
contig_219	2653	5	N	N	1	*	*,219,*
contig_245	2649	3	N	N	1	*	*,245,*
contig_330	2646	8	N	N	1	*	*,330,*
contig_499	2635	8	N	N	2	*	*,499,*
contig_586	2635	5	N	N	1	*	*,586,*
contig_592	2626	4	N	N	1	*	*,592,*
contig_387	2620	5	N	N	1	*	*,387,*
contig_527	2614	9	N	N	2	*	*,527,*
contig_344	2611	10	N	N	2	*	*,344,*
contig_238	2608	3	N	N	1	*	*,238,*
contig_448	2606	3	N	N	1	*	*,448,*
contig_251	2605	3	N	N	1	*	*,251,*
contig_181	2603	9	N	N	1	*	*,181,*
contig_365	2601	4	N	N	1	*	*,365,*
contig_306	2599	4	N	N	1	*	*,306,*
contig_398	2599	13	N	N	3	*	*,398,*
contig_123	2598	3	N	N	1	*	*,123,*
contig_423	2587	3	N	N	1	*	*,423,*
contig_535	2586	10	N	N	2	*	*,535,*
contig_242	2585	4	N	N	1	*	*,242,*
contig_629	2585	4	Y	Y	2	*	629
contig_190	2582	6	N	N	1	*	*,190,*
contig_582	2580	3	N	N	1	*	*,582,*
contig_638	2577	4	Y	Y	1	*	638
contig_441	2574	4	N	N	1	*	*,441,*
contig_513	2572	91	N	Y	30	*	*,513
contig_338	2557	3	N	N	1	*	*,338,*
contig_603	2555	4	N	N	1	*	*,603,*
contig_135	2552	484	N	N	26	*	*,135,*
contig_214	2552	5	N	N	1	*	*,214,*
contig_161	2550	5	N	N	1	*	*,161,*
contig_264	2547	3	N	N	1	*	*,264,*
contig_417	2547	3	N	N	1	*	*,417,*
contig_396	2545	3	N	N	1	*	*,396,*
contig_450	2540	3	N	N	1	*	*,450,*
contig_160	2528	8	N	N	2	*	*,160,*
contig_418	2527	5	N	N	1	*	*,418,*
contig_195	2524	4	N	N	1	*	*,195,*
contig_400	2515	3	N	N	1	*	*,400,*
contig_228	2513	27	N	N	6	*	*,228,*
contig_231	2512	3	N	N	1	*	*,231,*
contig_583	2511	14	N	N	3	*	*,583,*
contig_368	2509	5	N	N	1	*	*,368,*
contig_624	2502	7	Y	Y	1	*	624
contig_255	2500	3	N	N	1	*	*,255,*
contig_538	2500	3	N	N	1	*	*,538,*
contig_413	2498	3	N	N	1	*	*,413,*
contig_170	2491	3	N	N	1	*	*,170,*
contig_200	2490	109	N	N	27	*	*,200,*
contig_500	2487	4	N	N	1	*	*,500,*
contig_511	2481	3	N	N	1	*	*,511,*
contig_179	2479	9	N	N	2	*	*,179,*
contig_376	2473	3	N	N	1	*	*,376,*
contig_559	2471	3	N	N	1	*	*,559,*
contig_136	2469	4	N	N	1	*	*,136,*
contig_415	2462	3	N	N	1	*	*,415,*
contig_307	2459	3	N	N	1	*	*,307,*
contig_468	2449	3	N	N	1	*	*,468,*
contig_186	2447	6	N	N	1	*	*,186,*
contig_471	2438	4	N	N	1	*	*,471,*
contig_640	2437	4	Y	Y	1	*	640
contig_553	2431	101	Y	Y	7	*	553
contig_100	2429	976	N	Y	162	*	100
contig_194	2427	7	N	N	1	*	*,194,*
contig_588	2425	8	N	N	2	*	*,588,*
contig_29	2422	333	N	Y	166	*	29
contig_319	2420	3	N	N	1	*	*,319,*
contig_363	2420	3	N	N	1	*	*,363,*
contig_510	2420	8	N	N	2	*	*,510,*
contig_433	2419	271	N	N	54	*	*,433,*
contig_521	2418	3	N	N	1	*	*,521,*
contig_652	2417	3	Y	Y	1	*	652
contig_329	2414	4	N	N	1	*	*,329,*
contig_324	2412	4	N	N	1	*	*,324,*
contig_446	2410	3	N	N	1	*	*,446,*
contig_111	2408	3	N	N	1	*	*,111,*
contig_509	2408	7	N	N	1	*	*,509,*
contig_382	2400	7	N	N	1	*	*,382,*
contig_191	2397	7	N	N	1	*	*,191,*
contig_259	2392	4	N	N	1	*	*,259,*
contig_442	2391	3	N	N	1	*	*,442,*
contig_333	2386	3	N	N	1	*	*,333,*
contig_463	2384	80	N	N	20	*	*,463,*
contig_520	2383	6	N	N	1	*	*,520,*
contig_389	2380	6	N	N	1	*	*,389,*
contig_301	2376	5	N	N	1	*	*,301,*
contig_312	2374	18	N	N	1	*	*,312,*
contig_248	2372	4	N	N	1	*	*,248,*
contig_461	2367	3	N	N	1	*	*,461,*
contig_506	2364	3	N	N	1	*	*,506,*
contig_483	2363	6	N	N	1	*	*,483,*
contig_343	2362	6	N	N	1	*	*,343,*
contig_375	2359	3	N	N	1	*	*,375,*
contig_287	2357	8	N	N	2	*	*,287,*
contig_426	2357	3	N	N	1	*	*,426,*
contig_192	2355	3	N	N	1	*	*,192,*
contig_199	2355	4	N	N	1	*	*,199,*
contig_485	2354	6	N	N	1	*	*,485,*
contig_265	2349	4	N	N	1	*	*,265,*
contig_391	2349	5	N	N	1	*	*,391,*
contig_285	2346	15	N	N	3	*	*,285,*
contig_566	2346	3	N	N	1	*	*,566,*
contig_124	2329	4	N	N	1	*	*,124,*
contig_498	2326	5	N	N	1	*	*,498,*
contig_519	2326	14	N	N	2	*	*,519,*
contig_216	2323	3	N	N	1	*	*,216,*
contig_34	2317	25	N	Y	12	*	34
contig_561	2313	42	N	N	4	*	*,561,*
contig_587	2312	3	N	N	1	*	*,587,*
contig_354	2311	9	N	N	2	*	*,354,*
contig_399	2307	3	N	N	1	*	*,399,*
contig_217	2306	5	N	N	1	*	*,217,*
contig_518	2303	167	N	N	41	*	*,518,*
contig_457	2301	4	N	N	1	*	*,457,*
contig_283	2299	3	N	N	1	*	*,283,*
contig_516	2299	3	N	N	1	*	*,516,*
contig_637	2299	3	Y	Y	1	*	637
contig_315	2297	12	N	N	3	*	*,315,*
contig_197	2296	275	N	N	68	*	*,197,*
contig_211	2296	6	N	N	1	*	*,211,*
contig_605	2296	81	N	N	20	*	*,605,*
contig_198	2295	7	N	N	1	*	*,198,*
contig_458	2294	6	N	N	1	*	*,458,*
contig_430	2291	20	N	N	5	*	*,430,*
contig_602	2291	20	N	N	5	*	*,602,*
contig_377	2289	3	N	N	1	*	*,377,*
contig_402	2285	52	N	Y	26	*	*,402
contig_158	2283	6	N	N	1	*	*,158,*
contig_393	2283	3	N	N	1	*	*,393,*
contig_269	2282	3	N	N	1	*	*,269,*
contig_444	2280	3	N	N	1	*	*,444,*
contig_241	2273	294	N	N	73	*	*,241,*
contig_267	2271	86	N	N	21	*	*,267,*
contig_540	2270	22	N	N	5	*	*,540,*
contig_159	2269	7	N	Y	2	*	159
contig_185	2269	44	N	N	4	*	*,185,*
contig_579	2268	43	N	N	10	*	*,579,*
contig_218	2266	12	N	N	2	*	*,218,*
contig_316	2263	3	N	N	1	*	*,316,*
contig_405	2257	7	N	N	1	*	*,405,*
contig_134	2254	407	N	N	101	*	*,134,*
contig_437	2253	20	N	N	4	*	*,437,*
contig_467	2250	267	N	N	66	*	*,467,*
contig_224	2249	6	N	N	1	*	*,224,*
contig_313	2249	3	N	N	1	*	*,313,*
contig_401	2249	3	N	N	1	*	*,401,*
contig_292	2247	3	N	N	1	*	*,292,*
contig_481	2242	3	N	N	1	*	*,481,*
contig_322	2234	4	N	N	1	*	*,322,*
contig_364	2234	64	N	N	16	*	*,364,*
contig_225	2233	4	N	N	1	*	*,225,*
contig_412	2232	3	N	N	1	*	*,412,*
contig_126	2229	5	N	N	1	*	*,126,*
contig_532	2228	5	N	N	1	*	*,532,*
contig_96	2227	102	N	Y	51	*	96
contig_112	2218	3	N	N	1	*	*,112,*
contig_140	2216	18	N	N	1	*	139,140,-139
contig_180	2216	30	N	N	7	*	*,180,*
contig_302	2210	3	N	N	1	*	*,302,*
contig_182	2209	3	N	N	1	*	*,182,*
contig_385	2204	3	N	N	1	*	*,385,*
contig_477	2204	3	N	N	1	*	*,477,*
contig_388	2198	3	N	N	1	*	*,388,*
contig_213	2182	5	N	N	1	*	*,213,*
contig_337	2178	5	N	N	1	*	*,337,*
contig_434	2178	948	N	N	237	*	*,434,*
contig_20	2147	218	N	Y	72	*	20
contig_593	2141	25	N	N	3	*	*,593,*
contig_480	2110	106	N	Y	4	*	480
contig_608	2097	5	Y	Y	1	*	608
contig_408	2084	3	N	N	1	*	*,408,*
contig_38	2075	134	N	Y	134	*	38
contig_466	2069	5	N	N	1	*	*,466,*
contig_570	2068	14	N	N	2	*	*,570,*
contig_438	2066	3	N	N	1	*	*,438,*
contig_18	2045	445	N	Y	148	*	18
contig_620	2041	205	Y	Y	205	*	620
contig_321	2038	445	N	N	111	*	*,321,*
contig_369	2009	13	N	N	2	*	*,369,*
contig_145	1998	32	N	N	5	*	*,145,*
contig_72	1991	230	N	Y	115	*	72
contig_633	1989	5	Y	Y	1	*	633
contig_407	1980	5	N	N	1	*	*,407,*
contig_460	1978	4	Y	Y	1	*	460
contig_465	1934	7	Y	Y	2	*	465
contig_501	1933	5	N	N	1	*	*,501,*
contig_340	1926	216	N	N	54	*	*,340,*
contig_351	1926	120	N	Y	1	*	351
contig_62	1924	92	N	N	15	*	*,62,*
contig_651	1885	29	Y	Y	2	*	651
contig_52	1882	150	N	Y	7	*	52
contig_209	1876	15	N	N	1	*	*,210,210,209,*
contig_482	1871	3	N	N	1	*	*,482,*
contig_22	1867	133	N	Y	44	*	22
contig_558	1842	18	N	N	3	*	*,558,*
contig_634	1839	14	N	Y	4	*	*,634,*
contig_547	1828	21	N	N	5	*	*,547,*
contig_12	1807	110	N	Y	36	*	12
contig_397	1793	26	N	N	5	*	*,397,*
contig_137	1778	22	N	N	5	*	*,137,*
contig_77	1775	26	N	N	3	*	*,77,*
contig_81	1710	4	N	N	1	*	*,81,*
contig_76	1681	164	N	N	41	*	*,76,*
contig_104	1674	365	N	Y	14	*	104
contig_66	1652	11	N	N	2	*	*,66,*
contig_589	1621	3	N	Y	1	*	589
contig_68	1609	272	N	N	68	*	*,68,*
contig_87	1599	48	N	Y	24	*	87
contig_94	1583	221	N	Y	3	*	94
contig_551	1567	70	N	Y	1	*	551
contig_60	1562	5	N	N	1	*	*,60,*
contig_7	1546	844	N	Y	422	*	7
contig_253	1544	26	N	N	6	*	*,253,*
contig_472	1544	76	N	N	19	*	*,472,*
contig_65	1543	102	N	N	14	*	*,65,*
contig_207	1533	117	N	N	1	*	*,207,*
contig_404	1526	15	N	N	3	*	*,404,*
contig_250	1516	30	N	N	2	*	*,250,*
contig_474	1509	4	N	Y	1	*	*,474
contig_193	1501	7	N	N	1	*	*,193,*
contig_189	1490	23	N	N	5	*	*,189,*
contig_555	1487	20	N	N	2	*	*,555,*
contig_27	1484	241	N	Y	24	*	27
contig_157	1470	20	N	Y	10	*	*,157
contig_151	1466	17	N	Y	1	*	*,151,*
contig_288	1461	20	N	N	2	*	*,288,*
contig_452	1457	5	N	N	1	*	*,452,*
contig_411	1446	5	N	N	1	*	*,411,*
contig_51	1431	20	N	Y	10	*	51
contig_428	1418	6	N	Y	2	*	428
contig_208	1398	12	N	N	1	*	*,208,*
contig_183	1395	3	Y	Y	1	*	183
contig_282	1385	6	N	N	1	*	*,282,*
contig_303	1362	6	N	N	1	*	*,303,*
contig_39	1357	106	N	Y	35	*	39
contig_103	1350	126	N	Y	63	*	103
contig_531	1342	21	N	N	3	*	*,531,*
contig_336	1341	19	Y	Y	1	*	336
contig_515	1336	4	N	N	1	*	*,515,*
contig_63	1287	435	N	N	12	*	*,63,*
contig_526	1244	461	N	Y	115	*	526
contig_455	1238	513	Y	Y	513	*	455
contig_155	1237	13	N	Y	1	*	*,155,*
contig_129	1215	406	N	Y	50	*	129
contig_144	1205	12	N	Y	6	*	144
contig_523	1196	20	N	N	5	*	*,523,*
contig_141	1195	219	N	Y	2	*	141
contig_229	1174	165	N	N	27	*	*,229,*
contig_113	1171	248	N	Y	3	*	113
contig_536	1154	20	N	Y	20	*	*,536
contig_571	1146	81	N	N	20	*	*,571,*
contig_236	1140	3	N	N	1	*	*,236,*
contig_222	1127	6	N	N	1	*	*,222,*
contig_479	1124	70	N	Y	1	*	479
contig_19	1121	2351	N	Y	156	*	19
contig_293	1108	303	N	Y	4	*	293
contig_543	1098	32	N	Y	2	*	543
contig_549	1090	90	N	Y	1	*	549
contig_93	1088	66	N	Y	1	*	93
contig_166	1066	270	N	Y	12	*	166
contig_542	1058	25	N	N	2	*	*,542,*
contig_64	1044	3	N	N	1	*	*,64,*
contig_357	1025	57	N	Y	57	*	357
contig_71	1025	149	N	Y	2	*	71
contig_119	1022	73	N	N	3	*	*,119,*
contig_358	1005	13	N	Y	13	*	358
contig_164	998	276	N	Y	3	*	164
contig_178	995	49	N	N	12	*	*,178,*
contig_550	995	46	N	Y	1	*	550
contig_146	994	49	N	Y	1	*	*,146,*
contig_152	991	19	N	Y	1	*	*,152,*
contig_30	932	100	N	Y	50	*	30
contig_156	929	264	N	Y	132	*	*,156,*
contig_115	925	362	N	Y	4	*	115
contig_43	922	35	N	Y	11	*	43
contig_75	900	108	N	Y	21	*	75
contig_109	887	308	N	N	61	*	*,109,*
contig_147	872	47	N	Y	1	*	*,147,*
contig_359	865	20	N	Y	20	*	359
contig_174	852	79	N	Y	1	*	174
contig_108	850	214	Y	Y	2	*	108
contig_24	848	316	N	Y	4	*	24
contig_37	847	774	N	Y	110	*	37
contig_167	832	180	N	Y	3	*	167
contig_117	813	33	N	Y	1	*	117
contig_33	810	127	N	Y	12	*	33
contig_350	805	18	N	Y	1	*	350
contig_294	787	289	N	Y	4	*	294
contig_84	783	50	N	Y	1	*	84
contig_89	782	34	N	Y	1	*	89
contig_173	781	46	N	Y	1	*	173
contig_11	768	634	N	Y	12	*	11
contig_544	768	17	N	Y	1	*	544
contig_92	765	43	N	Y	1	*	92
contig_348	760	73	N	Y	1	*	348
contig_177	749	28	N	Y	1	*	177
contig_31	735	31	N	Y	1	*	31
contig_44	734	35	N	Y	1	*	44
contig_176	730	62	N	Y	1	*	176
contig_497	711	135	N	Y	16	*	497
contig_525	699	337	N	Y	37	*	525
contig_98	695	20	N	Y	1	*	98
contig_32	692	34	N	Y	1	*	32
contig_116	676	84	N	Y	1	*	116
contig_40	660	785	N	Y	39	*	40
contig_4	655	322	N	Y	53	*	4
contig_102	653	70	N	Y	1	*	102
contig_371	642	202	N	Y	2	*	371
contig_326	639	131	N	Y	1	*	326
contig_50	634	11	N	Y	1	*	50
contig_169	633	382	N	Y	63	*	169
contig_25	629	41	N	Y	1	*	25
contig_90	628	47	N	Y	1	*	90
contig_85	625	194	N	Y	2	*	85
contig_372	621	184	N	Y	2	*	372
contig_175	620	11	N	Y	1	*	175
contig_86	618	169	N	Y	2	*	86
contig_163	617	616	N	Y	8	*	163
contig_165	611	556	N	Y	7	*	165
contig_13	610	32	N	Y	1	*	13
contig_83	610	68	N	Y	1	*	83
contig_274	609	12	N	Y	1	*	*,274,*
contig_97	609	5	N	Y	1	*	97
contig_327	605	20	N	Y	1	*	327
contig_353	602	20	N	Y	1	*	353
contig_374	601	227	N	Y	3	*	374
contig_373	599	198	N	Y	2	*	373
contig_205	596	105	N	N	3	*	*,205,*
contig_9	592	841	N	Y	64	*	9
contig_297	591	147	N	Y	1	*	297
contig_47	591	138	N	Y	7	*	47
contig_142	590	87	N	Y	1	*	142
contig_171	588	18	N	Y	1	*	171
contig_295	581	201	N	Y	3	*	295
contig_133	574	25	N	Y	1	*	133
contig_172	574	96	N	Y	1	*	172
contig_3	570	501	N	Y	6	*	3
contig_10	566	203	N	Y	5	*	10
contig_548	562	10	N	Y	1	*	548
contig_131	560	32	N	Y	1	*	131
contig_57	559	54	N	Y	1	*	57
contig_56	553	70	N	Y	1	*	56
contig_101	544	20	N	Y	1	*	101
contig_276	544	7	N	Y	1	*	*,276,*
contig_55	544	10	N	Y	1	*	55
contig_91	543	39	N	Y	1	*	91
contig_36	542	48	N	Y	1	*	36
contig_88	540	17	N	Y	1	*	88
contig_325	531	115	N	Y	1	*	325
contig_5	531	105	N	Y	1	*	5
contig_545	531	24	N	Y	1	*	545
contig_21	530	20	N	Y	1	*	21
contig_127	527	146	N	Y	1	*	127
contig_45	526	22	N	Y	1	*	45
contig_118	519	74	N	Y	1	*	118
contig_23	516	18	N	Y	3	*	23
contig_35	511	20	N	Y	1	*	35
contig_6	510	30	N	Y	1	*	6
contig_105	504	19	N	Y	2	*	105
contig_328	503	131	N	Y	1	*	328
contig_74	503	73	N	Y	1	*	74
contig_524	502	432	N	Y	5	*	524
contig_143	497	14	N	Y	1	*	143
contig_46	485	39	N	Y	1	*	46
contig_17	483	77	N	Y	1	*	17
contig_128	478	45	N	Y	1	*	128
contig_41	465	9	N	Y	1	*	41
contig_28	449	9	N	Y	1	*	28
contig_546	443	15	N	Y	1	*	546
contig_49	440	52	N	Y	1	*	49
contig_15	430	3	N	Y	1	*	15
contig_8	427	131	N	Y	11	*	8
contig_26	329	25	N	Y	6	*	26
contig_42	314	15	N	Y	1	*	42
contig_130	259	3	N	Y	1	*	130
contig_168	147	43	N	Y	1	*	168
