#seq_name	length	coverage
contig_28	1533	377
contig_47	35	20
contig_24	1177	492
contig_52	1071	1
contig_27	1116	622
contig_59	650	17
contig_56	492	1
contig_53	533	39
contig_43	1274	517
contig_44	779	830
contig_61	645	20
contig_66	492	13
contig_65	451	2
contig_64	521	10
contig_60	429	268
contig_63	128	1
contig_33	2406	331
contig_57	2125	42
contig_68	618	35
contig_19	1173	968
contig_94	609	126
contig_93	578	96
contig_92	446	19
contig_90	694	6
contig_88	614	12
contig_79	689	30
contig_300	3138	346
contig_80	1145	197
contig_95	538	84
contig_40	4421	168
contig_96	573	178
contig_71	2153	80
contig_102	540	173
contig_69	710	794
contig_112	553	314
contig_101	2236	63
contig_315	6984	150
contig_116	503	85
contig_115	503	90
contig_114	627	47
contig_21	6695	107
contig_117	609	99
contig_36	1910	169
contig_113	728	257
contig_127	513	40
contig_121	631	46
contig_122	501	10
contig_120	721	49
contig_130	608	75
contig_119	1026	100
contig_118	1067	95
contig_129	512	318
contig_138	343	22
contig_134	594	33
contig_131	573	81
contig_98	5832	26
contig_136	315	7
contig_104	1137	281
contig_48	3921	208
contig_149	538	17
contig_141	549	59
contig_55	1203	820
contig_150	2384	18
contig_135	545	277
contig_133	795	316
contig_139	707	230
contig_153	536	37
contig_174	714	27
contig_172	558	46
contig_166	1220	17
contig_164	512	18
contig_158	516	49
contig_159	837	20
contig_157	603	20
contig_111	8985	5
contig_173	1019	157
contig_185	511	11
contig_179	523	57
contig_178	772	20
contig_177	11936	125
contig_148	4711	47
contig_132	1260	391
contig_184	1275	62
contig_137	2158	296
contig_54	1244	696
contig_205	599	13
contig_187	1388	70
contig_190	3581	5
contig_167	6398	4
contig_186	2465	51
contig_155	1020	497
contig_211	303	1
contig_160	1601	167
contig_217	2780	4
contig_220	689	19
contig_219	591	11
contig_221	1094	37
contig_222	782	20
contig_203	1002	185
contig_209	4957	6
contig_188	3024	40
contig_223	1209	30
contig_244	611	20
contig_231	621	57
contig_233	619	20
contig_227	519	93
contig_239	1934	7
contig_230	445	115
contig_229	736	110
contig_204	1131	222
contig_232	912	67
contig_243	559	46
contig_253	690	46
contig_246	517	40
contig_249	485	29
contig_154	690	731
contig_252	658	118
contig_258	672	43
contig_259	519	27
contig_152	1026	781
contig_261	617	46
contig_228	1490	88
contig_262	406	15
contig_272	1348	16
contig_254	683	150
contig_280	880	20
contig_256	1025	107
contig_289	3288	1
contig_260	1114	74
contig_62	2338	409
contig_279	2878	28
contig_302	584	90
contig_255	2428	75
contig_303	620	124
contig_299	750	75
contig_304	680	128
contig_305	702	14
contig_317	1512	4
contig_318	2393	2
contig_309	1586	20
contig_312	1921	4
contig_338	2878	9
contig_297	882	324
contig_351	2890	3
contig_353	2299	3
contig_347	13392	3
contig_354	4427	2
contig_247	1192	376
contig_355	3384	8
contig_245	2098	154
contig_198	3851	119
contig_345	4564	24
contig_362	2503	6
contig_359	5887	5
contig_356	3664	13
contig_361	4539	6
contig_365	3107	9
contig_367	3610	20
contig_298	618	737
contig_368	2769	25
contig_366	1891	149
contig_357	8308	2
contig_321	4074	103
contig_327	3606	116
contig_348	1379	334
contig_350	3813	4
contig_270	1212	796
contig_67	8351	86
contig_364	9452	2
contig_156	3293	869
contig_292	4030	238
