#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_148	3666	90	N	N	18	*	148,-147,-140,138,-145,143,-145,-140,-139,-137,-137
contig_105	3663	4	N	N	1	*	*,105,*
contig_362	3649	11	Y	Y	3	*	362
contig_247	3576	7	N	N	1	*	*,247,*
contig_28	3494	433	N	Y	433	*	28
contig_64	3474	8	N	N	2	*	*,64,*
contig_103	3469	3	N	N	1	*	*,103,*
contig_208	3398	11	N	N	2	*	*,208,*
contig_364	3384	8	Y	Y	2	*	364
contig_69	3362	183	N	Y	45	*	69
contig_339	3326	263	N	N	65	*	*,339,*
contig_314	3310	9	N	N	2	*	*,314,*
contig_323	3307	186	Y	Y	10	*	323
contig_329	3289	3	N	N	1	*	*,329,*
contig_186	3234	11	N	N	1	*	*,186,-187
contig_328	3222	4	N	N	1	*	*,328,*
contig_305	3210	3	Y	Y	1	*	305
contig_57	3193	471	N	N	117	*	*,57,*
contig_365	3159	5	N	Y	2	*	*,365
contig_204	3108	20	N	N	4	*	*,204,*
contig_157	3095	7	N	N	1	*	*,157,*
contig_107	3055	118	N	N	29	*	*,107,*
contig_241	3048	145	Y	Y	72	*	241
contig_321	3034	44	N	N	6	*	*,321,*
contig_86	3033	41	N	Y	13	*	86
contig_236	3018	11	N	N	2	*	*,236,*
contig_265	3010	49	N	N	7	*	*,265,*
contig_368	2994	8	Y	Y	1	*	368
contig_341	2982	5	N	N	1	*	*,341,*
contig_333	2958	4	N	N	1	*	*,333,*
contig_196	2944	5	N	N	1	*	*,196,*
contig_355	2890	3	Y	Y	1	*	355
contig_250	2889	107	N	N	17	*	*,250,*
contig_303	2889	4	N	N	1	*	*,303,*
contig_240	2883	4	N	N	1	*	*,240,*
contig_54	2872	105	N	N	26	*	*,54,*
contig_220	2868	9	N	N	2	*	*,220,*
contig_294	2867	3	N	N	1	*	*,294,*
contig_201	2865	10	N	N	2	*	*,201,*
contig_149	2856	140	N	N	28	*	149,-147,143,138
contig_63	2848	24	N	N	6	*	*,63,*
contig_198	2832	21	N	N	3	*	*,198,*
contig_316	2813	3	N	N	1	*	*,316,317
contig_252	2789	7	N	N	1	*	*,252,*
contig_136	2780	4	Y	Y	1	*	136
contig_306	2778	6	N	N	1	*	*,306,*
contig_94	2768	100	N	Y	100	*	94
contig_206	2741	9	N	N	1	*	*,206,*
contig_66	2725	7	N	N	1	*	*,66,*
contig_244	2715	130	N	N	9	*	*,244,*
contig_194	2713	8	N	N	2	*	*,194,*
contig_242	2704	6	N	N	1	*	*,242,*
contig_104	2700	41	N	N	10	*	*,104,*
contig_299	2682	27	N	N	6	*	*,299,*
contig_71	2681	150	N	N	21	*	*,71,*
contig_239	2670	6	N	N	1	*	*,239,*
contig_344	2669	6	N	N	1	*	*,344,*
contig_324	2667	13	N	N	3	*	*,324,*
contig_195	2655	9	N	N	1	*	*,195,*
contig_282	2655	36	N	N	6	*	*,282,*
contig_334	2637	8	N	N	1	*	*,334,*
contig_332	2613	23	N	N	5	*	*,332,*
contig_49	2604	19	N	N	4	*	*,49,*
contig_237	2603	4	N	N	1	*	*,237,*
contig_320	2603	8	N	N	2	*	*,320,*
contig_200	2585	4	N	N	1	*	*,200,*
contig_222	2573	5	N	N	1	*	*,222,*
contig_348	2540	3	N	N	1	*	*,348,*
contig_25	2531	206	N	Y	68	*	25
contig_296	2527	5	N	N	1	*	*,296,*
contig_214	2506	13	N	N	1	*	*,214,*
contig_238	2500	63	N	N	15	*	*,238,*
contig_227	2491	3	N	N	1	*	*,227,*
contig_337	2487	4	N	N	1	*	*,337,*
contig_363	2478	6	Y	Y	1	*	363
contig_72	2474	220	N	N	55	*	*,72,*
contig_292	2468	65	N	N	10	*	*,292,*
contig_357	2437	50	Y	Y	1	*	357
contig_199	2420	8	N	N	2	*	*,199,*
contig_309	2410	3	N	N	1	*	*,309,*
contig_166	2400	7	N	N	1	*	*,166,*
contig_158	2397	7	N	N	1	*	*,158,*
contig_347	2391	364	N	N	91	*	*,347,*
contig_161	2386	3	N	N	1	*	*,161,*
contig_235	2384	5	N	N	1	*	*,235,*
contig_159	2380	6	N	N	1	*	*,159,*
contig_67	2376	5	N	N	1	*	*,67,*
contig_289	2372	4	N	N	1	*	*,289,*
contig_335	2367	3	N	N	1	*	*,335,*
contig_156	2357	8	N	N	2	*	*,156,*
contig_135	2349	5	N	N	1	*	*,135,*
contig_308	2349	4	N	N	1	*	*,308,*
contig_307	2346	15	N	N	3	*	*,307,*
contig_293	2331	4	N	N	1	*	*,293,*
contig_338	2311	9	N	N	2	*	*,338,*
contig_221	2301	4	N	N	1	*	*,221,*
contig_243	2299	181	Y	Y	181	*	243
contig_358	2299	3	Y	Y	1	*	358
contig_345	2298	5	N	N	1	*	*,345,*
contig_106	2296	6	N	N	1	*	*,106,*
contig_197	2295	7	N	N	1	*	*,197,*
contig_346	2286	183	N	N	45	*	*,346,*
contig_270	2283	6	N	N	1	*	*,270,*
contig_315	2278	480	N	N	120	*	*,315,*
contig_331	2275	268	N	N	67	*	*,331,*
contig_92	2267	34	N	Y	17	*	92
contig_246	2250	4	N	N	1	*	*,246,*
contig_298	2247	193	N	N	48	*	*,298,*
contig_185	2246	274	N	N	68	*	*,185,*
contig_248	2241	28	N	N	7	*	*,248,*
contig_109	2234	3	N	N	1	*	*,109,*
contig_133	2230	117	N	Y	2	*	133
contig_291	2216	4	N	N	1	*	*,291,*
contig_245	2196	203	Y	Y	2	*	245
contig_36	2185	185	N	Y	6	*	36
contig_225	2179	18	N	N	3	*	*,225,*
contig_95	2172	35	N	Y	11	*	95
contig_207	2171	4	N	N	1	*	*,207,*
contig_52	2167	608	N	Y	76	*	52
contig_172	2139	588	N	Y	196	*	172
contig_209	2110	20	N	N	4	*	*,209,*
contig_73	2069	5	N	N	1	*	*,73,*
contig_302	2047	27	Y	Y	2	*	302
contig_322	2015	15	Y	Y	1	*	322
contig_59	1946	6	N	N	1	*	*,59,*
contig_62	1945	447	N	N	111	*	*,62,*
contig_228	1936	7	Y	Y	2	*	228
contig_354	1919	223	Y	Y	55	*	354
contig_164	1892	138	N	Y	27	*	164
contig_361	1874	19	Y	Y	2	*	361
contig_169	1871	767	N	Y	153	*	169
contig_183	1868	101	N	N	25	*	*,183,*
contig_342	1844	20	N	N	2	*	*,342,*
contig_249	1841	18	N	N	3	*	*,249,*
contig_224	1723	21	N	Y	1	*	224
contig_81	1720	63	N	Y	3	*	81
contig_301	1671	3	N	N	1	*	*,301,*
contig_127	1620	69	N	Y	4	*	127
contig_290	1595	27	N	N	2	*	*,290,*
contig_180	1548	20	N	N	2	*	*,180,*
contig_19	1542	325	N	Y	162	*	19
contig_14	1534	533	N	Y	266	*	14
contig_141	1524	264	N	Y	4	*	141
contig_251	1518	94	Y	Y	1	*	251
contig_272	1495	20	N	N	5	*	*,272,*
contig_350	1495	4	N	N	1	*	*,350,*
contig_216	1483	79	N	Y	6	*	216
contig_58	1470	287	N	N	71	*	*,58,*
contig_51	1467	5	N	N	1	*	*,51,*
contig_330	1414	846	Y	Y	846	*	330
contig_152	1394	39	N	N	9	*	*,152,*
contig_112	1387	126	N	Y	1	*	112
contig_46	1381	58	N	Y	11	*	46
contig_82	1371	142	N	Y	23	*	82
contig_97	1346	20	N	N	1	*	*,97,*
contig_268	1336	4	N	N	1	*	*,268,*
contig_173	1305	492	N	Y	14	*	173
contig_295	1293	31	N	N	6	*	*,295,*
contig_144	1281	271	N	Y	27	*	144
contig_253	1280	73	N	Y	1	*	253
contig_212	1268	332	N	Y	2	*	212
contig_90	1265	80	N	Y	40	*	90
contig_20	1253	8	N	Y	4	*	20
contig_29	1252	121	N	Y	17	*	29
contig_119	1229	22	N	Y	5	*	119
contig_56	1228	55	N	N	4	*	*,56,*
contig_288	1224	1048	N	Y	80	*	288
contig_340	1206	20	N	N	5	*	*,340,*
contig_210	1203	139	N	Y	1	*	210
contig_153	1200	75	N	N	2	*	*,153,*
contig_55	1187	1508	N	N	377	*	*,55,*
contig_124	1186	81	N	Y	40	*	124
contig_151	1177	23	N	Y	7	*	151
contig_223	1173	17	N	Y	1	*	223
contig_313	1155	11	N	N	1	*	*,313,*
contig_218	1133	55	N	Y	3	*	218
contig_300	1131	26	Y	Y	1	*	300
contig_327	1127	6	N	N	1	*	*,327,*
contig_229	1115	5	N	N	1	*	*,229,*
contig_5	1107	672	N	Y	168	*	5
contig_312	1099	4	N	N	1	*	*,312,*
contig_150	1092	34	N	Y	17	*	150
contig_12	1076	101	N	Y	12	*	12
contig_34	1071	473	N	Y	236	*	34
contig_255	1054	72	N	Y	1	*	255
contig_273	1050	20	N	Y	1	*	273
contig_118	1048	121	N	Y	1	*	118
contig_111	1032	68	N	N	6	*	*,111,*
contig_234	986	204	N	Y	40	*	234
contig_121	942	111	N	Y	1	*	121
contig_189	913	198	N	Y	1	*	189
contig_174	903	217	N	Y	1	*	174
contig_115	899	53	N	Y	1	*	115
contig_254	899	13	N	Y	1	*	254
contig_96	896	68	N	Y	1	*	96
contig_122	889	9	N	Y	1	*	122
contig_190	884	189	N	Y	1	*	190
contig_283	884	43	N	Y	1	*	283
contig_193	881	74	N	Y	1	*	193
contig_39	845	56	N	Y	1	*	39
contig_91	838	19	N	Y	3	*	91
contig_68	836	187	N	Y	1	*	68
contig_37	832	53	N	Y	1	*	37
contig_279	807	125	N	Y	1	*	279
contig_61	804	12	N	Y	1	*	61
contig_10	803	266	N	Y	1	*	10
contig_142	794	65	N	Y	1	*	142
contig_116	769	16	N	Y	1	*	116
contig_41	756	202	N	Y	1	*	41
contig_274	728	12	N	Y	1	*	274
contig_44	726	46	N	Y	1	*	44
contig_131	722	66	N	Y	2	*	131
contig_280	716	73	N	Y	1	*	280
contig_8	708	110	N	Y	11	*	8
contig_275	700	11	N	Y	1	*	275
contig_17	687	214	N	Y	6	*	17
contig_162	682	217	N	Y	1	*	162
contig_48	679	136	N	Y	19	*	48
contig_191	671	194	N	Y	1	*	191
contig_132	661	405	N	Y	45	*	132
contig_120	651	46	N	Y	1	*	120
contig_182	650	18	N	Y	1	*	182
contig_1	649	235	N	Y	1	*	1
contig_170	645	99	N	Y	1	*	170
contig_15	633	35	N	Y	8	*	15
contig_163	628	216	N	N	6	*	*,163,*
contig_42	624	77	N	Y	1	*	42
contig_117	617	8	N	Y	1	*	117
contig_26	617	21	N	Y	1	*	26
contig_22	606	781	N	Y	27	*	22
contig_114	603	34	N	Y	1	*	114
contig_168	600	420	N	Y	2	*	168
contig_287	592	254	N	Y	1	*	287
contig_43	592	28	N	Y	1	*	43
contig_202	591	8	N	N	1	*	*,202,*
contig_134	582	109	N	N	1	*	*,134,*
contig_125	580	20	N	Y	1	*	125
contig_60	577	140	N	Y	1	*	60
contig_23	575	17	N	Y	1	*	23
contig_18	571	28	N	Y	1	*	18
contig_88	567	85	N	Y	12	*	88
contig_285	562	117	N	Y	1	*	285
contig_192	561	178	N	Y	1	*	192
contig_230	561	200	N	Y	1	*	230
contig_171	559	43	N	Y	1	*	171
contig_7	559	11	N	Y	1	*	7
contig_113	558	27	N	Y	1	*	113
contig_128	554	12	N	Y	1	*	128
contig_123	553	20	N	Y	1	*	123
contig_231	553	88	N	Y	1	*	231
contig_33	547	8	N	Y	1	*	33
contig_11	538	20	N	Y	1	*	11
contig_281	537	77	N	Y	1	*	281
contig_219	529	63	N	Y	1	*	219
contig_286	529	144	N	Y	1	*	286
contig_146	527	71	N	Y	7	*	146
contig_21	524	145	N	Y	1	*	21
contig_211	524	19	N	Y	1	*	211
contig_32	515	23	N	Y	1	*	32
contig_232	511	21	N	Y	1	*	232
contig_70	511	60	N	Y	8	*	70
contig_45	509	272	N	Y	10	*	45
contig_284	506	34	N	Y	1	*	284
contig_217	505	70	N	Y	1	*	217
contig_129	504	327	N	Y	2	*	129
contig_6	503	86	N	Y	1	*	6
contig_3	496	15	N	Y	1	*	3
contig_13	492	13	N	Y	1	*	13
contig_233	486	134	N	Y	4	*	233
contig_27	478	30	N	Y	1	*	27
contig_277	466	8	N	Y	1	*	277
contig_40	466	18	N	Y	1	*	40
contig_215	463	5	N	Y	1	*	215
contig_30	463	5	N	Y	1	*	30
contig_130	458	4	N	Y	1	*	130
contig_4	454	100	N	Y	1	*	4
