#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_289	2233	8	N	N	1	both	*	289
contig_290	3570	3	N	N	1	both	*	290
contig_291	2618	5	N	N	1	both	*	291
contig_292	1316	9	N	N	1	both	*	292
contig_293	1017	5	N	N	1	both	*	293
contig_295	1446	31	N	N	4	both	*	295
contig_296	6930	11	N	N	1	both	*	296
contig_297	4512	5	N	N	1	both	*	6520,297,-6520
contig_298	4577	16	N	N	2	none	*	6521,298,299
contig_302	5429	4	N	N	1	both	*	302
contig_303	3944	3	N	N	1	both	*	303
contig_304	5222	3	N	N	1	both	*	304
contig_305	4539	4	N	N	1	both	*	305
contig_306	3690	19	N	N	2	both	*	306
contig_307	3133	3	N	N	1	both	*	307
contig_309	1105	13	N	N	2	both	*	309
contig_310	4372	4	N	N	1	both	*	310
contig_311	4930	4	N	N	1	both	*	311
contig_313	3011	26	N	N	3	left	*	312,313,-314
contig_315	1376	11	N	N	1	both	*	315
contig_316	2219	5	N	N	1	both	*	316
contig_317	3034	5	N	N	1	both	*	317
contig_318	4788	5	N	N	1	both	*	318
contig_319	3304	3	N	N	1	both	*	319
contig_320	2001	3	N	N	1	both	*	320
contig_321	4542	4	N	N	1	both	*	321
contig_322	1242	3	N	N	1	both	*	322
contig_323	4018	3	N	N	1	both	*	323
contig_324	2393	4	N	N	1	both	*	324
contig_326	6421	5	N	N	1	none	*	-328,-325,326,325,327,-328
contig_329	1558	10	N	N	1	none	*	329
contig_330	2265	3	N	N	1	both	*	330
contig_331	2789	7	N	N	1	both	*	331
contig_332	4593	3	N	N	1	both	*	332
contig_333	4079	3	N	N	1	both	*	333
contig_334	2217	9	N	N	1	both	*	334
contig_336	3673	5	N	N	1	both	*	336
contig_337	2359	5	N	N	1	both	*	337
contig_338	3451	4	N	N	1	both	*	338
contig_339	1019	5	N	N	1	both	*	339
contig_340	4038	4	N	N	1	both	*	340
contig_341	2357	3	N	N	1	both	*	341
contig_342	4064	3	N	N	1	both	*	342
contig_343	1930	3	N	N	1	both	*	343
contig_344	3341	4	N	N	1	both	*	344
contig_345	5694	3	N	N	1	both	*	345
contig_346	3711	25	N	N	3	none	*	-347,346,-349,350,-350,349
contig_354	3755	3	N	N	1	both	*	354
contig_355	2362	3	N	N	1	both	*	355
contig_356	1037	3	N	N	1	both	*	356
contig_357	2382	4	N	N	1	both	*	357
contig_358	2497	3	N	N	1	both	*	358
contig_359	3958	6	N	N	1	both	*	359
contig_360	2473	9	N	N	1	both	*	360
contig_361	2442	4	N	N	1	both	*	361
contig_362	8604	12	N	N	2	both	*	362
contig_364	1610	7	N	N	1	both	*	364
contig_366	4974	85	N	N	11	none	*	365,366,-363
contig_367	589	24	N	N	3	none	*	367
contig_368	5016	7	N	N	1	both	*	368
contig_369	4103	3	N	N	1	both	*	6531,369,-6531
contig_370	2220	3	N	N	1	both	*	370
contig_371	2062	4	N	N	1	both	*	371
contig_372	1427	4	N	N	1	both	*	372
contig_373	3136	4	N	N	1	both	*	373
contig_374	2462	5	N	N	1	both	*	374
contig_376	6144	3	N	N	1	both	*	376
contig_377	1026	8	N	N	1	both	*	377
contig_378	1495	4	N	N	1	both	*	378
contig_379	2369	3	N	N	1	both	*	379
contig_381	5441	4	N	N	1	both	*	380,381,-380
contig_382	3359	10	N	N	1	both	*	380,382,-380
contig_383	1616	3	N	N	1	both	*	383
contig_384	2701	3	N	N	1	both	*	384
contig_385	3354	7	N	N	1	both	*	385
contig_386	1032	12	N	N	2	both	*	386
contig_387	1939	5	N	N	1	both	*	387
contig_388	2841	3	N	N	1	both	*	388
contig_389	4821	4	N	N	1	both	*	389
contig_390	9247	4	N	N	1	right	*	-391,390
contig_393	3754	5	N	N	1	right	*	393,-6535
contig_394	6603	4	N	N	1	both	*	394
contig_395	2941	5	N	N	1	left	*	6536,395,-396
contig_397	2938	8	N	N	1	right	*	398,397
contig_399	8117	7	N	N	1	both	*	399
contig_401	1366	5	N	N	1	both	*	401
contig_402	3202	4	N	N	1	both	*	402
contig_403	2879	3	N	N	1	both	*	403
contig_404	3359	14	N	N	2	both	*	404
contig_405	5254	4	N	N	1	both	*	405
contig_406	1110	8	N	N	1	both	*	406
contig_407	3679	4	N	N	1	both	*	407
contig_408	4294	54	N	N	7	none	*	-413,408,409,410,-410,-409
contig_414	3092	7	N	N	1	both	*	414
contig_415	1309	11	N	N	1	both	*	415
contig_416	2290	3	N	N	1	both	*	416
contig_417	1671	3	N	N	1	both	*	417
contig_418	2914	4	N	N	1	both	*	-6540,418,6540
contig_419	6068	8	N	N	1	both	*	-6541,419,6541
contig_422	2041	25	N	N	3	both	*	422
contig_423	517	8	N	N	1	both	*	423
contig_424	2531	12	N	N	2	both	*	424
contig_425	10982	10	N	N	1	left	*	6542,425,427
contig_426	1619	8	N	N	1	both	*	426
contig_428	5590	11	Y	N	1	none	*	428
contig_430	726	3	N	N	1	both	*	430
contig_431	8753	16	N	N	2	both	*	431
contig_434	3671	11	N	N	1	none	*	434,432,-433
contig_435	5306	3	N	N	1	both	*	435
contig_436	11170	12	N	N	2	none	*	433,-432,436,-471,469,473,-473,-469,471
contig_437	2461	3	N	N	1	both	*	437
contig_438	1560	7	N	N	1	both	*	438
contig_439	1291	3	N	N	1	both	*	439
contig_440	5249	3	N	N	1	both	*	440
contig_441	2566	3	N	N	1	both	*	441
contig_442	2239	3	N	N	1	both	*	442
contig_444	2904	5	N	N	1	both	*	443,444,-443
contig_445	5435	8	N	N	1	both	*	445
contig_446	9054	8	N	N	1	both	*	446
contig_447	4296	4	N	N	1	both	*	447
contig_449	3566	4	N	N	1	both	*	449
contig_450	11704	3	N	N	1	both	*	450
contig_451	8657	78	N	N	10	both	*	451
contig_452	1558	7	N	N	1	both	*	452
contig_465	2853	7	N	N	1	both	*	465
contig_466	2206	7	N	N	1	both	*	466
contig_467	1517	3	N	N	1	both	*	467
contig_468	2486	4	N	N	1	both	*	468
contig_474	2605	4	N	N	1	both	*	474
contig_475	2486	3	N	N	1	both	*	475
contig_476	4714	3	N	N	1	both	*	476
contig_477	2319	4	N	N	1	both	*	477
contig_478	2133	3	N	N	1	both	*	478
contig_479	10382	11	N	N	1	both	*	479
contig_480	4162	15	N	N	2	both	*	480
contig_482	8090	7	N	N	1	both	*	481,482,-481
contig_486	6865	17	N	N	2	none	*	486,-485,-484,-483,-6550,-6550
contig_489	5852	13	N	N	2	none	*	489,-488,-485
contig_490	2675	3	N	N	1	both	*	490
contig_491	1839	5	N	N	1	both	*	491
contig_492	1128	22	N	N	3	both	*	492
contig_493	1029	16	N	N	2	both	*	493
contig_494	2524	4	N	N	1	both	*	494
contig_497	3405	7	N	N	1	both	*	497
contig_498	1205	3	N	N	1	both	*	498
contig_499	1196	12	N	N	2	both	*	499
contig_500	2489	3	N	N	1	both	*	500
contig_502	6895	9	N	N	1	none	*	775,776,501,502,-503,-501,-776
contig_507	7427	44	N	N	6	none	*	-505,505,507,508,-509,-6551,-510,509,-508
contig_513	6748	4	N	N	1	both	*	6554,513,-6554
contig_515	3029	3	N	N	1	both	*	515
contig_516	1167	7	N	N	1	both	*	516
contig_517	1904	5	N	N	1	both	*	517
contig_518	1678	11	N	N	1	both	*	518
contig_519	4474	5	N	N	1	both	*	519
contig_520	2491	4	N	N	1	both	*	520
contig_521	3019	3	N	N	1	both	*	521
contig_523	2712	8	N	N	1	both	*	523
contig_524	1906	3	N	N	1	both	*	524
contig_525	4047	4	N	N	1	both	*	525
contig_526	2245	3	N	N	1	both	*	526
contig_527	1358	3	N	N	1	both	*	527
contig_533	1147	95	N	N	12	both	*	533
contig_534	3865	3	N	N	1	both	*	534
contig_535	2381	4	N	N	1	both	*	535
contig_536	3403	53	N	N	7	both	*	536
contig_538	2785	32	N	N	4	both	*	537,538,-537
contig_539	2157	4	N	N	1	both	*	539
contig_540	5080	4	N	N	1	both	*	540
contig_541	2499	4	N	N	1	both	*	541
contig_542	3717	4	N	N	1	both	*	542
contig_543	1102	5	N	N	1	both	*	543
contig_545	3996	13	N	N	2	both	*	545
contig_546	622	0	N	N	1	both	*	546
contig_551	781	5	N	N	1	both	*	551
contig_552	2190	18	N	N	2	both	*	552
contig_553	709	9	N	N	1	both	*	553
contig_554	4601	3	N	N	1	both	*	554
contig_555	4004	10	N	N	1	both	*	555
contig_556	1332	10	N	N	1	both	*	556
contig_557	3954	5	N	N	1	both	*	557
contig_558	2597	10	N	N	1	both	*	558
contig_559	1782	5	N	N	1	both	*	559
contig_560	2681	6	N	N	1	both	*	560
contig_561	1339	4	N	N	1	both	*	561
contig_562	1570	3	N	N	1	both	*	562
contig_563	2409	4	N	N	1	both	*	563
contig_564	5632	3	Y	N	1	none	*	564
contig_565	8718	5	N	N	1	both	*	565
contig_566	1532	3	N	N	1	both	*	566
contig_567	6249	2	N	N	1	both	*	567
contig_568	8666	20	N	N	3	both	*	568
contig_569	5806	18	N	N	2	both	*	569
contig_570	1469	5	N	N	1	both	*	570
contig_571	5850	3	N	N	1	both	*	571
contig_572	1860	3	N	N	1	both	*	572
contig_573	2206	3	N	N	1	both	*	573
contig_574	2571	3	N	N	1	both	*	574
contig_576	2813	4	N	N	1	both	*	576
contig_577	2214	3	N	N	1	both	*	577
contig_579	1257	5	N	N	1	both	*	579
contig_580	2488	7	N	N	1	both	*	580
contig_581	2581	4	N	N	1	both	*	581
contig_582	2990	5	N	N	1	both	*	582
contig_583	2218	3	N	N	1	both	*	583
contig_584	2925	5	N	N	1	both	*	584
contig_585	1352	9	N	N	1	both	*	585
contig_586	4119	20	N	N	3	both	*	586
contig_587	2168	3	N	N	1	both	*	587
contig_589	1712	4	N	N	1	both	*	589
contig_590	3042	3	N	N	1	both	*	590
contig_592	3422	5	N	N	1	both	*	592
contig_594	1673	47	N	N	6	both	*	594
contig_595	4081	3	N	N	1	both	*	595
contig_596	2401	5	N	N	1	left	*	596,597
contig_598	2245	4	N	N	1	both	*	598
contig_599	4458	3	N	N	1	both	*	599
contig_600	4721	5	N	N	1	both	*	600
contig_601	1256	7	N	N	1	both	*	601
contig_603	1290	8	N	N	1	both	*	603
contig_604	2097	7	N	N	1	both	*	604
contig_605	5148	12	N	N	2	both	*	605
contig_607	2585	5	N	N	1	both	*	607
contig_608	1004	3	N	N	1	both	*	608
contig_609	1307	5	N	N	1	both	*	609
contig_610	3429	3	N	N	1	both	*	610
contig_611	5444	3	N	N	1	both	*	611
contig_612	1641	3	N	N	1	both	*	612
contig_613	2751	6	N	N	1	both	*	613
contig_614	4021	3	N	N	1	both	*	614
contig_615	2454	7	N	N	1	both	*	615
contig_616	1592	4	N	N	1	both	*	616
contig_618	707	6	N	N	1	both	*	618
contig_620	2899	5	N	N	1	both	*	-619,620,619
contig_621	1711	3	N	N	1	both	*	621
contig_622	1767	3	N	N	1	both	*	622
contig_623	9020	8	N	N	1	both	*	623
contig_624	1621	3	N	N	1	both	*	624
contig_626	1654	24	N	N	3	both	*	626
contig_627	3728	3	N	N	1	both	*	627
contig_628	2465	3	N	N	1	both	*	628
contig_629	5150	6	N	N	1	both	*	629
contig_632	2221	4	N	N	1	both	*	632
contig_633	1803	3	N	N	1	both	*	633
contig_634	3831	3	N	N	1	both	*	634
contig_635	3877	4	N	N	1	both	*	635
contig_641	1328	10	N	N	1	both	*	641
contig_642	2316	4	N	N	1	both	*	642
contig_643	4055	40	N	N	5	both	*	643
contig_646	2968	15	N	N	2	both	*	646
contig_647	1610	3	N	N	1	both	*	647
contig_648	1349	4	N	N	1	both	*	648
contig_649	2256	3	N	N	1	both	*	649
contig_651	3146	5	N	N	1	both	*	-650,651,650
contig_652	1517	14	N	N	2	both	*	652
contig_658	2492	47	N	N	6	none	*	-656,658,656
contig_659	1148	4	N	N	1	both	*	659
contig_660	1292	4	N	N	1	both	*	660
contig_661	2831	4	N	N	1	both	*	661
contig_667	2444	9	N	N	1	both	*	667
contig_668	3071	9	N	N	1	both	*	668
contig_672	1827	11	N	N	1	both	*	672
contig_673	5989	3	N	N	1	both	*	673
contig_674	1803	5	N	N	1	both	*	674
contig_675	3582	3	N	N	1	both	*	675
contig_676	2579	7	N	N	1	both	*	676
contig_677	4067	3	N	N	1	both	*	677
contig_680	3081	4	N	N	1	both	*	680
contig_681	3329	4	N	N	1	both	*	681
contig_683	1094	6	N	N	1	both	*	683
contig_685	2599	9	N	N	1	none	*	685,684,687,-688
contig_686	8320	7	N	N	1	none	*	-689,689,686,684,687,-689
contig_690	13111	9	N	N	1	none	*	-689,690,2372
contig_694	2130	5	N	N	1	both	*	694
contig_695	4074	8	N	N	1	none	*	691,692,695,-692,-691
contig_696	731	5	N	N	1	both	*	696
contig_697	1278	27	N	N	3	both	*	697
contig_698	1517	5	N	N	1	both	*	698
contig_699	6112	3	N	N	1	both	*	699
contig_700	1921	18	N	N	2	both	*	700
contig_702	10274	65	N	N	8	right	*	701,-701,-701,701,-701,701,-701,702,-706,-705
contig_703	3715	4	N	N	1	both	*	703
contig_709	4525	5	N	N	1	both	*	709
contig_710	2589	4	N	N	1	both	*	710
contig_711	3596	4	N	N	1	both	*	711
contig_712	5023	5	N	N	1	both	*	712
contig_714	1637	3	N	N	1	both	*	714
contig_715	518	9	N	N	1	both	*	715
contig_716	2775	6	N	N	1	both	*	716
contig_719	4374	4	N	N	1	both	*	719
contig_720	3182	6	N	N	1	both	*	720
contig_721	2331	8	N	N	1	both	*	721
contig_722	2506	3	N	N	1	both	*	722
contig_723	2220	5	N	N	1	both	*	723
contig_724	2666	5	N	N	1	both	*	6579,724,-6579
contig_725	696	9	N	N	1	both	*	725
contig_726	2323	8	N	N	1	both	*	726
contig_727	2174	5	N	N	1	both	*	727
contig_729	4512	10	N	N	1	both	*	728,729,-728
contig_730	2085	6	N	N	1	both	*	730
contig_731	1619	4	N	N	1	both	*	731
contig_732	2748	3	N	N	1	both	*	732
contig_733	6976	8	N	N	1	both	*	6582,733,-6582
contig_734	2400	3	N	N	1	both	*	734
contig_737	584	4	N	N	1	both	*	737
contig_739	4654	3	N	N	1	both	*	739
contig_740	1712	8	N	N	1	both	*	740
contig_741	2414	3	N	N	1	both	*	741
contig_742	2496	3	N	N	1	both	*	742
contig_744	4429	4	N	N	1	both	*	744
contig_745	3593	3	N	N	1	both	*	745
contig_746	1474	4	N	N	1	both	*	746
contig_747	2693	7	N	N	1	both	*	747
contig_748	2633	4	N	N	1	both	*	748
contig_753	1706	53	N	N	7	both	*	753
contig_754	3983	5	N	N	1	both	*	754
contig_755	3513	6	N	N	1	both	*	755
contig_756	4150	4	N	N	1	both	*	756
contig_761	2250	5	N	N	1	both	*	761
contig_762	1058	3	N	N	1	both	*	762
contig_763	782	27	N	N	3	both	*	763
contig_764	4790	3	N	N	1	both	*	764
contig_771	5211	68	N	N	9	none	*	766,767,-769,-768,-768,765,771,3720
contig_772	5026	6	N	N	1	left	*	772,773
contig_774	1162	9	N	N	1	both	*	774
contig_777	1506	4	N	N	1	both	*	777
contig_778	4027	6	N	N	1	none	*	778,-776,-775
contig_779	5279	6	N	N	1	none	*	504,779,-504
contig_780	2436	5	N	N	1	both	*	780
contig_782	1164	8	N	N	1	both	*	782
contig_783	2180	3	N	N	1	both	*	783
contig_784	9321	3	N	N	1	both	*	781,784,-781
contig_785	3510	3	N	N	1	both	*	785
contig_786	2188	3	N	N	1	both	*	786
contig_787	1845	7	N	N	1	both	*	787
contig_788	1777	5	N	N	1	both	*	788
contig_789	2498	3	N	N	1	both	*	789
contig_790	3623	4	N	N	1	both	*	790
contig_791	1132	10	N	N	1	both	*	791
contig_792	2079	24	N	N	3	both	*	792
contig_793	3555	3	N	N	1	both	*	793
contig_795	2952	3	N	N	1	both	*	795
contig_796	4694	3	N	N	1	both	*	796
contig_797	1172	8	N	N	1	both	*	797
contig_798	1499	5	N	N	1	both	*	798
contig_799	3601	8	N	N	1	both	*	799
contig_800	1445	13	N	N	2	both	*	800
contig_802	1379	3	N	N	1	both	*	802
contig_803	1752	14	N	N	2	both	*	803
contig_804	2828	7	N	N	1	both	*	804
contig_805	3698	5	N	N	1	both	*	805
contig_806	1114	12	N	N	2	both	*	806
contig_807	2264	3	N	N	1	both	*	807
contig_808	10934	20	Y	N	3	none	*	808
contig_814	1910	9	N	N	1	both	*	814
contig_816	1283	9	N	N	1	both	*	816
contig_817	1715	23	N	N	3	both	*	817
contig_818	5188	3	N	N	1	both	*	818
contig_827	2099	3	N	N	1	both	*	827
contig_828	3411	3	N	N	1	both	*	828
contig_829	1355	4	N	N	1	both	*	829
contig_830	3286	4	N	N	1	both	*	830
contig_835	4003	7	N	N	1	both	*	835
contig_836	2780	20	N	N	3	both	*	-6596,836,6596
contig_837	1007	6	N	N	1	both	*	837
contig_843	5961	33	N	N	4	none	*	-840,-839,-838,839,-841,843,-845,-844,845
contig_846	2846	51	N	N	6	both	*	846
contig_847	1275	12	N	N	2	both	*	847
contig_848	9798	10	Y	N	1	none	*	848
contig_849	5489	5	N	N	1	both	*	849
contig_850	4735	12	N	N	2	both	*	-851,850,851
contig_852	1197	3	N	N	1	both	*	852
contig_853	1090	12	N	N	2	both	*	853
contig_854	3856	5	N	N	1	both	*	854
contig_855	4549	8	N	N	1	both	*	855
contig_856	1417	6	N	N	1	both	*	856
contig_857	2903	4	N	N	1	both	*	857
contig_859	2221	9	N	N	1	both	*	858,859,-858
contig_860	1758	3	N	N	1	both	*	860
contig_861	3794	3	N	N	1	both	*	861
contig_862	2012	5	N	N	1	both	*	862
contig_863	7227	4	N	N	1	both	*	863
contig_864	4104	8	N	N	1	both	*	864
contig_865	5555	3	N	N	1	both	*	865
contig_867	5264	9	N	N	1	both	*	867
contig_868	2549	3	N	N	1	both	*	868
contig_869	1486	3	N	N	1	both	*	869
contig_870	3191	3	N	N	1	both	*	870
contig_871	2669	3	N	N	1	both	*	871
contig_873	2997	53	N	N	7	none	*	-872,872,873
contig_874	6474	9	N	N	1	both	*	874
contig_875	823	38	N	N	5	none	*	875
contig_876	1560	4	N	N	1	both	*	876
contig_877	2587	3	N	N	1	both	*	877
contig_879	1728	11	N	N	1	both	*	879
contig_880	2110	21	N	N	3	both	*	-878,880,878
contig_882	1249	5	N	N	1	both	*	882
contig_883	2393	3	N	N	1	both	*	883
contig_884	3649	4	N	N	1	both	*	884
contig_889	1112	49	N	N	6	both	*	889
contig_890	2093	17	N	N	2	both	*	890
contig_891	1174	33	N	N	4	both	*	891
contig_892	1539	12	N	N	2	both	*	892
contig_893	4602	5	N	N	1	both	*	893
contig_894	2309	19	N	N	2	both	*	894
contig_895	1128	14	N	N	2	both	*	895
contig_896	1096	5	N	N	1	both	*	896
contig_898	2289	5	N	N	1	both	*	898
contig_905	1349	6	N	N	1	both	*	905
contig_906	3516	3	N	N	1	both	*	906
contig_907	1519	73	N	N	9	both	*	907
contig_908	4720	3	N	N	1	both	*	908
contig_909	4831	3	N	N	1	both	*	909
contig_910	3810	4	N	N	1	both	*	910
contig_912	2745	22	N	N	3	both	*	912
contig_913	2333	3	N	N	1	both	*	913
contig_915	5704	5	N	N	1	none	*	914,915,-914
contig_917	3045	28	N	N	4	none	*	-916,916,917,918
contig_919	2496	4	N	N	1	both	*	919
contig_925	4097	3	N	N	1	both	*	925
contig_926	8504	3	N	N	1	none	*	924,-922,-921,-920,926,920,921,922,-924
contig_927	1065	3	N	N	1	both	*	927
contig_928	11322	11	N	N	1	both	*	928
contig_929	2475	5	N	N	1	both	*	929
contig_930	2212	3	N	N	1	both	*	930
contig_931	5611	4	N	N	1	both	*	931
contig_932	1556	3	N	N	1	both	*	932
contig_933	2218	4	N	N	1	both	*	933
contig_934	1930	4	N	N	1	both	*	934
contig_935	2245	11	N	N	1	both	*	935
contig_936	11676	17	N	N	2	both	*	936
contig_937	3524	3	N	N	1	both	*	937
contig_938	3723	3	N	N	1	both	*	938
contig_939	2699	3	N	N	1	both	*	939
contig_940	2240	3	N	N	1	both	*	940
contig_941	2467	6	N	N	1	both	*	941
contig_945	4996	7	N	N	1	none	*	-942,943,944,945,-944,-943,942
contig_946	3484	4	N	N	1	both	*	946
