#seq_name	length	coverage
contig_1531	2576	7
contig_1532	3124	19
contig_1533	2720	9
contig_1534	3017	16
contig_1535	2757	31
contig_1536	2437	26
contig_1537	2407	30
contig_154	5163	20
contig_1540	8767	10
contig_1542	4294	12
contig_1544	3645	18
contig_1545	2898	29
contig_1546	1922	23
contig_1547	1345	16
contig_1548	2266	8
contig_1549	2029	20
contig_155	1420	21
contig_1550	1017	16
contig_1551	1118	62
contig_1552	2654	33
contig_1553	4433	20
contig_1554	2204	19
contig_1555	2275	21
contig_1556	5450	108
contig_1557	2447	12
contig_1558	3637	28
contig_1559	4588	9
contig_156	4753	52
contig_1560	3579	9
contig_1561	1725	30
contig_1562	940	8
contig_1563	3511	11
contig_1564	1176	14
contig_1565	1178	37
contig_1566	3497	22
contig_1567	513	18
contig_1568	1723	68
contig_1569	2069	20
contig_157	2667	31
contig_1570	1846	18
contig_1571	4325	8
contig_1572	1797	55
contig_1573	1690	8
contig_1574	5087	23
contig_1576	2986	24
contig_1577	1616	19
contig_1578	1838	15
contig_1579	3243	18
contig_158	4026	14
contig_1580	2234	27
contig_1581	2567	13
contig_1583	3114	15
contig_1584	3339	49
contig_1585	3123	21
contig_1586	2466	19
contig_1587	2217	20
contig_1588	1410	50
contig_1589	2001	48
contig_159	2338	24
contig_1590	2002	93
contig_1591	2779	32
contig_1592	1827	21
contig_1593	5933	23
contig_1594	1589	20
contig_1595	2574	20
contig_1596	1716	67
contig_1598	3415	57
contig_1599	2200	16
contig_16	1501	14
contig_160	4681	33
contig_1600	4460	46
contig_1601	1045	14
contig_1602	2701	18
contig_1603	2222	36
contig_1604	1851	19
contig_1605	3307	9
contig_1606	4515	18
contig_1608	1094	16
contig_1609	5363	15
contig_161	3536	55
contig_1611	1016	26
contig_1612	2266	8
contig_1613	6708	13
contig_1614	5430	11
contig_162	3472	26
contig_1620	6231	62
contig_1622	1656	17
contig_1623	6809	51
contig_1624	1526	20
contig_1625	3532	21
contig_1626	6006	18
contig_1627	1375	16
contig_1628	1401	51
contig_1629	1504	20
contig_163	3870	23
contig_1630	2907	26
contig_1631	4692	32
contig_1632	3383	10
contig_1633	2510	20
contig_1634	1081	29
contig_1635	1691	11
contig_1636	2444	16
contig_1637	1252	9
contig_1638	3106	12
contig_1639	2162	14
contig_164	955	3
contig_1640	1190	15
contig_1641	2998	11
contig_1642	2463	9
contig_1643	5359	16
contig_1644	505	21
contig_1645	2633	29
contig_1646	1990	21
contig_1647	2272	17
contig_1648	5681	21
contig_1649	1638	21
contig_165	4905	36
contig_1650	2920	22
contig_1651	1444	20
contig_1652	6840	27
contig_1653	606	3
contig_1654	1855	21
contig_1655	4305	19
contig_1656	2240	39
contig_1657	2568	6
contig_1658	2955	66
contig_1659	2043	61
contig_166	5044	11
contig_1660	3525	20
contig_1661	1773	16
contig_1663	3829	28
contig_1664	1892	18
contig_1665	1410	33
contig_1666	1342	21
contig_1667	2290	28
contig_1668	2204	20
contig_1669	513	49
contig_167	4155	13
contig_1670	1824	18
contig_1671	2117	11
contig_1672	1346	16
contig_1673	1259	22
contig_1674	3271	14
contig_1676	2188	29
contig_1678	1980	15
contig_1679	1595	37
contig_168	2597	15
contig_1680	1383	20
contig_1681	3167	22
contig_1682	3628	9
contig_1684	1579	32
contig_1685	483	14
contig_1689	1500	7
contig_169	2013	26
contig_1690	2129	12
contig_1691	2157	22
contig_1692	2521	23
contig_1693	5893	32
contig_1694	2980	19
contig_1695	3259	30
contig_1696	4713	20
contig_1697	2638	20
contig_1698	3469	33
contig_1699	3324	33
contig_17	4628	31
contig_170	2207	29
contig_1700	5368	20
contig_1701	2735	13
contig_1702	2630	11
contig_1703	4314	19
contig_1704	1005	31
contig_1705	923	81
contig_1706	2099	41
contig_1707	513	4
contig_1708	2379	21
contig_1709	725	4
contig_171	1958	46
contig_1710	5119	28
contig_1711	1625	20
contig_1712	2673	39
contig_1713	2354	20
contig_1714	5036	20
contig_1715	544	4
contig_1717	6307	20
contig_1719	412	31
contig_172	1707	17
contig_1720	2341	20
contig_1721	1073	8
contig_1722	2853	20
contig_1723	5227	15
contig_1724	998	8
contig_1725	1681	18
contig_1726	2317	21
contig_1729	3649	20
contig_173	1852	26
contig_1730	2334	13
contig_1731	1023	40
contig_1734	6079	30
contig_1735	2615	47
contig_1736	2424	44
contig_1737	1970	32
contig_1738	2576	15
contig_1739	2892	12
contig_174	2075	20
contig_1740	2001	53
contig_1741	2205	38
contig_1742	5087	13
contig_1743	1670	13
contig_1744	3891	39
contig_1745	6565	24
contig_1746	8110	20
contig_1747	2420	27
contig_1748	1663	20
contig_1749	10625	9
contig_175	10257	34
contig_1750	1232	30
contig_1751	5139	3
contig_1752	9820	15
contig_1753	3217	14
contig_1754	1018	7
contig_1756	953	10
contig_1757	2269	23
contig_1758	3000	17
contig_1759	4592	22
contig_176	3656	36
contig_1760	2706	22
contig_1761	2448	24
contig_1762	2744	16
contig_1763	2424	27
contig_1764	695	7
contig_1765	5155	23
contig_1766	947	22
contig_1767	4524	19
contig_1768	2937	16
contig_1769	2172	35
contig_177	1000	19
contig_1770	12047	10
contig_1771	2322	8
contig_1772	2289	9
contig_1773	3562	15
contig_1774	735	94
contig_1775	3051	27
contig_1776	3309	47
contig_1779	515	18
contig_178	3375	19
contig_1780	905	19
contig_1781	3605	14
contig_1782	578	81
contig_1783	2189	25
contig_1785	9426	12
contig_1786	3757	10
contig_1787	2763	17
contig_1788	3167	6
contig_1789	2953	14
contig_179	3595	19
contig_1790	2310	26
contig_1791	1225	17
contig_1792	2246	16
contig_1793	3104	29
contig_1794	3460	46
contig_1795	2540	12
contig_1796	2947	21
contig_1797	2328	38
contig_1798	1461	35
contig_1799	1982	20
contig_18	1665	10
contig_1800	1073	100
contig_1801	790	13
contig_1802	930	43
contig_1803	1001	207
contig_1805	2124	30
contig_1806	525	277
contig_1807	2175	20
contig_1808	3051	59
contig_1809	1877	15
contig_181	2242	49
contig_1810	2368	28
contig_1811	2664	23
contig_1812	3413	20
contig_1813	2612	19
contig_1814	6918	10
contig_1816	3914	21
contig_1819	9054	27
contig_182	3107	31
contig_1822	2582	20
contig_1823	4657	22
contig_1824	2026	20
contig_1825	1851	31
contig_1826	2370	69
contig_1828	4111	12
contig_1829	3641	17
contig_183	3725	36
contig_1830	4095	15
contig_1831	2172	19
contig_1832	2499	22
contig_1833	2472	30
contig_1834	3722	20
contig_1835	1059	33
contig_1836	2236	27
contig_1837	2860	20
contig_1838	4135	20
contig_184	6175	21
contig_1840	3718	17
contig_1841	2626	20
contig_1842	3901	15
contig_1843	2686	19
contig_1844	5261	20
contig_1845	1756	5
contig_1846	2448	21
contig_1848	9552	37
contig_1849	1798	11
contig_1850	2252	49
contig_1851	4299	24
contig_1852	5875	34
contig_1853	1499	15
contig_1854	3426	24
contig_1855	2168	61
contig_1856	2914	70
contig_1857	3028	16
contig_1858	3005	14
contig_1859	4720	17
contig_186	3495	50
contig_1861	4723	7
contig_1862	2472	18
contig_1863	2863	18
contig_1864	3256	14
contig_1865	2079	24
contig_1866	5074	21
contig_1867	2723	10
contig_1868	1980	20
contig_1869	1981	25
contig_187	2681	43
contig_1870	2131	17
contig_1871	2250	14
contig_1872	1646	11
contig_1873	2435	45
contig_1874	2508	13
contig_1875	3328	19
contig_1876	4677	10
contig_1878	7845	68
contig_1879	2737	23
contig_188	1678	32
contig_1880	5649	20
contig_1881	4090	7
contig_1882	2183	40
contig_1883	1928	16
contig_1884	1053	27
contig_1885	3310	15
contig_1886	3366	19
contig_1887	672	19
contig_1888	5025	29
contig_1889	2372	18
contig_189	2511	35
contig_1891	3590	21
contig_1892	3364	18
contig_1893	2979	27
contig_1894	2759	16
contig_1895	1167	30
contig_1896	1221	5
contig_1897	1219	36
contig_1898	4050	12
contig_19	173	23
contig_190	502	4
contig_1900	5026	23
contig_1901	478	56
contig_1902	562	61
contig_1903	2297	8
contig_1904	6392	16
contig_1905	4042	28
contig_1906	3305	20
contig_1907	2095	18
contig_1908	2741	6
contig_1909	6156	10
contig_191	2529	20
contig_1910	1541	26
contig_1911	5649	19
contig_1913	3128	20
contig_1914	5767	77
contig_1915	5761	21
contig_1916	1739	20
contig_1917	462	6
contig_1918	2312	19
contig_1919	12032	64
contig_192	5866	56
contig_1920	1736	18
contig_1921	2377	33
contig_1922	3538	46
contig_1923	1713	17
contig_1924	2027	21
contig_1925	1979	18
contig_1926	2649	20
contig_1927	2204	21
contig_1928	2611	31
contig_1929	6094	19
contig_193	2431	19
contig_1930	5195	29
contig_1931	1691	20
contig_1932	568	16
contig_1933	2104	27
contig_1934	2077	23
contig_1935	2149	19
contig_1936	2265	30
contig_1937	1438	7
contig_1938	2646	16
contig_1939	2105	17
contig_194	8390	46
contig_1940	576	94
contig_1941	578	170
contig_1942	577	156
contig_1943	514	7
contig_1944	576	99
contig_1945	814	97
contig_1946	9158	102
contig_1947	1067	77
contig_1948	519	149
contig_1949	3081	21
contig_195	4542	55
contig_1950	2403	30
contig_1951	2288	9
contig_1952	3725	38
contig_1953	1584	17
contig_1954	861	20
contig_1955	1064	47
contig_1956	566	27
contig_1957	633	125
contig_1958	1029	76
contig_1959	4748	14
contig_196	2239	11
contig_1960	2703	44
contig_1962	797	182
contig_1963	541	143
contig_1964	683	8
contig_1965	5235	18
contig_1966	1582	19
contig_1967	1936	18
contig_1968	2135	21
contig_1969	2401	3
contig_197	3395	21
contig_1970	3199	17
contig_1971	768	8
contig_1972	2382	22
contig_1973	7113	20
contig_1974	3374	42
contig_1975	6472	24
contig_1976	1745	16
contig_1979	3531	20
contig_198	1364	33
contig_1980	3153	14
contig_1981	3274	28
contig_1982	2404	20
contig_1983	2065	18
contig_1984	3064	42
contig_1985	2676	20
contig_1986	3811	14
contig_1987	6383	35
contig_1988	541	195
contig_1989	706	20
contig_199	496	4
contig_1990	743	209
contig_1991	785	8
contig_1992	815	111
contig_1993	541	18
contig_1994	1655	41
contig_1995	2891	37
contig_1996	2204	5
contig_1997	3722	15
contig_1998	2622	8
contig_1999	619	11
contig_2	2178	16
contig_20	877	9
contig_200	1381	43
contig_2000	3171	55
contig_2001	1365	14
contig_2002	1518	11
contig_2003	3193	11
contig_2004	4774	16
contig_2005	1605	32
contig_2006	858	40
contig_2007	698	133
contig_201	1058	86
contig_2010	2288	14
contig_2011	6082	25
contig_2014	2518	49
contig_2015	4015	21
contig_2016	1253	22
contig_2017	5042	17
contig_2018	2596	13
contig_2019	1347	22
contig_202	956	64
contig_2020	821	38
contig_2021	2400	25
contig_2025	880	52
contig_2026	1936	54
contig_2028	2287	33
contig_2029	2181	65
contig_203	3577	21
contig_2030	1038	43
contig_2031	5501	6
contig_2033	1648	6
contig_2034	1718	30
contig_2036	3465	19
contig_2037	1206	18
contig_2038	6869	20
contig_2039	3510	33
contig_204	2703	20
contig_2040	2142	19
contig_2041	2999	19
contig_2043	1509	27
contig_2045	2324	22
contig_2046	3555	13
contig_2047	1927	27
contig_2048	1012	34
contig_2049	3423	19
contig_205	1242	155
contig_2051	2243	77
contig_2052	3846	10
contig_2053	1802	8
contig_2054	3363	18
contig_2055	2281	19
contig_2056	1856	11
contig_2057	1727	19
contig_2058	2195	20
contig_2059	2430	9
contig_206	822	191
contig_2060	10049	16
contig_2061	4338	15
contig_2062	1584	43
contig_2063	2929	3
contig_2064	6025	4
contig_2065	2617	10
contig_2066	951	110
contig_2067	568	99
contig_2068	607	11
contig_2069	687	48
contig_207	565	10
contig_2070	524	7
contig_2071	539	6
contig_2072	753	19
contig_2073	4640	30
contig_2074	1782	77
contig_2075	6802	15
contig_2076	9125	27
contig_2078	5318	14
contig_2079	3335	13
contig_208	3203	67
contig_2080	3042	20
contig_2082	3681	12
contig_2083	1032	90
contig_2084	673	50
contig_2085	1505	17
contig_2086	1595	9
contig_2087	2322	13
contig_2088	2351	27
contig_2089	4122	24
contig_209	534	19
contig_2090	1475	21
contig_2091	2338	52
contig_2092	3243	37
contig_2093	2720	23
contig_2094	1999	16
contig_2095	525	9
contig_2097	7597	38
contig_21	288	8
contig_210	949	118
contig_2100	3486	32
contig_2101	1066	31
contig_2102	3229	17
contig_2104	2365	19
contig_2106	3939	21
contig_2107	8979	59
contig_211	3103	29
contig_2110	2404	9
contig_2111	1567	17
contig_2112	1103	58
contig_2113	3132	31
contig_2114	3367	20
contig_2115	7809	9
contig_2116	1320	20
contig_2118	7109	33
contig_2119	2555	43
contig_212	2174	18
contig_2122	2621	21
contig_2123	2110	23
contig_2126	3897	68
contig_2128	4798	21
contig_2129	3138	60
contig_213	2367	5
contig_2130	1869	20
contig_2131	4585	26
contig_2132	5688	17
contig_2133	2330	15
contig_2134	3957	59
contig_2138	1862	50
contig_2139	4544	28
contig_2140	2290	30
contig_2141	2390	25
contig_2142	3195	44
contig_2143	217	40
contig_2144	1127	70
contig_2145	1230	21
contig_2146	5122	18
contig_2147	2992	17
contig_2148	2498	19
contig_2149	2607	8
contig_2150	6850	20
contig_2151	2404	17
contig_2152	2592	7
contig_2153	6677	36
contig_2154	2633	20
contig_2155	2540	9
contig_2156	1569	54
contig_2158	8103	19
contig_2159	784	39
contig_2160	597	13
contig_2161	747	6
contig_2162	4886	16
contig_2163	2229	12
contig_2164	1139	43
contig_2165	1088	27
contig_2166	1417	79
contig_2167	918	49
contig_2168	2410	29
contig_2169	937	13
contig_217	557	17
contig_2170	2649	10
contig_2171	2949	7
contig_2172	1644	20
contig_2173	2293	13
contig_2174	3177	15
contig_2175	1342	4
contig_2176	531	43
contig_2177	541	175
contig_2178	522	199
contig_2179	736	48
contig_218	3460	20
contig_2180	763	30
contig_2181	3176	12
contig_2182	1370	23
contig_2183	4628	17
contig_2184	3785	20
contig_2185	4700	16
contig_2186	2426	21
contig_2187	2807	60
contig_2188	1704	54
contig_2189	2253	23
contig_219	3898	21
contig_2190	4438	10
contig_2191	2980	15
contig_2193	3761	55
contig_2195	1633	12
contig_2196	1367	19
contig_2198	4223	20
contig_2199	2862	5
contig_220	5549	25
contig_2201	613	12
contig_2203	884	67
contig_2204	4600	39
contig_2205	2644	36
contig_2206	3083	11
contig_2207	2025	35
contig_2208	752	33
contig_2209	1645	48
contig_221	3075	5
contig_2210	2428	18
contig_2212	3194	20
contig_2213	2190	24
contig_2214	2441	25
contig_2215	2400	6
contig_2216	4796	17
contig_2217	4590	12
contig_2218	1615	51
contig_2219	1347	46
contig_222	1455	66
contig_2220	520	37
contig_2221	496	32
contig_2222	915	46
contig_2223	3707	19
contig_2224	3102	16
contig_2225	1604	18
contig_2226	1676	10
contig_2227	2094	13
contig_2228	3200	20
contig_2229	1658	48
contig_223	4208	61
contig_2230	2749	35
contig_2231	1006	52
contig_2232	1167	47
contig_2233	1762	19
contig_2234	4617	14
contig_2235	5016	19
contig_2236	6743	21
contig_2237	2638	11
contig_2238	2175	7
contig_2239	2985	16
contig_224	3176	16
contig_2240	4157	22
contig_2241	2134	14
contig_2242	6793	15
contig_2243	2321	32
contig_2248	1972	35
contig_225	571	108
contig_2250	5221	25
contig_2251	4587	36
contig_2252	1689	9
contig_2253	2548	31
contig_2254	3406	20
contig_2255	1388	19
contig_2256	6657	4
contig_2257	4121	22
contig_2258	2351	20
contig_2259	4163	25
contig_226	579	78
contig_2261	2093	19
contig_2264	4588	24
contig_2265	2531	20
contig_2266	2107	19
contig_2267	2164	18
contig_2268	1383	26
contig_2269	556	8
contig_2271	6920	16
contig_2272	6221	20
contig_2273	2198	11
contig_2274	2815	20
contig_2275	1593	16
contig_2276	679	17
contig_2277	612	7
contig_2278	3513	21
contig_2279	2679	14
contig_2280	2898	16
contig_2281	2279	16
contig_2282	2657	20
contig_2283	1272	20
contig_2284	628	172
contig_2285	561	9
contig_2286	743	24
contig_2287	717	19
contig_2288	1097	119
contig_2289	2259	40
contig_229	1968	23
contig_2290	2097	21
contig_2291	2081	34
contig_2292	6020	16
contig_2293	5274	15
contig_2294	2509	30
contig_2296	640	45
contig_2297	1324	67
contig_2298	574	40
contig_2299	1027	26
contig_230	763	15
contig_2300	2278	11
contig_2301	4554	8
contig_2303	1523	8
contig_2305	2683	29
contig_2306	2665	17
contig_2308	4734	13
contig_2309	6426	9
contig_2310	5267	21
contig_2311	2083	21
contig_2312	680	20
contig_2313	1067	58
contig_2314	3023	19
contig_2315	1620	6
contig_2316	4771	11
contig_2317	3735	7
contig_2318	4481	20
contig_2319	2744	19
contig_232	4371	29
contig_2320	1430	15
contig_2322	728	139
contig_2323	735	116
contig_2326	1251	12
contig_2327	4527	20
contig_2328	1005	83
contig_233	1446	17
contig_2330	1101	65
contig_2331	342	4
contig_2332	1295	34
contig_2333	665	9
