#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_3831	9452	73	N	N	7	*	*,3831,*
contig_4879	9451	25	N	N	2	*	*,4879,*
contig_1932	9400	14	N	N	3	*	*,1932,*
contig_2082	9377	45	N	N	3	*	*,2082,*
contig_6650	9360	20	N	N	4	*	*,6650,*
contig_4560	9353	23	N	N	4	*	*,4560,*
contig_2571	9317	31	N	N	4	*	*,2571,*
contig_4240	9223	8	N	N	2	*	*,4240,*
contig_4577	9192	19	N	N	3	*	*,4577,*
contig_4162	9157	12	N	N	2	*	*,4162,*
contig_5734	9119	8	N	N	2	*	*,5734,*
contig_1177	9105	102	N	N	11	*	*,1176,1177,-2722,2724,-2842,-2840,-2838,2839
contig_4922	9089	20	N	N	1	*	*,6787,4922,-6787,*
contig_6502	9088	21	N	Y	2	*	6502,*
contig_4542	9078	15	N	N	3	*	*,4542,*
contig_2761	9060	22	N	N	3	*	*,2761,*
contig_620	9054	17	N	N	3	*	*,620,*
contig_5816	9053	19	N	N	3	*	*,5816,*
contig_4516	9033	27	N	N	3	*	4513,4516,-4513,-4514,-4513,-4514
contig_1302	9002	57	N	N	5	*	*,1302,*
contig_3209	8990	19	N	N	3	*	*,3209,*
contig_4770	8984	83	N	N	13	*	*,4770,*
contig_5070	8977	20	N	N	5	*	*,5070,*
contig_335	8975	36	N	N	3	*	*,335,*
contig_2861	8973	30	N	N	4	*	*,4305,2861
contig_523	8961	20	N	N	3	*	*,523,*
contig_3465	8915	20	N	N	1	*	*,6585,3465,-6585,*
contig_3140	8880	20	N	N	4	*	*,3140,*
contig_2548	8877	83	N	N	10	*	-2546,-2545,-2547,2548,-4473,-4472
contig_2738	8853	8	N	N	2	*	*,2738,*
contig_1538	8817	33	N	N	6	*	*,1538,*
contig_73	8817	79	N	N	9	*	-3268,73,74
contig_1125	8812	25	N	N	2	*	*,1125
contig_832	8768	21	N	N	4	*	*,832,*
contig_3983	8690	14	N	N	3	*	*,3983,*
contig_1880	8670	17	N	N	2	*	*,1880,*
contig_5502	8670	36	N	N	5	*	*,5502,*
contig_3931	8659	41	N	N	5	*	*,3931,*
contig_718	8622	21	N	N	2	*	*,718,*
contig_932	8615	18	N	N	3	*	*,932,*
contig_81	8612	60	N	N	6	*	-5987,81,*
contig_4651	8599	8	N	N	2	*	*,4651,*
contig_6847	8599	6	Y	Y	3	*	6847
contig_5214	8593	14	N	N	3	*	*,5214,*
contig_4167	8582	41	N	N	5	*	*,4167,*
contig_3523	8554	20	N	Y	2	*	*,3523
contig_6543	8536	25	Y	N	2	*	6543
contig_2790	8534	21	N	N	3	*	*,2790,*
contig_1781	8528	20	N	N	4	*	*,1781,*
contig_5482	8521	20	N	N	5	*	5481,5482,-5481
contig_1503	8479	19	N	N	2	*	*,-1433,1503,1433,*
contig_610	8473	127	N	N	25	*	586,582,582,582,582,592,-600,582,-596,-595,-594,610,-609,-593,594
contig_6624	8473	20	N	N	3	*	*,6624,*
contig_4669	8440	7	N	Y	2	*	4669
contig_6430	8427	49	N	N	12	*	*,6430,*
contig_2382	8351	17	N	N	2	*	*,2382,*
contig_4160	8349	24	N	N	6	*	*,4160,*
contig_5791	8342	14	N	N	3	*	*,5791,*
contig_5672	8340	33	N	N	3	*	*,6894,5672,-6894,*
contig_6572	8335	26	N	N	5	*	*,6572,*
contig_3476	8332	25	Y	N	2	*	3476
contig_6792	8328	7	N	Y	3	*	*,6792
contig_1993	8322	16	N	N	2	*	*,1993,*
contig_3866	8296	26	N	N	2	*	*,3866,*
contig_6356	8266	19	N	N	3	*	*,6356,1619
contig_6719	8264	19	Y	N	4	*	6719
contig_4670	8250	24	N	N	3	*	*,4670,*
contig_5027	8234	39	N	N	4	*	*,5027,*
contig_3328	8220	24	Y	N	4	*	3328
contig_173	8195	20	N	N	2	*	*,-174,173,174,*
contig_1292	8186	39	N	N	4	*	*,1292,*
contig_6892	8181	9	Y	Y	4	*	6892
contig_4741	8165	19	N	N	3	*	*,4741,*
contig_3129	8163	30	N	N	3	*	3127,3129,-3125
contig_1810	8162	5	Y	Y	2	*	1810
contig_5211	8143	22	N	N	3	*	*,5211,*
contig_2058	8139	16	N	N	2	*	*,2058,*
contig_5050	8124	37	N	N	4	*	*,5050,*
contig_3708	8123	32	N	N	3	*	-3707,3708,3710,-3710,-3710
contig_5300	8116	21	N	N	3	*	*,5300,*
contig_5343	8103	20	N	N	4	*	*,5343,*
contig_2651	8100	184	N	N	46	*	*,2651,*
contig_3720	8089	49	N	N	5	*	*,3720,*
contig_4008	8079	25	N	N	2	*	*,4008,*
contig_4656	8072	19	N	N	4	*	*,4656,*
contig_3452	8071	26	N	N	6	*	*,3452,*
contig_5311	8060	16	N	Y	5	*	*,5311
contig_3004	8044	18	N	N	3	*	*,3004,*
contig_3611	8038	36	N	N	5	*	*,3611,*
contig_2713	8009	18	N	N	3	*	-2714,2713,-2714,-2712,2712,2714
contig_3501	8007	18	N	N	3	*	*,3501,*
contig_5040	8007	15	N	N	3	*	*,5040,*
contig_4806	7998	30	N	N	3	*	*,4806,*
contig_5944	7994	26	N	N	2	*	*,5944,*
contig_3495	7992	25	N	N	6	*	*,3495,*
contig_6772	7990	20	Y	N	2	*	6772
contig_3318	7972	6	Y	Y	3	*	3318
contig_5718	7965	3	N	N	1	*	*,5718,5719
contig_6419	7956	45	N	N	6	*	*,6419,*
contig_4287	7940	20	N	N	5	*	*,4287,*
contig_6264	7933	25	N	N	4	*	*,6264,*
contig_1938	7932	14	N	N	3	*	*,1938,*
contig_4264	7919	20	N	N	2	*	*,4264,*
contig_1065	7913	9	N	N	2	*	*,1065,*
contig_4289	7909	15	N	N	3	*	*,4289,*
contig_313	7904	35	N	N	3	*	*,313,*
contig_4722	7903	288	N	N	72	*	*,4722,*
contig_3973	7863	20	N	N	5	*	*,3973,*
contig_1408	7860	10	N	N	2	*	*,1408,*
contig_24	7855	16	N	N	2	*	*,24,*
contig_2343	7854	14	N	N	3	*	*,2343,*
contig_3751	7842	39	N	N	7	*	*,3751,*
contig_4565	7809	8	N	N	2	*	*,4565,*
contig_1281	7806	23	N	N	3	*	*,1281,*
contig_2800	7795	14	N	N	1	*	-2798,-2798,-2799,-2798,-2797,-2798,2800,2797,2798,2797,2797
contig_5495	7793	16	N	N	4	*	*,5495,*
contig_1551	7790	33	N	N	3	*	*,1551,*
contig_3785	7787	36	N	N	3	*	*,3785,*
contig_2848	7784	32	N	N	5	*	*,2848,*
contig_1553	7782	31	N	N	3	*	*,1553,*
contig_900	7778	20	N	N	2	*	899,-901,-899,900,899
contig_6484	7771	36	N	N	4	*	2593,6484,-2594,-2593
contig_1059	7769	5	Y	N	1	*	1059
contig_2728	7768	78	N	N	10	*	*,2727,2726,2727,2728,-2730,-2731,*
contig_992	7747	72	N	N	9	*	*,992,*
contig_332	7736	29	N	N	2	*	-327,-326,333,332,-333,325,327
contig_4561	7736	51	N	N	5	*	*,4561,*
contig_5933	7736	9	N	N	1	*	*,1924,5933,-1924,*
contig_1492	7726	114	N	N	13	*	1485,1487,1491,1492,*
contig_3377	7726	21	N	N	2	*	*,3377,*
contig_2538	7701	7	N	Y	1	*	*,2538
contig_6343	7696	86	N	N	10	*	1504,6343,1505,1506,1506,-1507,1507,-1506,-1506,-1505
contig_4594	7695	37	N	N	7	*	*,4594,*
contig_3835	7690	44	N	N	4	*	*,3835,*
contig_4277	7690	9	N	N	1	*	*,6706,4277,-6706,*
contig_6334	7683	19	N	N	3	*	*,6334,*
contig_988	7681	13	N	N	2	*	*,988,*
contig_6672	7673	28	N	N	3	*	*,-4039,6672,4039,4040,*
contig_3595	7646	24	N	N	4	*	*,3595,*
contig_2525	7639	18	N	N	2	*	*,2525,*
contig_266	7635	8	N	N	1	*	263,266,-263,259
contig_26	7622	28	N	Y	3	*	*,26
contig_3767	7592	21	N	N	5	*	*,3767,*
contig_4733	7582	27	N	N	2	*	-3182,3182,-3182,3182,4733,*
contig_6340	7574	18	Y	N	3	*	6340
contig_2929	7564	20	N	N	2	*	*,-2930,2929,2930,*
contig_3681	7553	21	N	N	1	*	*,3681,*
contig_3961	7545	17	N	N	2	*	*,3960,3961,-3960,*
contig_5175	7545	6	N	N	1	*	*,5175,*
contig_5844	7519	29	N	N	5	*	*,5844,*
contig_6079	7511	16	N	N	4	*	*,6079,*
contig_4384	7503	9	Y	Y	3	*	4384
contig_3329	7494	26	N	N	3	*	*,3329,*
contig_1818	7491	14	N	N	3	*	*,1818,*
contig_4487	7465	19	N	N	4	*	*,4487,*
contig_701	7465	32	N	N	2	*	-700,700,701,-703,*
contig_6207	7458	12	N	Y	4	*	*,6207
contig_6950	7453	24	N	N	2	*	5961,6950,-5962
contig_3019	7431	78	N	N	10	*	*,3019,*
contig_1139	7428	32	N	N	3	*	*,1139,*
contig_5044	7425	17	Y	N	4	*	5044
contig_2684	7410	39	N	N	4	*	*,2682,2684,2683,2683,*
contig_6394	7407	20	Y	N	2	*	6394
contig_4253	7393	16	N	N	4	*	*,4253,*
contig_5351	7382	20	N	N	5	*	*,5351,*
contig_3356	7380	100	N	N	14	*	*,3356,*
contig_2425	7377	63	N	N	7	*	-2424,2423,2424,2425,3375,*
contig_3442	7377	6	N	N	1	*	*,3442,*
contig_3874	7371	12	N	N	1	*	*,3874,*
contig_2108	7364	95	N	Y	12	*	2108,*
contig_4153	7347	26	N	N	2	*	*,4153,*
contig_2090	7316	20	N	N	2	*	*,2090,*
contig_383	7307	21	N	N	5	*	*,383,*
contig_496	7298	22	Y	N	3	*	496
contig_88	7276	14	N	N	2	*	*,88,*
contig_2573	7267	27	N	N	3	*	2572,-2572,2572,-2572,2572,-2572,2573,-2574,2574
contig_662	7267	17	N	N	3	*	*,662,*
contig_350	7265	23	N	N	2	*	*,350,*
contig_2191	7262	14	N	N	3	*	*,2191,*
contig_6435	7261	20	N	N	4	*	*,6435,*
contig_5592	7258	28	N	N	4	*	*,5592,*
contig_5122	7252	26	Y	N	3	*	5122
contig_1924	7250	20	N	Y	4	*	*,1924
contig_5526	7235	17	N	N	3	*	*,5526,*
contig_1247	7227	27	Y	N	3	*	1247
contig_5303	7216	48	N	N	9	*	*,5303,*
contig_5297	7213	46	N	N	7	*	*,5297,*
contig_4304	7212	45	N	N	7	*	*,4304,*
contig_2033	7196	23	N	N	2	*	*,2033,*
contig_949	7195	17	Y	N	1	*	949
contig_6671	7178	20	Y	N	4	*	6671
contig_3581	7162	19	N	N	4	*	*,3581,*
contig_1559	7124	31	N	N	6	*	*,1559,*
contig_6834	7113	21	N	N	3	*	6834,-5184,-5184
contig_751	7083	13	N	N	2	*	*,751,*
contig_5588	7082	17	N	N	4	*	*,5587,5588,-5587,*
contig_3941	7062	16	N	N	2	*	*,3941,*
contig_6067	7057	5	N	N	1	*	*,6963,6067,-6963,*
contig_4066	7047	34	N	N	5	*	*,4066,*
contig_4520	7047	18	N	N	4	*	*,4520,*
contig_6268	7045	20	Y	N	5	*	6268
contig_5691	7033	15	N	N	3	*	*,5691,*
contig_4276	7013	16	N	N	4	*	*,4276,*
contig_4199	7012	18	N	N	4	*	*,4199,*
contig_1599	6994	16	N	N	1	*	*,544,1599,-544,*
contig_3537	6977	17	N	N	4	*	*,3537,*
contig_4147	6970	13	N	N	2	*	*,4147,*
contig_2665	6967	22	N	N	3	*	2665,-2664,2663,-2663,2664
contig_3606	6967	21	N	N	2	*	*,6607,3606,-6607,*
contig_5749	6964	35	N	N	3	*	*,5749,*
contig_3718	6963	11	N	N	2	*	*,3718,*
contig_6840	6962	42	Y	N	4	*	6840
contig_5721	6958	20	N	N	4	*	*,5721,*
contig_1184	6949	15	N	N	3	*	*,1184,*
contig_4184	6946	24	N	N	3	*	*,4184,*
contig_1331	6921	17	N	N	3	*	*,1331,*
contig_4300	6917	23	N	N	3	*	*,4300,*
contig_4932	6908	20	N	N	5	*	*,4932,*
contig_6697	6906	20	Y	N	3	*	6697
contig_354	6905	30	N	N	2	*	*,354,*
contig_2110	6894	10	N	N	2	*	*,2110,*
contig_4748	6893	23	N	N	5	*	*,4748,*
contig_2989	6891	23	N	N	4	*	*,2989,*
contig_3410	6888	41	N	N	4	*	-3407,3402,3402,-3403,3403,-3402,-3402,-3406,-3405,3410,3412
contig_1703	6876	6	N	N	1	*	*,-6374,1703,6374,*
contig_3436	6876	68	N	N	17	*	*,3436,*
contig_5037	6872	12	N	N	3	*	*,5037,*
contig_5187	6864	46	N	N	6	*	*,5187,*
contig_3551	6853	36	N	N	4	*	*,3551,*
contig_5848	6852	17	N	N	4	*	*,5848,*
contig_6879	6849	20	Y	N	2	*	6879
contig_1443	6844	21	N	N	2	*	*,1443,*
contig_3972	6841	18	N	N	2	*	*,3972,*
contig_1613	6830	20	N	N	5	*	*,1613,*
contig_6181	6827	22	N	N	2	*	*,6181,*
contig_2636	6825	22	N	N	2	*	*,2636,*
contig_1344	6823	18	N	N	3	*	*,1344,*
contig_351	6813	20	N	N	4	*	*,351,*
contig_6414	6801	7	N	N	1	*	*,-2039,6414,2039,*
contig_5578	6798	12	N	N	3	*	*,5578,*
contig_4192	6787	42	N	N	7	*	*,4192,*
contig_3859	6779	19	Y	N	1	*	3859
contig_2359	6771	12	N	N	2	*	*,2359,*
contig_1752	6768	29	N	N	4	*	-1748,-1745,1749,1752,-1749,1748
contig_5969	6765	21	N	N	5	*	*,5969,*
contig_6201	6763	9	N	N	1	*	*,6201,*
contig_6810	6763	11	N	N	2	*	*,6810,5017
contig_3061	6753	21	N	N	1	*	*,3061,*
contig_5056	6747	21	N	N	3	*	*,5056,*
contig_6312	6740	15	N	N	3	*	*,6312,*
contig_309	6736	18	N	N	4	*	-306,309,306,307,310,-310,-307
contig_4720	6734	12	N	N	2	*	*,4720,*
contig_4400	6733	20	N	N	3	*	*,4398,4400,-4398,*
contig_6898	6725	15	N	Y	7	*	*,6898
contig_6916	6720	18	Y	N	4	*	6916
contig_1848	6719	24	N	N	3	*	1844,1847,1848,-1847,-1845,-1844,-1846
contig_3008	6712	18	N	N	4	*	*,3008,*
contig_5834	6708	24	N	N	4	*	*,5834,*
contig_6301	6702	24	N	N	3	*	*,6301,*
contig_1025	6698	23	N	N	2	*	1025
contig_6527	6675	22	N	N	4	*	*,6527,*
contig_3334	6674	21	N	N	5	*	*,3334,*
contig_4800	6669	21	N	N	3	*	*,4800,*
contig_1381	6665	13	N	N	3	*	*,1381,*
contig_2050	6663	11	Y	N	2	*	2050
contig_4401	6652	53	N	N	6	*	*,4401,*
contig_4886	6646	4	N	Y	2	*	*,4886
contig_4130	6643	45	N	N	4	*	*,4130,*
contig_4830	6638	30	N	Y	3	*	4830
contig_3969	6637	25	N	N	3	*	*,3969,*
contig_4925	6637	21	N	Y	2	*	4925
contig_6138	6621	25	N	N	2	*	*,6138,*
contig_6573	6620	27	Y	N	4	*	6573
contig_4325	6611	22	N	N	3	*	*,4325,*
contig_6524	6607	9	Y	Y	4	*	6524
contig_3659	6606	11	N	N	1	*	3660,3659,-3660
contig_413	6597	21	N	N	2	*	*,407,408,409,413,-409,-408,-407,-411,*
contig_91	6593	43	N	N	5	*	*,91,*
contig_2137	6592	24	N	N	3	*	5154,6427,2137,-6427,-5154
contig_6555	6592	22	Y	N	5	*	6555
contig_1865	6587	19	N	N	4	*	*,1865,*
contig_3023	6583	20	N	N	4	*	*,3023,*
contig_4860	6583	19	N	N	3	*	*,4860,*
contig_6871	6583	8	Y	N	2	*	6871
contig_552	6582	20	N	N	1	*	554,552,553
contig_2400	6577	39	N	N	9	*	*,2400,*
contig_4291	6577	23	N	N	4	*	*,4291,*
contig_301	6574	9	N	N	1	*	*,-6220,301,6220,6220,*
contig_1195	6559	309	N	N	44	*	*,1195,*
contig_6397	6553	21	Y	N	4	*	6397
contig_1019	6543	32	N	N	4	*	-1018,1017,-1015,1019,6535,-6535
contig_4311	6536	10	N	N	2	*	*,4311,*
contig_5468	6535	16	N	N	3	*	*,5468,*
contig_2491	6534	12	N	N	3	*	*,2491,*
contig_1037	6533	76	N	N	7	*	*,1037,*
contig_4007	6529	20	N	N	3	*	*,4007,*
contig_4236	6525	19	N	N	4	*	*,4236,*
contig_1751	6512	16	N	N	3	*	*,1751,*
contig_3343	6505	19	N	N	3	*	*,3343,*
contig_573	6504	16	N	N	3	*	*,571,573,-571,*
contig_3119	6499	16	N	N	1	*	*,-6542,3119,6542,*
contig_6012	6498	18	N	N	3	*	*,6012,*
contig_4641	6492	12	N	N	1	*	3536,4637,4638,4641,-4637,-4637,-4637
contig_611	6489	68	N	N	9	*	*,611,*
contig_2061	6486	16	N	N	2	*	*,-2062,-2062,2061,-2063,2063
contig_3462	6482	30	Y	Y	10	*	3462
contig_6842	6477	27	N	N	3	*	*,6842,*
contig_3616	6471	12	N	N	2	*	*,3616,*
contig_3789	6468	20	N	N	2	*	-3790,-421,422,3789,-3790,3790
contig_6485	6466	14	Y	N	2	*	6485
contig_5620	6458	19	N	N	3	*	*,5620,*
contig_131	6449	62	N	N	5	*	-127,131,*
contig_2123	6443	18	N	N	6	*	*,2123,*
contig_2944	6443	43	N	N	4	*	*,2944,*
contig_3368	6441	20	N	N	3	*	*,3368,*
contig_5467	6432	23	N	N	4	*	*,5467,*
contig_3097	6429	31	N	N	3	*	*,3097,*
contig_4436	6426	12	N	N	2	*	*,4436,*
contig_1972	6419	20	N	N	2	*	*,1972,*
contig_2693	6415	20	N	N	2	*	*,2693,*
contig_6941	6412	7	Y	Y	1	*	6941
contig_6612	6402	39	N	N	4	*	*,6612,*
contig_4745	6400	129	N	N	14	*	3547,-3547,4745,*
contig_3978	6399	22	N	N	3	*	*,3978,*
contig_336	6393	25	N	N	3	*	*,336,*
contig_1298	6388	10	N	N	2	*	1298,-1299,-1296,*
contig_856	6366	19	N	N	4	*	*,856,*
contig_6404	6363	64	N	N	8	*	*,6404,*
contig_984	6363	34	N	N	4	*	3200,984,-986,-987,987,986
contig_3139	6356	20	N	N	5	*	*,3139,*
contig_3081	6353	48	N	N	6	*	*,3081,*
contig_6627	6352	21	Y	N	3	*	6627
contig_1405	6349	22	N	N	4	*	*,1405,*
contig_2965	6344	25	N	N	6	*	*,2965,*
contig_2993	6344	7	N	N	1	*	2991,2993,-2991
contig_6836	6342	16	Y	N	3	*	6836
contig_3248	6341	23	N	N	1	*	*,6558,3248,6559,*
contig_2105	6336	65	N	N	8	*	*,2105,*
contig_4553	6318	20	N	N	3	*	4554,-4551,4553,4551
contig_3544	6317	20	N	N	1	*	*,3544,3545
contig_3628	6312	14	N	N	2	*	*,3628,*
contig_4928	6312	18	N	N	4	*	*,4928,*
contig_2310	6305	25	N	N	3	*	*,2310,*
contig_495	6304	10	N	N	2	*	*,495,*
contig_6302	6300	5	Y	Y	2	*	6302
contig_291	6293	21	N	N	5	*	*,291,*
contig_4444	6291	20	N	N	4	*	*,4444,*
contig_6433	6282	42	N	N	10	*	*,6433,*
contig_4265	6273	21	N	N	4	*	*,4265,*
contig_1425	6271	24	N	N	6	*	*,1425,*
contig_5804	6270	18	N	N	3	*	*,5804,*
contig_5270	6268	20	N	N	4	*	*,5270,*
contig_2565	6263	18	N	N	2	*	*,6482,2565,-6482,*
contig_6306	6258	25	N	Y	2	*	*,6306
contig_343	6257	15	N	N	3	*	*,343,*
contig_5669	6255	21	N	N	2	*	*,5669,*
contig_6224	6253	19	N	N	4	*	*,6224,*
contig_430	6252	34	N	N	4	*	*,429,430,-429,*
contig_3054	6248	23	N	N	4	*	*,3054,*
contig_2735	6244	10	N	N	2	*	*,-2734,2735,2734,*
contig_5516	6243	26	N	N	6	*	*,5516,*
contig_2047	6241	14	N	N	3	*	*,2047,*
contig_6227	6239	34	N	N	4	*	*,6227,*
contig_6523	6235	18	N	N	3	*	*,6523,*
contig_2387	6229	17	Y	N	4	*	2387
contig_4307	6228	28	N	N	7	*	*,4307,*
contig_6746	6224	25	N	N	3	*	3394,3397,3399,6746,4590,-4592,4591,-4590
contig_1911	6221	74	N	N	9	*	-1908,-1907,1907,1908,1911,1912,*
contig_6725	6218	24	N	N	2	*	-4439,6725,*
contig_1560	6217	14	N	N	2	*	1560,-6349,*
contig_2940	6216	28	N	N	3	*	-2939,2939,2940,2941,-2938,2938,-2941
contig_3027	6208	23	Y	N	2	*	3027
contig_3432	6207	39	N	N	6	*	*,3432,*
contig_1286	6190	14	N	N	2	*	*,1286,-3472
contig_2492	6184	20	N	N	5	*	*,2492,*
contig_2882	6183	31	N	N	2	*	*,-2881,2882,2881,*
contig_4143	6182	20	N	N	5	*	*,4143,*
contig_6352	6181	46	Y	N	6	*	6352
contig_2945	6176	18	Y	N	1	*	2945
contig_6249	6176	48	N	N	8	*	*,6249,*
contig_4285	6171	21	N	N	3	*	*,4285,*
contig_1038	6169	8	N	N	2	*	*,1038,*
contig_2670	6161	42	N	N	8	*	*,2670,*
contig_3459	6160	41	N	N	5	*	*,3459,*
contig_6132	6160	26	N	N	6	*	*,6132,*
contig_6027	6155	27	N	N	3	*	*,6027,*
contig_2656	6154	16	N	N	2	*	*,2656,*
contig_5694	6151	20	N	N	2	*	*,6898,5694,-6898,*
contig_3990	6139	20	N	N	2	*	3989,3990,3991,*
contig_6659	6139	64	N	N	5	*	*,6659,*
contig_4389	6137	20	N	N	4	*	*,4389,*
contig_522	6135	13	N	N	2	*	*,522,*
contig_6410	6130	15	Y	Y	7	*	6410
contig_342	6119	20	N	N	4	*	*,342,*
contig_322	6117	16	N	N	2	*	*,322,*
contig_4617	6116	15	N	N	3	*	*,4617,*
contig_6311	6114	62	N	N	6	*	*,6311,*
contig_403	6113	22	N	N	4	*	*,403,*
contig_692	6112	29	N	N	4	*	*,692,*
contig_5705	6105	24	N	N	3	*	*,5705,*
contig_2851	6104	41	Y	N	5	*	2851
contig_3280	6098	22	N	N	4	*	*,3280,*
contig_2014	6097	13	N	N	3	*	2014,-779,779
contig_4347	6097	20	N	N	2	*	*,4347,*
contig_4416	6091	43	N	N	5	*	*,4416,*
contig_1160	6087	13	N	N	3	*	*,1160,*
contig_1111	6084	29	N	N	3	*	*,-1112,1111,1112,*
contig_5212	6081	15	N	N	3	*	*,5212,*
contig_3096	6079	19	N	N	2	*	2737,3096,-2737
contig_3223	6079	53	N	N	7	*	*,3223,*
contig_3431	6075	15	N	N	2	*	*,3431,*
contig_4704	6075	20	N	N	5	*	*,4704,*
contig_2977	6073	18	N	N	3	*	2972,2977,-2972
contig_120	6072	15	N	N	1	*	*,6196,120,-6196,-6196,*
contig_1413	6062	53	Y	N	8	*	1413
contig_1639	6060	19	N	N	3	*	*,1639,*
contig_5150	6060	20	N	Y	10	*	*,5150,*
contig_3411	6059	21	N	N	2	*	*,3411,*
contig_6554	6045	12	Y	N	3	*	6554
contig_4310	6038	26	N	N	3	*	*,4310,*
contig_2159	6037	37	N	N	4	*	*,2159,*
contig_2085	6033	39	N	N	3	*	*,2085,*
contig_3430	6031	56	N	N	8	*	3430
contig_6322	6030	16	N	N	4	*	*,6322,*
contig_1109	6028	15	N	N	3	*	*,1109,*
contig_3724	6023	19	N	N	3	*	*,3724,*
contig_2187	6021	18	N	N	2	*	*,2187,*
contig_5901	6014	39	N	N	7	*	*,5901,*
contig_5168	6004	31	N	N	5	*	*,5168,*
contig_3992	6003	17	N	N	2	*	*,3992,*
contig_2801	6000	36	N	N	3	*	-2803,-2802,-6508,-2798,2801,2802,2803
contig_1732	5998	41	N	N	8	*	*,1732,*
contig_6796	5998	9	N	N	2	*	*,6796,*
contig_191	5996	21	N	N	3	*	*,6204,191,-6204,*
contig_1238	5993	16	N	N	1	*	*,6306,1238,-6306,*
contig_4299	5991	19	N	N	3	*	*,4299,*
contig_6956	5991	34	Y	N	3	*	6956
contig_4019	5989	15	N	N	3	*	*,4019,*
contig_1963	5988	15	N	N	3	*	*,1963,*
contig_1645	5987	72	N	N	7	*	*,1645,*
contig_792	5987	20	N	N	3	*	*,792,*
contig_5153	5984	20	N	N	4	*	*,5153,*
contig_4581	5980	23	N	N	5	*	*,4581,*
