#seq_name	length	coverage
contig_664	3127	6
contig_145	5335	323
contig_666	5237	3
contig_528	4961	51
contig_671	3384	8
contig_673	2417	3
contig_660	3629	3
contig_672	1885	31
contig_670	6743	1
contig_667	2858	11
contig_657	2743	96
contig_556	4559	87
contig_656	1273	462
contig_665	2617	86
contig_650	3275	214
contig_636	3681	534
contig_639	8859	9
contig_56	3630	784
contig_669	2778	6
contig_621	3870	172
contig_110	6372	66
