#seq_name	length	coverage
contig_1131	6921	24
contig_1132	7342	113
contig_1133	2032	43
contig_1134	725	41
contig_1135	580	40
contig_1136	4451	20
contig_1137	1695	21
contig_1138	1243	87
contig_1139	1147	55
contig_114	2526	14
contig_1140	1766	15
contig_1141	5154	22
contig_1142	8039	23
contig_1143	3472	6
contig_1144	2460	16
contig_1145	3141	38
contig_1146	2043	20
contig_1147	2227	19
contig_1148	2948	6
contig_1149	1395	9
contig_115	1605	17
contig_1150	2849	20
contig_1151	4891	20
contig_1152	1708	19
contig_1153	2827	16
contig_1154	2638	47
contig_1155	1716	18
contig_1156	3220	31
contig_1157	2457	9
contig_1158	1881	16
contig_1160	508	14
contig_1162	2136	35
contig_1164	1459	11
contig_1165	4144	20
contig_1166	8346	23
contig_1167	5070	7
contig_1168	3137	16
contig_1169	3600	19
contig_117	910	20
contig_1170	2337	47
contig_1171	1703	17
contig_1172	2347	16
contig_1173	3862	20
contig_1174	3332	50
contig_1175	1889	20
contig_1176	6179	34
contig_1177	1380	26
contig_1178	2738	51
contig_1179	842	10
contig_1180	6220	28
contig_1181	2346	20
contig_1182	1501	19
contig_1183	3443	11
contig_1184	2489	29
contig_1185	3151	26
contig_1186	4249	20
contig_1187	4022	15
contig_1188	2069	19
contig_1189	3328	51
contig_1190	5978	30
contig_1192	1582	6
contig_1193	1992	43
contig_1194	791	14
contig_1195	1308	19
contig_1196	2639	20
contig_1197	3807	12
contig_1198	4117	26
contig_1199	2888	33
contig_12	443	5
contig_1202	1464	19
contig_1204	917	14
contig_1206	7237	90
contig_1207	1146	5
contig_1208	3688	45
contig_121	5399	20
contig_1214	1958	13
contig_1217	1118	8
contig_1219	2562	12
contig_122	2394	22
contig_1220	1881	29
contig_1221	1057	21
contig_1224	1550	41
contig_1225	5503	19
contig_1226	2004	405
contig_1227	3688	31
contig_1228	2139	19
contig_1229	2774	20
contig_123	1880	19
contig_1230	2178	6
contig_1231	2238	38
contig_1232	3726	12
contig_1233	1621	84
contig_1234	1573	34
contig_1235	2326	21
contig_1236	5084	16
contig_1237	512	43
contig_1238	4603	16
contig_1239	1283	18
contig_124	2622	10
contig_1240	2769	18
contig_1241	2303	17
contig_1244	8330	19
contig_1245	1388	11
contig_1246	4966	16
contig_1247	1831	10
contig_1248	3916	71
contig_125	3376	18
contig_1250	3470	8
contig_1251	5181	31
contig_1252	3379	18
contig_1253	5534	20
contig_1257	5882	21
contig_1258	4053	54
contig_1259	3056	17
contig_1260	1232	59
contig_1261	2737	24
contig_1262	2216	11
contig_1263	1788	17
contig_1264	4831	21
contig_1265	801	40
contig_1266	512	50
contig_1267	605	20
contig_1268	1894	40
contig_1269	1929	77
contig_127	1846	67
contig_1270	2605	56
contig_1271	4200	23
contig_1272	5938	28
contig_1273	2200	19
contig_1274	2892	12
contig_1275	894	12
contig_1277	7060	18
contig_1278	889	41
contig_128	1121	37
contig_1280	5817	18
contig_1282	4438	23
contig_1283	1799	13
contig_1284	5433	19
contig_1285	2169	20
contig_1286	2689	20
contig_1287	3459	66
contig_1289	1621	50
contig_129	662	20
contig_1290	977	10
contig_1291	2083	25
contig_1292	11030	26
contig_1293	1120	4
contig_1294	1470	12
contig_1295	8589	56
contig_1296	3046	17
contig_1297	581	41
contig_1298	4604	12
contig_13	5262	16
contig_1300	5442	19
contig_1301	1626	43
contig_1302	438	14
contig_1303	1014	81
contig_1304	1075	7
contig_1305	1089	37
contig_1306	1138	42
contig_1307	3604	23
contig_1308	1462	15
contig_1309	2638	10
contig_1310	5104	11
contig_1313	3411	14
contig_1314	3078	19
contig_1315	2549	25
contig_1316	2315	47
contig_1317	2938	10
contig_1318	2190	12
contig_1319	2313	14
contig_1320	1586	37
contig_1321	3863	21
contig_1322	2321	26
contig_1323	4492	34
contig_1324	2460	11
contig_1325	2665	32
contig_1326	4720	63
contig_1327	2769	20
contig_1328	4835	20
contig_1329	603	115
contig_1330	626	24
contig_1331	550	84
contig_1332	8674	33
contig_1333	1675	96
contig_1334	1904	21
contig_1335	801	11
contig_1338	5222	26
contig_1339	1836	20
contig_134	590	4
contig_1341	1277	23
contig_1342	911	10
contig_1343	1277	12
contig_1344	2266	8
contig_1345	1654	40
contig_1348	1173	32
contig_1349	1349	20
contig_135	6440	52
contig_1350	4776	26
contig_1351	4974	16
contig_1353	3696	34
contig_1354	1501	20
contig_1355	3014	26
contig_1357	538	10
contig_1358	3732	29
contig_136	3395	22
contig_1362	5008	14
contig_1363	2119	14
contig_1364	2607	9
contig_1365	4335	18
contig_1366	2715	20
contig_1367	6648	20
contig_1368	5370	8
contig_1369	3870	9
contig_137	1115	14
contig_1370	7387	20
contig_1371	2571	20
contig_1372	2518	19
contig_1374	1850	20
contig_1375	2460	27
contig_1376	3268	99
contig_1377	1009	109
contig_1380	1191	54
contig_1381	2305	13
contig_1382	11448	11
contig_1383	1035	7
contig_1384	6859	11
contig_1386	1874	20
contig_1388	4479	24
contig_1389	4074	12
contig_139	4395	20
contig_1390	4661	19
contig_1391	2495	7
contig_1392	4547	21
contig_1393	7417	19
contig_1394	1299	6
contig_1395	6606	22
contig_1396	2782	29
contig_1397	2340	20
contig_1398	1841	12
contig_1399	3741	21
contig_14	544	14
contig_140	4592	16
contig_1400	4060	19
contig_1404	8563	19
contig_1405	4011	34
contig_1406	2291	38
contig_1407	2203	7
contig_1409	4769	17
contig_141	4951	60
contig_1410	2014	33
contig_1411	2295	9
contig_1412	7185	20
contig_1413	2655	15
contig_1414	3397	42
contig_1416	4523	12
contig_1417	3329	18
contig_1418	1204	27
contig_1419	3249	23
contig_142	1624	26
contig_1420	1256	15
contig_1421	1015	9
contig_1423	3198	91
contig_1424	522	26
contig_1425	617	43
contig_1426	1442	49
contig_1427	985	25
contig_1428	2516	14
contig_1429	2534	11
contig_143	3342	76
contig_1430	1340	33
contig_1431	1328	8
contig_1432	3519	5
contig_1433	575	13
contig_1434	1855	22
contig_1435	3121	20
contig_1436	5546	21
contig_1437	3064	22
contig_1438	1354	42
contig_144	3886	24
contig_1440	4938	18
contig_1441	2130	10
contig_1442	1626	11
contig_1444	3500	26
contig_1445	4121	44
contig_1447	3842	25
contig_1448	2496	18
contig_1449	1793	19
contig_145	4290	23
contig_1450	702	15
contig_1451	5157	7
contig_1452	2697	26
contig_1453	2493	16
contig_1454	5427	8
contig_1455	3999	20
contig_1456	2164	45
contig_1457	1886	18
contig_1459	3891	12
contig_146	5557	6
contig_1460	7642	25
contig_1461	2592	28
contig_1462	2513	12
contig_1464	6010	21
contig_1465	3402	32
contig_1466	1020	13
contig_1467	1037	53
contig_1468	6137	26
contig_147	2611	18
contig_1473	4686	19
contig_1474	482	4
contig_1475	1845	19
contig_1476	606	5
contig_1477	2364	19
contig_1478	1533	19
contig_1479	6311	20
contig_148	899	27
contig_1480	6017	34
contig_1481	5624	9
contig_1482	2585	26
contig_1483	4461	20
contig_1484	1293	10
contig_1485	3735	7
contig_1486	6426	33
contig_1487	1270	6
contig_1488	867	8
contig_1489	2520	27
contig_149	1007	19
contig_1490	1017	39
contig_1491	5264	232
contig_1492	2538	400
contig_1493	2073	174
contig_1494	2705	23
contig_1495	2916	21
contig_1496	2441	16
contig_1497	2153	5
contig_1498	7653	42
contig_1499	4437	23
contig_15	2434	34
contig_150	417	4
contig_1500	3400	21
contig_1501	2953	39
contig_1503	2229	21
contig_1504	2023	39
contig_1505	2537	24
contig_1506	2981	16
contig_1507	4683	22
contig_1508	969	12
contig_1509	3595	12
contig_151	1060	49
contig_1510	1481	32
contig_1511	1090	12
contig_1512	5051	10
contig_1513	4111	11
contig_1514	981	21
contig_1515	1224	42
contig_1516	818	4
contig_1517	2712	20
contig_1518	4727	19
contig_1519	3761	666
contig_152	2311	54
contig_1520	2376	15
contig_1521	1101	38
contig_1522	594	24
contig_1523	595	25
contig_1524	1458	4
contig_1525	5359	21
contig_1526	5045	27
contig_1527	4628	8
contig_1528	3206	22
contig_1530	1752	16
contig_1531	2857	26
contig_1534	1208	29
contig_1535	2302	44
contig_1536	2920	7
contig_1537	4289	16
contig_1538	2278	9
contig_154	2434	25
contig_1540	2190	20
contig_1541	1630	25
contig_1542	660	86
contig_1543	963	16
contig_1544	4604	27
contig_1545	1833	20
contig_1546	8573	40
contig_155	1884	21
contig_1551	9717	57
contig_1552	1648	20
contig_1553	4050	12
contig_1554	2368	18
contig_1555	1741	13
contig_1556	2329	45
contig_1557	3978	36
contig_1558	995	70
contig_1559	2197	61
contig_156	2132	17
contig_1560	2149	22
contig_1561	1949	22
contig_1563	7891	21
contig_1565	2185	7
contig_1567	120	3
contig_1568	1025	20
contig_1569	3312	20
contig_157	2822	26
contig_1570	5517	31
contig_1571	3191	17
contig_1572	2223	10
contig_1573	3152	60
contig_1574	4327	20
contig_1575	1064	43
contig_1576	1972	10
contig_1577	2308	25
contig_1578	2149	18
contig_1579	1222	35
contig_158	1650	18
contig_1580	4305	22
contig_1581	3798	11
contig_1582	2406	16
contig_1583	2852	14
contig_1585	1593	107
contig_1586	6103	18
contig_1587	6585	13
contig_1588	9288	18
contig_159	2099	13
contig_1590	2900	6
contig_1591	1395	11
contig_1592	4420	25
contig_1593	4829	52
contig_1594	2480	11
contig_1595	2628	13
contig_1596	2588	38
contig_1597	2662	21
contig_1598	8075	16
contig_1599	2973	17
contig_16	18292	96
contig_160	2222	19
contig_1600	3151	9
contig_1601	1349	20
contig_1602	2430	20
contig_1603	1880	14
contig_1604	2519	14
contig_1605	1189	48
contig_1606	1703	19
contig_1607	3184	17
contig_1608	2276	83
contig_1609	2085	7
contig_161	1031	20
contig_1610	1220	30
contig_1611	2714	5
contig_1612	2098	25
contig_1613	3715	15
contig_1614	4219	18
contig_1615	2261	16
contig_1616	4120	13
contig_1617	2985	20
contig_1618	4400	14
contig_1619	3223	18
contig_162	307	6
contig_1620	1492	225
contig_1621	1165	33
contig_1622	3112	39
contig_1623	1099	105
contig_1624	5959	20
contig_1625	626	18
contig_1627	1624	16
contig_1628	5160	20
contig_1629	5445	19
contig_163	2297	7
contig_1630	2560	16
contig_1631	543	18
contig_1632	1171	123
contig_1633	1639	97
contig_1634	7081	20
contig_1635	2346	22
contig_1636	6760	17
contig_1637	2430	38
contig_1638	2227	21
contig_1639	3311	17
contig_164	2666	6
contig_1640	2217	145
contig_1641	2496	26
contig_1642	1500	15
contig_1643	2669	16
contig_1644	578	16
contig_1645	3023	20
contig_1647	2297	5
contig_1648	1137	10
contig_1649	1053	20
contig_165	1991	15
contig_1650	4062	28
contig_1651	2509	18
contig_1652	3892	15
contig_1653	1070	219
contig_1654	3931	41
contig_1655	4469	10
contig_1656	2341	15
contig_1657	1548	68
contig_1658	6675	31
contig_166	3969	49
contig_1660	5299	3
contig_1661	4785	56
contig_1662	3157	15
contig_1663	4805	11
contig_1664	2625	20
contig_1665	4052	21
contig_1666	5570	13
contig_1667	3128	11
contig_1668	2392	22
contig_1669	7461	49
contig_167	1001	53
contig_1670	2476	15
contig_1671	1886	17
contig_1672	2792	14
contig_1673	616	3
contig_1674	465	3
contig_1675	676	6
contig_1676	1878	99
contig_1677	1465	65
contig_1678	5319	32
contig_1679	3330	20
contig_168	1716	20
contig_1680	4740	79
contig_1681	660	33
contig_1682	547	148
contig_1684	2594	101
contig_1685	2457	21
contig_1686	960	84
contig_1687	545	17
contig_1688	2486	42
contig_1689	1070	13
contig_169	3549	21
contig_1690	1914	14
contig_1691	1913	19
contig_1692	2871	48
contig_1693	1278	4
contig_1694	2938	7
contig_1695	2701	10
contig_1696	3698	10
contig_1697	5480	22
contig_1698	4808	19
contig_1699	4454	8
contig_170	4581	19
contig_1701	721	38
contig_1702	2379	23
contig_1703	1223	7
contig_1704	1943	7
contig_1705	6457	15
contig_1706	3676	85
contig_1707	1755	16
contig_1708	367	3
contig_1709	2632	40
contig_1710	3096	12
contig_1711	2216	28
contig_1712	5913	37
contig_1713	2431	23
contig_1714	6123	45
contig_1715	1177	42
contig_1716	5293	18
contig_1717	2324	46
contig_1718	2724	21
contig_1719	3097	13
contig_172	5448	20
contig_1720	3151	18
contig_1721	2992	12
contig_1722	1261	37
contig_1723	3223	13
contig_1725	1646	58
contig_1726	2111	35
contig_1727	4750	19
contig_1728	2069	8
contig_1729	2567	26
contig_173	1848	21
contig_1730	3731	29
contig_1731	2765	21
contig_1734	3093	12
contig_1735	2245	12
contig_1736	2265	29
contig_1738	5357	48
contig_174	4986	20
contig_1741	2615	18
contig_1742	3290	20
contig_1743	3801	15
contig_1744	2426	21
contig_1745	2282	10
contig_1746	2149	12
contig_1749	527	5
contig_175	3936	52
contig_1750	794	363
contig_1751	751	25
contig_1753	1831	20
contig_1754	1460	19
contig_1755	565	70
contig_1756	565	140
contig_1757	565	133
contig_1758	566	120
contig_1759	962	34
contig_176	2342	20
contig_1760	1010	64
contig_1761	436	11
contig_1762	526	90
contig_1764	2475	52
contig_1765	3058	29
contig_1766	2222	11
contig_1767	3778	15
contig_1768	2431	18
contig_1769	1779	13
contig_1770	2272	18
contig_1771	2899	13
contig_1772	1365	142
contig_1773	4246	12
contig_1774	1918	81
contig_1775	817	127
contig_1776	2217	37
contig_1777	2418	37
contig_1778	3134	9
contig_1779	2802	11
contig_178	3117	31
contig_1782	2485	69
contig_1784	2167	89
contig_1785	2054	8
contig_1786	4186	27
contig_1787	4986	17
contig_1788	6886	9
contig_1789	2608	21
contig_179	3029	40
contig_1790	2461	27
contig_1791	1380	52
contig_1793	4804	18
contig_1794	3049	15
contig_1796	3830	25
contig_1797	1279	49
contig_1798	700	125
contig_1799	2919	40
contig_180	2933	30
contig_1800	2563	17
contig_1801	6030	30
contig_1802	1225	79
contig_1803	2808	17
contig_1804	2839	16
contig_1805	2968	10
contig_1806	1173	11
contig_1807	751	92
contig_1808	4927	39
contig_181	2638	16
contig_1810	1257	16
contig_1811	2333	4
contig_1812	5401	20
contig_1815	2100	14
contig_1816	1067	17
contig_1817	2315	22
contig_1818	1266	9
contig_1819	1646	11
contig_182	2846	12
contig_1820	5174	40
contig_1821	5200	24
contig_1822	2327	13
contig_1823	3789	25
contig_1824	4382	33
contig_1825	2952	16
contig_1827	3136	13
contig_1828	1456	66
contig_1829	1659	17
contig_183	2698	47
contig_1830	2776	21
contig_1831	2177	19
contig_1832	3164	18
contig_1833	2525	21
contig_1834	2794	25
contig_1835	1016	530
contig_1836	1360	867
contig_1837	1310	6
contig_1838	4569	33
contig_1839	1832	14
contig_1840	7158	19
contig_1841	1885	25
contig_1842	3077	17
contig_1843	2942	95
contig_1844	2636	36
contig_1845	2990	29
contig_1846	2370	23
contig_1847	8021	20
contig_1848	2225	12
contig_1849	2351	14
contig_185	1744	20
contig_1850	4540	16
contig_1851	4944	41
contig_1852	3483	45
contig_1853	4866	18
contig_1854	3802	16
contig_1855	1528	28
contig_1856	3450	9
contig_1857	3236	26
contig_1858	531	25
contig_1859	1121	19
contig_186	4910	20
contig_1860	3057	15
contig_1861	2604	54
contig_1862	6186	12
contig_1863	7885	16
contig_1864	1314	52
contig_1865	471	53
contig_1866	1909	51
contig_1867	575	4
contig_1868	2515	98
contig_1869	4533	21
contig_187	512	73
contig_1870	1400	21
contig_1871	6107	19
contig_1872	2663	29
contig_1873	2348	28
contig_1874	1697	12
contig_1875	2589	16
contig_1876	1328	18
contig_1877	2694	53
contig_1879	2272	21
contig_188	1635	61
contig_1880	2259	19
contig_1881	1070	18
contig_1882	7422	29
contig_1885	2461	17
contig_1886	2935	24
contig_1887	2442	45
contig_1888	1100	19
contig_1889	6802	60
contig_189	571	59
contig_1890	3272	17
contig_1891	1684	4
contig_1892	2411	7
contig_1893	5676	17
contig_1894	4675	18
contig_1895	1076	9
contig_1896	4421	38
contig_1897	2692	10
contig_1898	3733	46
contig_1899	2664	22
contig_190	572	22
contig_1900	3117	26
contig_1901	6274	17
contig_1902	1649	11
contig_1903	1042	46
contig_1904	5597	43
contig_1905	2535	23
contig_1906	4352	29
contig_1907	555	87
contig_1908	620	123
contig_1909	746	11
contig_191	4672	54
contig_1910	2272	22
contig_1913	1967	5
contig_1914	4656	19
contig_1915	3215	20
contig_1918	5236	14
contig_1919	2774	12
contig_192	1969	11
contig_1920	1559	15
contig_1921	3683	18
contig_1922	4030	28
contig_1923	2916	18
contig_1924	2458	24
contig_1925	3650	15
contig_1926	1680	20
contig_1928	5365	52
contig_1929	1634	17
contig_1931	3979	30
contig_1932	2083	19
contig_1933	3733	13
contig_1934	6985	64
contig_1935	1109	19
contig_1936	3076	37
contig_1937	3635	27
contig_1938	666	3
contig_1939	1710	18
contig_194	513	84
contig_1940	2507	7
contig_1941	7999	12
contig_1942	1563	11
contig_1943	1016	7
contig_1944	5733	18
contig_1945	1708	14
contig_1946	2256	14
contig_1949	9862	28
contig_195	702	19
contig_1950	1147	36
contig_1951	2869	22
contig_1952	1569	20
contig_1953	1417	18
contig_1954	4285	10
contig_1955	942	114
contig_1956	407	85
contig_1957	426	129
contig_1958	1722	79
contig_196	726	131
contig_1960	9618	20
contig_1961	1909	20
contig_1963	5621	19
contig_1964	2922	13
contig_1965	3349	25
contig_1966	3034	6
contig_1968	2131	17
contig_1969	2095	17
contig_197	550	93
contig_1970	2577	11
contig_1971	2035	26
contig_1972	1305	40
contig_1973	4083	20
contig_1974	3957	19
contig_1975	2352	21
contig_1976	2484	18
contig_1977	8945	87
contig_1978	1888	15
contig_1979	1065	7
contig_198	1068	36
contig_1980	1484	22
contig_1981	3107	3
contig_1984	1912	15
contig_1985	4394	20
contig_1986	1896	16
contig_1987	2795	13
contig_1988	5297	20
contig_1989	3240	19
contig_199	1467	6
contig_1990	1616	20
contig_1991	4760	16
contig_1992	4062	18
contig_1993	1756	19
contig_1994	3146	12
contig_1995	1450	20
contig_1997	2739	22
contig_1998	7809	9
contig_1999	3120	16
contig_2	1885	12
contig_20	713	104
contig_200	1882	15
contig_2002	4074	13
contig_2003	1259	19
contig_2004	1966	8
contig_2005	1471	20
contig_2006	7780	75
contig_2007	1672	30
contig_2008	715	20
contig_2009	2686	36
contig_201	4271	29
contig_2010	3041	28
contig_2011	872	29
contig_2012	3968	41
contig_2013	2308	12
contig_2014	3418	39
contig_2015	3482	20
contig_2016	2687	24
contig_2017	1888	11
contig_2019	4911	35
contig_202	1970	18
contig_2020	1176	69
contig_2022	3083	30
contig_2023	2570	11
contig_2024	3430	24
contig_2025	2567	25
contig_2026	3551	20
contig_2027	647	6
contig_2029	4162	15
contig_203	2047	34
contig_2030	1857	23
contig_2033	6212	166
contig_2034	2258	34
contig_2035	2197	26
contig_2036	2627	24
contig_2037	3448	19
contig_2038	2683	29
contig_2039	1212	29
contig_204	5319	46
contig_2040	1616	8
contig_2041	3226	14
contig_2042	1196	23
contig_2043	5364	29
contig_2044	1963	10
contig_2045	3407	18
contig_2046	1225	56
contig_2047	1075	81
contig_2048	1753	19
contig_2049	3318	17
contig_205	7169	20
contig_2050	6628	20
contig_2051	1758	32
contig_2052	4339	11
contig_2053	4705	20
contig_2054	1467	9
contig_2055	2624	20
contig_2056	1164	73
contig_2057	1225	61
contig_2058	2145	21
contig_2059	2628	19
contig_206	1252	18
contig_2060	1317	11
contig_2061	4553	16
contig_2063	2517	20
contig_2064	565	32
contig_2065	4493	16
contig_2066	2455	13
contig_2067	1435	5
contig_2068	1737	41
contig_2069	1007	8
contig_207	570	20
contig_2070	6602	40
contig_2071	2491	13
contig_2072	2703	15
contig_2073	2766	6
contig_2074	2084	13
contig_2075	2254	10
contig_2076	3343	8
contig_2078	3063	15
contig_2079	8886	29
contig_208	2304	55
contig_2080	4021	20
contig_2081	2706	21
contig_2082	1588	53
contig_2083	3272	21
contig_2084	3285	15
contig_2085	3326	10
contig_2086	2252	213
contig_2087	2405	10
contig_2088	3383	11
contig_2089	7191	14
contig_2090	2098	21
contig_2091	3246	8
contig_2092	3120	13
contig_2093	1340	4
contig_2094	5986	45
contig_2095	754	19
contig_2096	1170	152
contig_2097	830	17
contig_2098	2592	7
contig_2099	2584	6
contig_21	5463	85
contig_2100	4844	20
contig_2101	2254	21
contig_2102	5141	23
contig_2103	1268	8
contig_2104	1621	14
contig_2105	664	37
contig_2107	1457	77
contig_2108	4716	30
contig_2112	3203	15
contig_2113	2122	23
contig_2114	1296	39
contig_2115	7407	31
contig_2116	3087	18
contig_2117	2316	28
contig_2118	5192	18
contig_2119	1800	31
contig_212	4370	19
contig_2120	3240	68
contig_2121	5910	26
contig_2122	2464	5
contig_2123	4203	33
contig_2124	1640	18
contig_2125	811	5
contig_2126	1161	24
contig_2127	1103	42
contig_2128	3230	20
contig_2129	4050	18
contig_213	663	38
contig_2130	977	30
contig_2131	2941	20
contig_2132	567	51
contig_2133	2410	27
contig_2135	3432	16
contig_2136	1116	162
contig_2137	3186	33
contig_2138	2381	17
contig_2139	4203	14
contig_214	3225	21
contig_2140	1977	11
contig_2141	1701	26
contig_2142	1700	20
contig_2143	2130	65
contig_2144	2749	62
contig_2145	2512	22
contig_2148	1342	83
contig_2149	2609	28
contig_215	833	37
contig_2150	4626	73
contig_2151	1496	17
contig_2152	1909	170
contig_2153	3671	20
contig_2154	3331	11
contig_2155	5210	19
contig_2156	2218	16
contig_2157	740	12
contig_2158	1578	33
contig_2159	1266	4
contig_2160	1895	23
contig_2162	2571	31
contig_2163	1476	19
contig_2164	1389	11
contig_2165	4006	21
contig_2166	1747	98
contig_2168	7698	32
contig_2169	2478	12
contig_2170	3227	9
contig_2171	3458	834
contig_2172	4398	88
contig_2173	2895	20
contig_2174	1123	23
contig_2175	2254	47
contig_2176	1167	11
contig_2177	3304	13
contig_2179	3382	17
contig_2180	2378	23
contig_2181	656	124
contig_2182	3773	59
contig_2183	2408	50
contig_2184	3638	19
contig_2185	9474	18
contig_2186	1646	20
contig_2187	2602	18
contig_2188	2807	54
contig_2189	2508	20
contig_219	630	7
contig_2190	13555	38
contig_2191	1880	18
contig_2192	4787	8
contig_2193	5054	15
contig_2194	2551	12
contig_2195	8189	82
contig_2196	4032	67
contig_2197	2579	31
contig_2198	7364	12
contig_2199	2742	28
contig_22	2960	46
contig_220	933	56
contig_2200	1616	21
contig_2201	2340	13
contig_2202	3939	16
contig_2203	2107	18
contig_2204	10314	16
contig_2206	3430	35
contig_2207	3525	26
contig_2208	2294	54
contig_2209	3565	10
contig_2210	2687	24
contig_2211	4634	44
contig_2212	2935	20
contig_2213	1459	8
contig_2214	554	14
contig_2215	838	10
contig_2216	7403	21
contig_2217	2638	16
contig_2218	2460	10
contig_2222	4164	12
contig_2223	4531	20
contig_2224	3075	21
contig_2225	703	18
contig_2226	1325	31
contig_2227	1947	19
contig_2228	4786	17
contig_2229	2613	7
contig_2230	675	31
contig_2231	559	28
contig_2232	765	8
contig_2233	1084	26
contig_2234	551	46
contig_2235	846	16
contig_2236	444	19
contig_2237	1687	55
contig_2238	3454	17
contig_2239	1898	17
contig_2240	2241	42
contig_2241	4423	22
contig_2242	3120	23
contig_2243	3587	17
contig_2244	3373	23
contig_2245	1135	48
contig_2246	3440	15
contig_2249	1009	11
contig_225	783	43
contig_2251	1735	11
contig_2252	3569	11
contig_2253	2725	15
contig_2254	2731	23
contig_2255	3351	22
contig_2256	3932	22
contig_2257	2454	21
contig_2258	4003	20
contig_2259	1466	33
contig_2260	3232	22
contig_2261	2907	14
contig_2262	2270	19
contig_2263	3722	26
contig_2264	9389	27
contig_2265	1733	23
contig_2266	1276	16
contig_2267	3693	29
contig_2268	2394	20
contig_2269	1218	5
contig_2270	6506	20
contig_2271	1246	16
contig_2272	3859	19
contig_2273	2398	11
contig_2274	2170	18
contig_2275	1346	15
contig_2276	1254	18
contig_2277	5422	19
contig_2278	636	113
contig_2281	5796	19
contig_2282	3797	20
contig_2283	5209	52
contig_2284	2400	6
contig_2285	3033	23
contig_2286	7725	20
contig_2287	3372	31
contig_2288	2221	17
contig_2289	2431	20
contig_2290	2846	17
contig_2291	8080	23
contig_2292	3590	17
contig_2293	3007	10
contig_2294	2337	12
contig_2295	2389	11
contig_2296	1580	12
contig_2297	2622	21
contig_2298	2005	37
contig_2299	3721	20
contig_2301	1608	5
contig_2302	2061	21
contig_2303	2203	25
contig_2304	2702	10
contig_2305	3587	20
contig_2306	7354	21
contig_2307	3511	72
contig_2308	2369	29
contig_2309	1082	9
contig_2310	2380	24
contig_2311	3867	23
contig_2312	3607	11
contig_2313	3339	34
contig_2314	2552	10
contig_2318	3097	23
contig_2319	2429	15
contig_232	1830	93
contig_2320	2510	6
contig_2322	571	11
contig_2324	600	33
contig_2325	1092	118
contig_2326	579	41
contig_2327	350	6
contig_2329	1958	122
contig_233	1429	94
contig_2330	2252	10
contig_2331	4663	476
contig_2333	797	109
contig_2334	2945	29
contig_2335	1826	22
contig_2336	2070	14
contig_2337	2853	44
contig_2338	1541	8
contig_2339	1387	20
contig_234	3474	77
contig_2340	1523	34
contig_2343	4319	26
contig_2344	4664	35
contig_2346	2395	12
contig_2347	2471	18
contig_2349	3479	60
contig_235	1115	31
contig_2350	3553	45
