#seq_name	length	coverage
contig_318	7002	3
contig_319	2420	3
contig_32	692	34
contig_320	9000	12
contig_321	2038	445
contig_322	2234	4
contig_323	3429	3
contig_324	2412	4
contig_325	531	115
contig_326	639	131
contig_327	605	20
contig_328	503	131
contig_329	2414	4
contig_33	810	127
contig_330	2646	8
contig_331	4373	6
contig_332	3298	7
contig_333	2386	3
contig_334	2670	6
contig_335	3985	9
contig_336	1341	19
contig_337	2178	5
contig_338	2557	3
contig_339	2868	9
contig_34	2317	25
contig_340	1926	216
contig_341	3754	3
contig_342	4151	5
contig_343	2362	6
contig_344	2611	10
contig_345	2716	6
contig_346	2812	3
contig_347	5028	3
contig_348	760	73
contig_349	3435	92
contig_35	511	20
contig_350	805	18
contig_351	1926	120
contig_353	602	20
contig_354	2311	9
contig_355	3663	5
contig_356	3310	9
contig_357	1025	57
contig_358	1005	13
contig_359	865	20
contig_36	542	48
contig_360	4168	3
contig_361	3173	13
contig_362	6744	20
contig_363	2420	3
contig_364	2234	64
contig_365	2601	4
contig_366	3576	7
contig_367	2821	36
contig_368	2509	5
contig_369	2009	13
contig_37	847	774
contig_370	5357	25
contig_371	642	202
contig_372	621	184
contig_373	599	198
contig_374	601	227
contig_375	2359	3
contig_376	2473	3
contig_377	2289	3
contig_378	5771	3
contig_379	4048	100
contig_38	2075	134
contig_381	3143	58
contig_382	2400	7
contig_383	5377	5
contig_384	3034	11
contig_385	2204	3
contig_386	3469	3
contig_387	2620	5
contig_388	2198	3
contig_389	2380	6
contig_39	1357	106
contig_390	3302	3
contig_391	2349	5
contig_392	2725	7
contig_393	2283	3
contig_394	2946	4
contig_395	3105	12
contig_396	2545	3
contig_397	1793	26
contig_398	2599	13
contig_399	2307	3
contig_4	655	322
contig_40	660	785
contig_400	2515	3
contig_401	2249	3
contig_402	2285	52
contig_403	6042	134
contig_404	1526	15
contig_405	2257	7
contig_406	4627	36
contig_407	1980	5
contig_408	2084	3
contig_409	4172	4
contig_41	465	9
contig_410	3707	21
contig_411	1446	5
contig_412	2232	3
contig_413	2498	3
contig_414	3289	3
contig_415	2462	3
contig_416	2655	9
contig_417	2547	3
contig_418	2527	5
contig_419	3110	43
contig_42	314	15
contig_420	12423	15
contig_421	4086	53
contig_422	3964	4
contig_423	2587	3
contig_424	3930	3
contig_425	5563	18
contig_426	2357	3
contig_427	2812	4
contig_428	1418	6
contig_429	2695	16
contig_43	922	35
contig_430	2291	20
contig_431	3472	7
contig_432	4418	47
contig_433	2419	271
contig_434	2178	948
contig_435	2680	4
contig_436	6154	30
contig_437	2253	20
contig_438	2066	3
contig_439	2714	9
contig_44	734	35
contig_440	2741	9
contig_441	2574	4
contig_442	2391	3
contig_444	2280	3
contig_445	3519	27
contig_446	2410	3
contig_447	2810	3
contig_448	2606	3
contig_449	4612	3
contig_45	526	22
contig_450	2540	3
contig_451	3095	7
contig_452	1457	5
contig_453	18658	16
contig_454	2761	15
contig_455	1238	513
contig_456	2863	3
contig_457	2301	4
contig_458	2294	6
contig_459	3753	4
contig_46	485	39
contig_460	1978	4
contig_461	2367	3
contig_462	2944	5
contig_463	2384	80
contig_464	2860	5
contig_465	1934	7
contig_466	2069	5
contig_467	2250	267
contig_468	2449	3
contig_469	3596	4
contig_47	591	138
contig_470	4084	12
contig_471	2438	4
contig_472	1544	76
contig_473	4601	35
contig_474	1509	4
contig_477	2204	3
contig_478	4946	183
contig_479	1124	70
contig_480	2110	106
contig_481	2242	3
contig_482	1871	3
contig_483	2363	6
contig_484	2767	3
contig_485	2354	6
contig_486	5971	63
contig_487	5497	5
contig_488	2865	10
contig_489	3977	4
contig_49	440	52
contig_490	3291	3
contig_491	2889	4
contig_493	2778	6
contig_495	5602	56
contig_497	711	135
contig_498	2326	5
contig_499	2635	8
contig_5	531	105
contig_50	634	11
contig_500	2487	4
contig_501	1933	5
contig_502	2987	47
contig_503	2844	3
contig_504	4172	10
contig_505	4022	17
contig_506	2364	3
contig_507	2684	3
contig_508	3324	16
contig_509	2408	7
contig_51	1431	20
contig_510	2420	8
contig_511	2481	3
contig_513	2572	91
contig_514	4306	37
contig_515	1336	4
contig_516	2299	3
contig_517	2898	4
contig_518	2303	167
contig_519	2326	14
contig_52	1882	150
contig_520	2383	6
contig_521	2418	3
contig_522	2780	4
contig_523	1196	20
contig_524	502	432
contig_525	699	337
contig_526	1244	461
contig_527	2614	9
contig_528	3068	4
contig_53	3624	838
contig_531	1342	21
contig_532	2228	5
contig_533	3342	5
contig_534	4799	86
contig_535	2586	10
contig_536	1154	20
contig_537	10725	7
contig_538	2500	3
contig_539	3877	4
contig_540	2270	22
contig_541	4577	20
contig_542	1058	25
contig_543	1098	32
contig_544	768	17
contig_545	531	24
contig_546	443	15
contig_547	1828	21
contig_548	562	10
contig_549	1090	90
contig_55	544	10
contig_550	995	46
contig_551	1567	70
contig_553	2431	101
contig_554	3253	99
contig_555	1487	20
contig_556	3132	37
contig_557	2912	5
contig_558	1842	18
contig_559	2471	3
contig_56	553	70
contig_560	3805	3
contig_561	2313	42
contig_562	4169	4
contig_563	4522	43
contig_564	2695	3
contig_565	3220	6
contig_566	2346	3
contig_567	3219	6
contig_568	3155	3
contig_569	6476	5
contig_57	559	54
contig_570	2068	14
contig_571	1146	81
contig_572	3049	3
contig_573	7922	14
contig_574	2819	7
contig_575	4982	20
contig_576	2738	315
contig_577	3452	9
contig_578	2861	20
contig_579	2268	43
contig_580	5153	6
contig_581	8151	4
contig_582	2580	3
contig_583	2511	14
contig_584	2865	6
contig_585	4616	45
contig_586	2635	5
contig_587	2312	3
contig_588	2425	8
contig_589	1621	3
contig_59	4443	451
contig_590	5164	76
contig_591	2759	9
contig_592	2626	4
contig_593	2141	25
contig_595	3160	5
contig_596	4420	8
contig_597	4131	280
contig_599	4112	5
contig_6	510	30
contig_60	1562	5
contig_602	2291	20
contig_603	2555	4
contig_604	2842	3
contig_605	2296	81
contig_607	4728	7
contig_608	2097	5
contig_609	3292	3
contig_61	3211	882
contig_610	3687	695
contig_611	5768	4
contig_612	5010	3
contig_613	3935	4
contig_614	4524	3
contig_615	3935	3
contig_616	2686	5
contig_617	8786	66
contig_619	4769	162
contig_62	1924	92
contig_620	2041	205
contig_623	3270	8
contig_624	2502	7
contig_625	3322	525
contig_626	3958	3
contig_627	2832	90
contig_628	2833	270
contig_629	2585	4
contig_63	1287	435
contig_630	3734	3
contig_632	4538	7
contig_633	1989	5
contig_634	1839	14
contig_635	4140	4
contig_636	3644	4
contig_637	2299	3
contig_638	2577	4
contig_639	2890	3
contig_64	1044	3
contig_640	2437	4
contig_641	3101	6
contig_642	5237	3
contig_643	2862	11
contig_644	8395	28
contig_645	4813	4
contig_647	2938	51
contig_648	2784	6
contig_65	1543	102
contig_650	3384	8
contig_651	1885	29
contig_652	2417	3
contig_653	13277	42
contig_66	1652	11
contig_67	3066	145
contig_68	1609	272
contig_69	5499	5
contig_7	1546	844
contig_71	1025	149
contig_72	1991	230
contig_74	503	73
contig_75	900	108
contig_76	1681	164
contig_77	1775	26
contig_78	6492	245
contig_79	8879	46
contig_8	427	131
contig_81	1710	4
contig_82	3213	5
contig_83	610	68
contig_84	783	50
contig_85	625	194
contig_86	618	169
contig_87	1599	48
contig_88	540	17
contig_89	782	34
contig_9	592	841
contig_90	628	47
contig_91	543	39
contig_92	765	43
contig_93	1088	66
contig_94	1583	221
contig_95	2688	380
contig_96	2227	102
contig_97	609	5
contig_98	695	20
contig_99	6904	81
