#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_122	4029	6	N	N	1	none	*	122,119,120,-120,-119
contig_123	1743	3	N	N	1	both	*	123
contig_124	3270	10	N	N	1	both	*	124
contig_127	4381	5	N	N	1	both	*	15470,127,-15470
contig_130	10593	38	N	N	3	both	*	130
contig_131	3186	46	N	N	4	both	*	131
contig_132	799	3	N	N	1	both	*	132
contig_134	13749	3	N	N	1	none	*	7214,7215,7219,-140,-137,-139,-136,-133,134,133,136,139,137,140,-7219,-7215,-7214
contig_135	939	4	N	N	1	both	*	135
contig_138	708	7	N	N	1	both	*	138
contig_141	7103	11	N	N	1	none	*	15471,141,142
contig_143	2851	4	N	N	1	both	*	143
contig_157	1296	16	N	N	1	both	*	157
contig_159	3328	19	N	N	2	both	*	159
contig_160	1462	4	N	N	1	both	*	160
contig_161	1148	7	N	N	1	both	*	161
contig_162	2779	6	N	N	1	both	*	162
contig_163	5202	6	N	N	1	both	*	163
contig_165	4576	27	N	N	2	both	*	165
contig_167	4343	7	N	N	1	none	*	166,167,-166
contig_168	2441	17	N	N	2	none	*	168
contig_169	8449	12	N	N	1	both	*	-171,-170,169,171,172
contig_173	1808	10	N	N	1	both	*	173
contig_174	1046	11	N	N	1	both	*	174
contig_175	9060	10	N	N	1	right	*	-177,-176,176,177,-177,-176,175
contig_180	4069	3	N	N	1	both	*	180
contig_181	2408	3	N	N	1	both	*	181
contig_183	4463	25	N	N	2	none	*	182,183,184,-184
contig_185	6226	3	N	N	1	both	*	185
contig_186	3762	11	N	N	1	both	*	186
contig_187	1331	4	N	N	1	both	*	187
contig_188	3283	3	N	N	1	both	*	188
contig_189	4255	6	N	N	1	both	*	189
contig_190	1847	4	N	N	1	both	*	190
contig_191	6962	5	N	N	1	both	*	191
contig_192	1670	6	N	N	1	both	*	192
contig_193	12260	35	N	N	3	none	*	-12080,-12078,193,194,-194
contig_196	529	25	N	N	2	both	*	196
contig_202	1054	20	N	N	2	both	*	202
contig_204	942	4	N	N	1	both	*	204
contig_205	10749	6	N	N	1	none	*	197,198,-198,-197,197,198,205,529,529
contig_206	2508	4	N	N	1	both	*	206
contig_207	3592	9	N	N	1	both	*	207
contig_208	2956	3	N	N	1	both	*	208
contig_212	906	12	N	N	1	both	*	212
contig_214	2861	3	N	N	1	both	*	214
contig_220	1061	20	N	N	2	both	*	220
contig_221	1952	14	N	N	1	both	*	221
contig_222	4835	5	N	N	1	both	*	222
contig_223	1264	28	N	N	3	both	*	223
contig_225	2431	4	N	N	1	both	*	225
contig_226	847	0	N	N	1	both	*	226
contig_227	6863	16	Y	N	1	none	*	227
contig_228	2180	4	N	N	1	both	*	228
contig_231	1213	6	N	N	1	both	*	231
contig_238	4675	16	N	N	1	none	*	238,-237,-234,233,234
contig_240	4256	70	N	N	6	none	*	237,240,-241
contig_242	3475	4	N	N	1	both	*	242
contig_243	5606	6	N	N	1	both	*	243
contig_244	7650	12	N	N	1	none	*	-16723,244
contig_245	528	37	N	N	3	none	*	245
contig_246	8082	3	N	N	1	both	*	246
contig_248	1690	18	N	N	2	both	*	248
contig_254	6175	12	N	N	1	none	*	-255,254,255
contig_256	1871	3	N	N	1	both	*	256
contig_258	7283	24	N	N	2	both	*	258
contig_259	2998	5	N	N	1	both	*	259
contig_260	1154	14	N	N	1	both	*	260
contig_262	775	1	N	N	1	both	*	262
contig_263	2004	7	N	N	1	both	*	263
contig_268	6220	9	N	N	1	both	*	268
contig_269	1068	15	N	N	1	both	*	269
contig_270	1865	5	N	N	1	both	*	270
contig_271	1930	5	N	N	1	both	*	271
contig_273	6363	28	N	N	3	none	*	-272,273,12153
contig_276	3285	5	N	N	1	both	*	276
contig_277	5010	7	N	N	1	both	*	277
contig_278	9203	10	Y	N	1	none	*	278
contig_279	3965	7	N	N	1	both	*	279
contig_281	3765	12	N	N	1	both	*	280,281,-280
contig_282	2154	5	N	N	1	both	*	282
contig_283	1375	11	N	N	1	both	*	283
contig_284	2321	3	N	N	1	both	*	284
contig_285	4293	3	N	N	1	both	*	285
contig_289	17509	38	N	N	3	none	*	13379,289,-11616,11616,-11616
contig_291	1970	5	N	N	1	both	*	291
contig_292	1702	4	N	N	1	both	*	292
contig_293	3557	3	N	N	1	both	*	293
contig_294	2619	3	N	N	1	both	*	294
contig_295	2964	3	N	N	1	both	*	295
contig_296	2101	3	N	N	1	both	*	296
contig_297	5784	6	N	N	1	both	*	297
contig_315	6826	11	N	N	1	none	*	-310,315,-314,302,302,302,305,-305,302,302
contig_317	10719	22	N	N	2	none	*	317,-1582,-1581,1582,-1582,1582
contig_318	2659	6	N	N	1	both	*	318
contig_319	7500	41	N	N	4	none	*	-313,-310,319,3520,-3522,3522,-3520,3523,3520
contig_320	12917	16	N	N	1	both	*	320
contig_321	7283	13	N	N	1	right	*	-307,306,321,16228
contig_322	5173	10	N	N	1	both	*	322
contig_323	11507	7	Y	N	1	none	*	323
contig_324	3607	13	N	N	1	both	*	324
contig_327	5275	3	N	N	1	none	*	314,327,-314,310
contig_328	2400	5	N	N	1	both	*	328
contig_329	1535	11	N	N	1	both	*	329
contig_338	4511	17	N	N	2	both	*	338
contig_339	10532	35	N	N	3	none	*	336,-334,-337,337,334,-336,339,6401,6401,-6401,-6401,6401,6401
contig_341	4907	4	N	N	1	both	*	341
contig_342	3529	3	N	N	1	both	*	342
contig_343	8215	7	N	N	1	both	*	15483,343,-15483
contig_345	1081	3	N	N	1	both	*	345
contig_348	4460	14	N	N	1	both	*	348
contig_349	7464	8	N	N	1	none	*	346,347,349,346,347,-347,-346,-346
contig_354	2587	4	N	N	1	both	*	354
contig_355	4145	6	N	N	1	both	*	355
contig_356	1771	5	N	N	1	both	*	356
contig_357	1506	6	N	N	1	both	*	357
contig_358	1909	7	N	N	1	both	*	358
contig_359	4484	4	N	N	1	both	*	359
contig_361	1228	77	N	N	7	both	*	361
contig_362	2631	10	N	N	1	both	*	362
contig_363	2976	12	N	N	1	both	*	363
contig_364	1026	12	N	N	1	both	*	364
contig_365	1003	26	N	N	2	both	*	365
contig_366	2090	4	N	N	1	both	*	366
contig_370	5502	6	N	N	1	none	*	367,370,-369,367,368,-367
contig_372	3182	6	N	N	1	none	*	369,371,372,-371,-369
contig_373	1121	3	N	N	1	both	*	373
contig_374	8272	6	Y	N	1	none	*	374
contig_375	7146	11	N	N	1	both	*	375
contig_376	1367	11	N	N	1	both	*	376
contig_377	2856	7	N	N	1	both	*	377
contig_378	8143	3	N	N	1	both	*	378
contig_379	1713	6	N	N	1	both	*	379
contig_384	1654	20	N	N	2	both	*	384
contig_385	5183	3	N	N	1	both	*	385
contig_387	2494	4	N	N	1	both	*	387
contig_389	569	10	N	N	1	both	*	389
contig_390	8103	4	N	N	1	both	*	390
contig_391	6678	5	N	N	1	both	*	391
contig_392	8363	5	N	N	1	both	*	392
contig_393	1952	11	N	N	1	both	*	393
contig_394	2022	15	N	N	1	both	*	394
contig_395	4322	9	N	N	1	both	*	395
contig_396	6232	10	Y	N	1	none	*	396
contig_397	2131	3	N	N	1	both	*	397
contig_398	1206	3	N	N	1	both	*	398
contig_399	1675	13	N	N	1	both	*	399
contig_400	1789	8	N	N	1	both	*	400
contig_401	1200	5	N	N	1	both	*	401
contig_402	4895	4	N	N	1	both	*	402
contig_403	3663	6	N	N	1	both	*	403
contig_404	5943	3	N	N	1	none	*	15493,404,-15493
contig_405	4245	16	N	N	1	both	*	405
contig_406	6148	13	Y	N	1	none	*	406
contig_412	617	3	N	N	1	both	*	412
contig_413	7899	5	N	N	1	both	*	413
contig_414	7825	4	N	N	1	both	*	414
contig_416	4061	3	N	N	1	both	*	416
contig_417	3231	6	N	N	1	both	*	15496,417,-15496
contig_419	3008	3	N	N	1	both	*	419
contig_420	1415	3	N	N	1	both	*	420
contig_422	3863	4	N	N	1	both	*	422
contig_428	1365	53	N	N	5	both	*	428
contig_430	1783	5	N	N	1	both	*	430
contig_431	1924	4	N	N	1	both	*	431
contig_433	1669	3	N	N	1	both	*	433
contig_434	4365	16	N	N	1	none	*	-429,434,429
contig_435	2876	5	N	N	1	both	*	435
contig_436	1035	79	N	N	7	both	*	436
contig_437	3161	9	N	N	1	both	*	437
contig_439	4789	23	N	N	2	none	*	-438,439,14012,-15537
contig_441	8615	11	N	N	1	both	*	-10396,441,443
contig_442	1103	3	N	N	1	both	*	442
contig_444	3359	3	N	N	1	both	*	444
contig_450	4603	27	N	N	2	both	*	450
contig_451	3153	5	N	N	1	both	*	451
contig_460	5670	9	N	N	1	none	*	456,458,460,-459,-458,-456,-455
contig_467	2831	6	N	N	1	both	*	467
contig_474	12108	36	N	N	3	none	*	468,-468,469,-471,-470,470,471,-469,468,474,476,477,-477,-477,-476
contig_475	3391	3	N	N	1	both	*	475
contig_479	4132	3	N	N	1	both	*	479
contig_481	1346	72	N	N	7	both	*	481
contig_482	3497	11	N	N	1	both	*	482
contig_483	1240	26	N	N	2	both	*	483
contig_485	4238	56	N	N	5	none	*	484,485,486,-487
contig_488	2436	8	N	N	1	both	*	488
contig_489	6484	16	N	N	1	none	*	487,489,-14688,14691
contig_491	1944	8	N	N	1	both	*	491
contig_492	9139	13	N	N	1	none	*	492,493,-495,-493
contig_494	3652	9	N	N	1	both	*	494
contig_496	4463	15	N	N	1	none	*	15504,496,-15504
contig_497	4375	3	N	N	1	both	*	497
contig_498	3490	7	N	N	1	both	*	498
contig_500	1472	22	N	N	2	both	*	500
contig_501	1946	8	N	N	1	both	*	501
contig_502	2786	4	N	N	1	both	*	502
contig_503	2467	9	N	N	1	both	*	503
contig_504	3144	9	N	N	1	both	*	504
contig_508	2226	3	N	N	1	both	*	508
contig_509	1381	4	N	N	1	both	*	509
contig_510	7244	26	N	N	2	none	*	-511,-506,-505,510,-8577,-8576,-507
contig_512	805	12	N	N	1	none	*	512
contig_513	1810	8	N	N	1	both	*	513
contig_514	4222	12	N	N	1	right	*	514,-516,-515
contig_517	557	20	N	N	2	both	*	517
contig_518	6922	19	N	N	2	both	*	518
contig_519	4154	6	N	N	1	both	*	519
contig_520	10729	6	N	N	1	both	*	520
contig_523	1264	40	N	N	4	both	*	523
contig_525	4293	6	N	N	1	both	*	525
contig_526	1076	16	N	N	1	both	*	526
contig_527	4961	9	N	N	1	both	*	527
contig_528	2344	3	N	N	1	both	*	528
contig_534	2419	4	N	N	1	none	*	530,534,-530
contig_535	6006	8	N	N	1	both	*	535
contig_536	10807	6	N	N	1	none	*	536,-9626,9626
contig_537	1845	3	N	N	1	both	*	537
contig_538	6990	8	N	N	1	both	*	538
contig_539	4333	7	N	N	1	both	*	539
contig_540	2895	3	N	N	1	both	*	540
contig_541	5101	21	N	N	2	right	*	-529,541
contig_543	6587	7	N	N	1	right	*	-529,-529,543,-5821,-5821,-5821
contig_545	3444	6	N	N	1	both	*	545
contig_546	7702	3	N	N	1	both	*	546
contig_547	2983	9	N	N	1	both	*	547
contig_548	15042	4	N	N	1	both	*	548
contig_550	2807	3	N	N	1	both	*	550
contig_552	6326	12	N	N	1	right	*	6741,552,-551
contig_553	5699	9	N	N	1	left	*	551,553,558,554,558
contig_560	4073	3	N	N	1	both	*	560
contig_562	1068	19	N	N	2	both	*	562
contig_563	7557	45	N	N	4	none	*	-555,-555,-556,-554,563,559,554,557,555,554
contig_564	4982	7	N	N	1	none	*	-554,-555,-554,564,556,556,557
contig_565	5341	4	N	N	1	both	*	565
contig_567	5015	10	N	N	1	both	*	567
contig_573	10734	71	N	N	6	right	*	-569,569,-570,-569,573,-5355
contig_574	2970	9	N	N	1	both	*	574
contig_575	2469	3	N	N	1	both	*	575
contig_576	7300	7	N	N	1	both	*	576
contig_577	4217	6	N	N	1	both	*	577
contig_579	1579	6	N	N	1	none	*	579,-580
contig_583	1097	8	N	N	1	both	*	583
contig_584	2031	14	N	N	1	both	*	584
contig_585	4634	3	N	N	1	both	*	15512,585,-15512
contig_586	12835	55	N	N	5	none	*	-2115,-2116,2116,2115,586,587,-588,-587,587,588,-587
contig_591	8566	5	N	N	1	left	*	591,-590
contig_592	4001	15	N	N	1	both	*	592
contig_594	5158	72	N	N	7	left	*	593,594,-602
contig_595	6564	4	N	N	1	both	*	595
contig_596	3245	4	N	N	1	both	*	596
contig_597	5490	3	N	N	1	both	*	597
contig_598	5752	24	N	N	2	both	*	598
contig_600	2762	16	N	N	1	both	*	600
contig_601	1036	14	N	N	1	both	*	601
contig_603	2288	3	N	N	1	both	*	603
contig_604	3310	38	N	N	3	both	*	604
contig_605	1147	6	N	N	1	both	*	605
contig_606	5217	4	N	N	1	both	*	606
contig_607	2971	10	N	N	1	left	*	607,-609
contig_612	4417	7	N	N	1	both	*	610,611,612,-611,-610
contig_613	3057	4	N	N	1	both	*	610,611,613,-611
contig_615	1016	4	N	N	1	both	*	615
contig_616	2566	5	N	N	1	both	*	616
contig_624	4367	9	N	N	1	both	*	624
contig_625	13116	35	N	N	3	none	*	-619,621,-617,617,-621,619,-623,625,10618,10620,10621
contig_630	1294	3	N	N	1	both	*	630
contig_631	4123	21	N	N	2	both	*	631
contig_635	5549	6	N	N	1	both	*	635
contig_636	1703	17	N	N	2	both	*	636
contig_637	1898	6	N	N	1	both	*	637
contig_638	1316	3	N	N	1	both	*	638
contig_639	5090	4	N	N	1	both	*	639
contig_640	1971	5	N	N	1	both	*	640
contig_641	10421	8	Y	N	1	none	*	641
contig_642	17150	17	N	N	2	both	*	642
contig_643	2182	11	N	N	1	both	*	643
contig_644	2565	3	N	N	1	both	*	644
contig_645	1854	5	N	N	1	both	*	645
contig_647	5379	3	N	N	1	both	*	-646,647,646
contig_648	1346	3	N	N	1	both	*	648
contig_649	7874	11	N	N	1	both	*	649
contig_650	1510	3	N	N	1	both	*	650
contig_656	4658	18	N	N	2	none	*	653,656,-655,-653,651,653
contig_657	5925	10	N	N	1	both	*	657
contig_658	1444	4	N	N	1	both	*	658
contig_660	1213	42	N	N	4	both	*	660
contig_661	2014	4	N	N	1	both	*	661
contig_663	7086	5	N	N	1	none	*	-666,-664,-662,663,662,664,666
contig_667	1375	3	N	N	1	both	*	667
contig_670	4433	5	N	N	1	both	*	670
contig_672	2605	5	N	N	1	both	*	672
contig_673	1975	49	N	N	4	both	*	673
contig_674	1458	19	N	N	2	both	*	674
contig_675	1508	9	N	N	1	both	*	675
contig_676	9226	8	N	N	1	both	*	676
contig_681	1003	67	N	N	6	both	*	681
contig_682	2799	5	N	N	1	both	*	682
contig_683	3190	26	N	N	2	none	*	-677,677,683,-684,684
contig_685	9440	3	N	N	1	both	*	685
contig_686	8801	3	N	N	1	both	*	686
contig_687	3105	5	N	N	1	both	*	687
contig_688	4196	3	N	N	1	both	*	688
contig_690	2074	17	N	N	2	both	*	690
contig_691	2898	3	N	N	1	none	*	-689,691,689
contig_695	8007	71	N	N	6	none	*	692,-694,693,694,692,-694,695,6140,6140,-6140
contig_696	1027	3	N	N	1	both	*	696
contig_697	5129	4	N	N	1	both	*	697
contig_698	1134	4	N	N	1	both	*	698
contig_699	1429	6	N	N	1	both	*	699
contig_704	4355	19	N	N	2	both	*	704
contig_705	1712	8	N	N	1	both	*	705
contig_707	10839	10	Y	N	1	none	*	707
contig_708	4019	3	N	N	1	both	*	708
contig_709	4841	8	N	N	1	both	*	709
contig_710	1004	4	N	N	1	both	*	710
contig_719	8014	51	N	N	5	none	*	-714,717,-717,714,715,-715,-714,719,7337,7337,7335
contig_720	1326	19	N	N	2	both	*	720
contig_721	9845	3	N	N	1	both	*	721
contig_722	1582	5	N	N	1	both	*	722
contig_723	1122	8	N	N	1	both	*	723
contig_725	2005	5	N	N	1	both	*	725
contig_726	2453	3	N	N	1	both	*	726
contig_728	3932	14	N	N	1	none	*	728,727,729,731
contig_730	2340	6	N	N	1	none	*	730
contig_732	2059	7	N	N	1	both	*	732
contig_734	4473	8	N	N	1	none	*	-727,734,727,729
contig_735	1552	7	N	N	1	none	*	735
contig_736	13361	2	N	N	1	both	*	736
contig_738	3180	3	N	N	1	both	*	738
contig_739	3741	30	N	N	3	left	*	-737,739,5321
contig_740	5318	9	N	N	1	both	*	740
contig_741	3994	6	N	N	1	both	*	741
contig_742	1130	16	N	N	1	both	*	742
contig_743	5515	6	N	N	1	both	*	743
contig_747	2889	4	N	N	1	both	*	747
contig_748	3268	3	N	N	1	both	*	748
contig_749	1327	9	N	N	1	both	*	749
contig_750	1092	11	N	N	1	both	*	750
contig_751	3719	9	N	N	1	both	*	751
contig_753	1856	3	N	N	1	both	*	753
contig_757	5090	12	N	N	1	none	*	-755,-754,757,-756,754,755
contig_758	4373	12	N	N	1	none	*	-755,758,-756,754
contig_759	1201	7	N	N	1	both	*	759
contig_760	8281	32	N	N	3	none	*	-754,756,760,3384,-764
contig_765	1334	24	N	N	2	both	*	765
contig_766	1833	10	N	N	1	both	*	766
contig_767	9900	4	N	N	1	both	*	767
contig_768	7886	3	N	N	1	both	*	768
contig_769	1505	3	N	N	1	both	*	769
contig_770	3071	8	N	N	1	both	*	770
contig_771	3775	20	N	N	2	both	*	771
contig_773	3642	3	N	N	1	both	*	773
contig_777	679	51	N	N	5	both	*	777
contig_783	3898	5	N	N	1	both	*	782,783,-782
contig_784	2152	9	N	N	1	both	*	784
contig_785	8042	10	Y	N	1	none	*	785
contig_789	2941	9	N	N	1	both	*	789
contig_790	3739	6	N	N	1	both	*	790
contig_797	3459	7	N	N	1	both	*	797
contig_798	2546	16	N	N	1	both	*	798
contig_800	754	1	N	N	1	both	*	800
contig_807	2194	6	N	N	1	none	*	801,807,-806
contig_808	2937	20	N	N	2	none	*	-803,808,-806
contig_809	5546	3	N	N	1	both	*	809
contig_810	5868	4	N	N	1	both	*	810
contig_811	6899	11	Y	N	1	none	*	811
contig_812	7327	4	N	N	1	both	*	812
contig_814	5185	4	N	N	1	none	*	813,814,-813
contig_815	554	7	N	N	1	none	*	815
contig_817	4108	5	N	N	1	none	*	15533,817,15533
contig_818	4283	4	N	N	1	none	*	15533,818,-816,-15533
contig_819	1408	3	N	N	1	both	*	819
contig_820	1355	22	N	N	2	both	*	820
contig_822	5326	5	N	N	1	both	*	822
contig_824	3614	6	N	N	1	both	*	-823,824,823
contig_825	2918	3	N	N	1	both	*	825
contig_826	4938	11	N	N	1	both	*	826
contig_827	1987	3	N	N	1	both	*	827
contig_828	1053	4	N	N	1	both	*	828
contig_832	1603	5	N	N	1	both	*	832
contig_833	7834	6	N	N	1	none	*	833,830,831,-830
contig_834	3490	6	N	N	1	both	*	834
contig_835	3638	7	N	N	1	both	*	835
contig_837	4652	14	N	N	1	both	*	837
contig_839	4450	3	N	N	1	both	*	838,839,-838
contig_840	4816	10	N	N	1	left	*	838,840,841
contig_842	1786	9	N	N	1	both	*	842
contig_843	1571	3	N	N	1	both	*	843
contig_844	4266	4	N	N	1	both	*	844
contig_845	5290	4	N	N	1	both	*	845
contig_846	3569	3	N	N	1	both	*	846
contig_847	11777	7	N	N	1	both	*	15535,847,-15535
contig_848	6505	46	N	N	4	both	*	848
contig_850	5028	19	N	N	2	none	*	-15537,850,15537
contig_852	2039	9	N	N	1	both	*	852
contig_853	3074	3	N	N	1	both	*	853
contig_854	3094	3	N	N	1	both	*	854
contig_855	2961	8	N	N	1	both	*	855
contig_856	1675	17	N	N	2	both	*	856
contig_857	1289	11	N	N	1	both	*	857
contig_858	8597	17	N	N	2	both	*	858
contig_859	2908	3	N	N	1	both	*	859
contig_860	3275	4	N	N	1	both	*	860
contig_861	2554	5	N	N	1	both	*	861
contig_862	2580	11	N	N	1	both	*	862
contig_868	2489	3	N	N	1	both	*	868
contig_869	4048	14	N	N	1	none	*	869,863,-863
contig_870	1897	11	N	N	1	both	*	870
contig_871	3757	4	N	N	1	both	*	871
contig_873	2155	4	N	N	1	both	*	873
contig_874	3960	14	N	N	1	none	*	872,874,-872
contig_875	2849	4	N	N	1	both	*	875
contig_876	7403	9	Y	N	1	none	*	876
contig_880	10447	17	N	N	2	none	*	-878,878,880,-14251
contig_882	1711	4	N	N	1	both	*	882,-881
contig_883	4781	4	N	N	1	none	*	-14251,883,-14251
contig_884	2975	3	N	N	1	both	*	884
contig_885	4543	8	N	N	1	both	*	885
contig_886	7452	4	N	N	1	both	*	886
contig_890	2720	4	N	N	1	both	*	890
contig_891	8773	3	N	N	1	both	*	15542,891,-15542
contig_892	1928	30	N	N	3	both	*	892
contig_894	872	16	N	N	1	both	*	894
contig_895	1826	11	N	N	1	both	*	895
contig_896	4914	4	N	N	1	both	*	-897,896,897
contig_899	2508	3	N	N	1	both	*	899
contig_900	4262	5	N	N	1	both	*	900
contig_901	2225	19	N	N	2	both	*	901
contig_904	7269	4	N	N	1	both	*	904
contig_905	4252	4	N	N	1	both	*	905
contig_907	4742	6	N	N	1	none	*	906,907,-906
contig_908	1977	3	N	N	1	both	*	908
contig_909	1252	4	N	N	1	both	*	909
contig_910	2780	46	N	N	4	both	*	910
contig_911	8703	23	N	N	2	both	*	911
contig_915	4862	12	N	N	1	both	*	915
contig_934	8287	10	N	N	1	both	*	934
contig_935	5489	3	N	N	1	both	*	935
contig_936	2472	22	N	N	2	both	*	936
contig_937	12565	60	N	N	5	none	*	913,913,913,913,913,913,913,913,913,913,937,-6627,-6626,-6625,6625,6626,6627
contig_938	1173	9	N	N	1	both	*	938
contig_940	4648	26	N	N	2	right	*	940
contig_941	6726	18	N	N	2	none	*	927,-927,927,-927,927,941,-12646
contig_942	5020	24	N	N	2	both	*	942
contig_943	4544	7	N	N	1	both	*	943
contig_944	2002	3	N	N	1	both	*	944
contig_947	2785	6	N	N	1	both	*	947
contig_948	3116	8	N	N	1	none	*	-945,948,945,946,951
contig_949	2259	4	N	N	1	both	*	949
contig_950	7703	13	N	N	1	none	*	-951,-946,-945,950,-16277
contig_952	1434	45	N	N	4	both	*	952
contig_953	5380	4	N	N	1	both	*	953
contig_955	1886	3	N	N	1	both	*	955
contig_956	8024	9	N	N	1	none	*	954,956,-954
contig_957	7846	9	N	N	1	both	*	957
contig_958	7007	95	Y	N	9	none	*	958
contig_961	3773	4	N	N	1	both	*	961
contig_962	2251	3	N	N	1	both	*	962
contig_963	2612	4	N	N	1	both	*	963
contig_964	3874	4	N	N	1	both	*	964
contig_965	1361	23	N	N	2	both	*	965
contig_966	8873	24	N	N	2	both	*	966
contig_970	2427	7	N	N	1	both	*	970
contig_971	1318	9	N	N	1	both	*	971
contig_972	2595	14	N	N	1	both	*	972
contig_973	4793	27	N	N	2	none	*	-968,-968,973,967,969,-967
contig_974	2343	6	N	N	1	both	*	974
contig_975	9769	4	N	N	1	both	*	975
contig_978	1353	9	N	N	1	both	*	978
contig_979	1082	21	N	N	2	both	*	979
contig_980	8809	10	N	N	1	none	*	976,980,-976
contig_981	3099	6	N	N	1	both	*	981
contig_983	4401	8	N	N	1	none	*	983,982,-982
contig_985	6444	8	N	N	1	none	*	985,-524,524
contig_986	515	21	N	N	2	none	*	986
contig_987	10011	37	N	N	3	left	*	987,13710,13712,-13713
contig_988	1858	13	N	N	1	both	*	988
contig_990	3202	6	N	N	1	left	*	990,-991
contig_992	4239	3	N	N	1	both	*	992
contig_993	3403	15	N	N	1	both	*	993
contig_994	2088	3	N	N	1	both	*	994
contig_995	2737	4	N	N	1	both	*	995
contig_996	5059	5	N	N	1	both	*	996
contig_997	8843	8	N	N	1	both	*	997
contig_999	3423	7	N	N	1	none	*	998,999,-998
contig_1003	4759	15	N	N	1	none	*	1001,1002,1003,-1002,-1001
contig_1004	5162	6	N	N	1	none	*	1001,1002,1004,-1002,-1001
contig_1005	1311	10	N	N	1	both	*	1005
contig_1006	2174	3	N	N	1	both	*	1006
contig_1008	5486	3	N	N	1	both	*	1007,1008,-1007
contig_1010	7774	13	N	N	1	none	*	-1009,1010,1009,1011,1013
contig_1012	782	12	N	N	1	none	*	1012
contig_1018	12770	13	N	N	1	right	*	-1014,-1014,1014,1014,-1016,-1014,-1014,1014,1014,1016,1018
contig_1021	7350	79	N	N	7	none	*	-1020,1020,-1020,1020,1021,-1022,1023
contig_1024	3696	5	N	N	1	both	*	1024
contig_1025	10635	16	N	N	1	both	*	1025
contig_1026	12028	3	N	N	1	both	*	1026
