#seq_name	length	coverage
contig_514	1105	5
contig_515	4146	14
contig_517	1519	13
contig_495	4653	64
contig_512	4487	17
contig_516	5026	16
contig_500	11786	25
contig_513	5484	19
contig_510	4682	20
contig_499	10264	48
contig_508	6007	22
contig_528	1405	20
contig_526	2593	39
contig_539	453	1
contig_534	5406	16
contig_541	1009	3
contig_543	2185	7
contig_503	9339	34
contig_518	4820	42
contig_542	4738	13
contig_544	2922	23
contig_545	3036	31
contig_535	4054	42
contig_527	10452	20
contig_558	1438	4
contig_538	6324	20
contig_556	4615	13
contig_557	3565	22
contig_559	4190	22
contig_562	1193	83
contig_560	3535	24
contig_570	2223	39
contig_573	2614	31
contig_548	9115	20
contig_525	6069	81
contig_580	1271	5
contig_457	11523	102
contig_578	3628	14
contig_575	5130	30
contig_492	13661	55
contig_568	4391	47
contig_583	2269	32
contig_585	2830	24
contig_590	882	9
contig_571	5953	29
contig_594	2881	1
contig_591	1959	24
contig_589	1942	39
contig_598	1155	15
contig_533	10088	77
contig_581	4117	45
contig_582	7756	16
contig_599	2210	20
contig_603	3789	3
contig_593	6196	15
contig_618	1318	11
contig_615	1828	26
contig_601	5307	22
contig_621	2408	8
contig_627	1798	35
contig_602	7568	34
contig_620	4840	28
contig_628	1497	27
contig_616	6804	34
contig_340	20780	77
contig_584	10911	36
contig_619	7456	24
contig_632	3847	15
contig_617	8056	48
contig_622	1803	175
contig_635	3711	9
contig_640	3035	20
contig_605	4948	107
contig_596	9223	62
contig_600	5916	103
contig_553	11481	56
contig_644	1902	23
contig_647	1377	7
contig_653	1589	10
contig_645	1606	20
contig_646	3818	27
contig_422	24557	64
contig_634	7388	18
contig_655	3272	18
contig_661	1328	1
contig_659	550	6
contig_639	5305	46
contig_663	995	25
contig_660	2669	19
contig_656	2916	21
contig_654	4796	48
contig_643	9053	18
contig_685	1107	22
contig_650	2885	135
contig_651	4955	44
contig_668	4226	53
contig_678	1924	42
contig_688	3600	12
contig_695	421	18
contig_671	5043	26
contig_689	5192	20
contig_658	10622	18
contig_670	5382	38
contig_672	4117	48
contig_690	3584	10
contig_697	1119	69
contig_673	4970	29
contig_698	1438	31
contig_686	6077	37
contig_704	1359	51
contig_706	1486	13
contig_703	1398	102
contig_683	5658	48
contig_711	1511	10
contig_612	16074	73
contig_708	1314	89
contig_724	2001	8
contig_727	1060	5
contig_705	2345	88
contig_717	1163	78
contig_714	3171	37
contig_720	3406	14
contig_696	7447	21
contig_713	2661	20
contig_718	3011	37
contig_722	6151	11
contig_728	3959	11
contig_726	5426	16
contig_709	4487	31
contig_741	736	12
contig_739	2530	22
contig_730	2748	14
contig_746	1921	20
contig_747	1347	6
contig_740	1459	57
contig_753	2441	3
contig_756	986	3
contig_755	2823	20
contig_751	1422	41
contig_735	5179	48
contig_762	2088	12
contig_744	2871	63
contig_761	2455	14
contig_725	6062	47
contig_760	4125	6
contig_764	1384	16
contig_758	4863	20
contig_763	2437	50
contig_742	3479	53
contig_768	1936	15
contig_754	2914	66
contig_770	2721	10
contig_769	2562	18
contig_773	2540	25
contig_766	2916	62
contig_780	1600	12
contig_779	2568	18
contig_776	1853	45
contig_777	1504	48
contig_775	3738	21
contig_752	2929	105
contig_767	3558	52
contig_736	6215	34
contig_771	12758	6
contig_774	5039	16
contig_794	1041	18
contig_798	1296	12
contig_778	4613	28
contig_788	1138	35
contig_786	3344	45
contig_813	2232	9
contig_797	4373	24
contig_803	3467	16
contig_818	1864	13
contig_814	2399	27
contig_816	3870	20
contig_821	1234	67
contig_827	1136	26
contig_830	2163	19
contig_832	1594	3
contig_828	2656	14
contig_820	5422	20
contig_840	1532	21
contig_843	1526	18
contig_750	3162	287
contig_835	3681	26
contig_844	1075	41
contig_839	2466	36
contig_787	9484	28
contig_836	4175	73
contig_858	1824	15
contig_849	2640	23
contig_826	4438	74
contig_857	2604	37
contig_863	1632	12
contig_807	8533	40
contig_860	5881	24
contig_861	3645	23
contig_869	1220	20
contig_859	7797	15
contig_802	11598	35
contig_868	2224	24
contig_846	5570	20
contig_873	1455	20
contig_866	8753	13
contig_833	7374	56
contig_872	3618	11
contig_877	2065	24
contig_881	2231	10
contig_880	1346	8
contig_879	2311	20
contig_887	663	18
contig_882	1004	77
contig_862	4375	35
contig_883	3279	24
contig_901	1148	46
contig_878	7832	17
contig_903	2339	19
contig_885	1890	42
contig_905	1984	36
contig_865	8266	25
contig_845	8728	68
contig_884	7193	20
contig_904	2800	51
contig_870	6775	66
contig_908	2274	62
contig_909	3882	29
contig_919	3795	14
contig_910	3996	18
contig_923	1426	15
contig_921	1028	28
contig_738	14650	122
contig_925	1510	3
contig_886	5011	83
contig_874	7971	53
contig_929	1645	7
contig_927	2521	20
contig_920	2433	64
contig_922	5505	20
contig_932	1247	13
contig_906	2440	115
contig_940	2009	18
contig_924	4220	44
contig_943	2145	20
contig_907	3582	106
contig_801	16598	83
contig_928	7468	20
contig_936	3804	20
contig_945	3426	10
contig_933	6952	26
contig_942	5113	16
contig_930	6326	32
contig_941	9134	10
contig_950	1811	19
contig_946	2157	36
contig_947	2013	20
contig_944	5102	25
contig_955	1216	12
contig_937	6738	38
contig_961	4198	12
contig_966	1894	22
contig_954	6113	16
contig_926	18610	14
contig_968	3080	25
contig_960	3491	53
contig_952	5001	21
contig_967	4536	15
contig_965	5170	20
contig_985	1314	26
contig_977	3204	20
contig_976	2607	35
contig_990	2310	12
contig_984	2080	75
contig_959	5802	21
contig_991	4169	17
contig_996	2685	18
contig_992	4432	24
contig_951	8971	41
contig_999	2973	30
contig_1002	1497	15
contig_997	2789	20
contig_902	12781	72
contig_1012	1555	24
contig_1015	940	14
contig_995	6204	31
contig_993	5745	26
contig_1003	2589	48
contig_994	9617	17
contig_1004	3425	44
contig_1005	3279	46
contig_1013	4718	23
contig_958	14915	31
contig_1020	892	17
contig_1018	3331	12
contig_1022	772	29
contig_998	11669	28
contig_1027	1039	8
contig_962	9687	30
contig_1026	2524	16
contig_1017	3784	20
contig_1024	5681	4
contig_1023	4364	17
contig_1029	3178	8
contig_1033	2789	11
contig_1032	4477	26
contig_1034	2925	31
contig_989	11235	21
contig_1030	2663	57
contig_1035	1817	60
contig_1031	4140	23
contig_1045	811	6
contig_1043	815	23
contig_1039	5427	14
contig_1040	4039	20
contig_1046	2291	19
contig_1051	2252	15
contig_1009	4842	125
contig_1047	2653	21
contig_1048	2779	18
contig_1038	8492	29
contig_1037	4500	48
contig_1068	1013	54
contig_1058	4469	20
contig_1057	5343	20
contig_1069	1795	29
contig_1066	2022	59
contig_1049	6457	28
contig_1055	4161	59
contig_1070	1873	39
contig_1064	5791	20
contig_1077	2231	19
contig_1019	11791	35
contig_1001	11344	47
contig_1036	6393	80
contig_1080	6062	12
contig_1078	2750	45
contig_1079	2077	22
contig_1086	2479	11
contig_1065	9274	24
contig_1050	4272	79
contig_1094	681	3
contig_1075	5171	26
contig_1093	2079	18
contig_1098	3858	16
contig_1102	580	12
contig_1091	3121	45
contig_1103	535	7
contig_1083	5408	21
contig_1088	2988	41
contig_1104	2307	17
contig_1090	3692	57
contig_1081	3158	142
contig_1110	795	13
contig_1092	4411	30
contig_1085	7146	27
contig_1099	7275	18
contig_1113	1723	4
contig_1106	4170	20
contig_1111	2507	25
contig_1114	1798	17
contig_1115	530	18
contig_1116	4540	5
contig_1118	1137	52
contig_1117	1496	25
contig_1041	10812	100
contig_1125	1458	6
contig_1119	1468	47
contig_1122	2378	13
contig_1124	2409	22
contig_1128	1597	35
contig_1105	9487	18
contig_1123	3713	19
contig_1101	6312	26
contig_1130	1329	17
contig_1134	2778	13
contig_1133	1148	20
contig_1132	2881	30
contig_1141	1069	19
contig_1138	1036	65
contig_1137	753	64
contig_1144	1380	19
contig_1159	554	8
contig_1112	5819	35
contig_1129	6840	16
contig_1165	1101	33
contig_1142	6073	12
contig_1170	2914	18
contig_1178	389	14
contig_1140	2287	63
contig_1168	1551	37
contig_1174	840	73
contig_1162	3224	59
contig_1177	1133	46
contig_1136	4483	57
contig_1109	9677	58
contig_1067	10119	118
contig_1180	820	84
contig_1181	4740	3
contig_1185	2099	23
contig_1187	1635	44
contig_1171	6946	21
contig_1166	5428	46
contig_1190	3025	8
contig_1205	1401	11
contig_1126	11687	43
contig_1191	4073	9
contig_1192	4206	18
contig_1193	4216	14
contig_1186	5642	42
contig_1173	9682	20
contig_1183	8428	26
contig_1206	2622	18
contig_1207	4031	10
contig_1179	6011	70
contig_1212	2277	12
contig_1208	4663	10
contig_1211	2270	19
contig_1213	4132	21
contig_1234	1947	2
contig_1189	5054	81
contig_1216	5129	13
contig_1214	5048	32
contig_1188	3629	77
contig_1182	9852	48
contig_1244	1508	46
contig_1236	4848	16
contig_1243	4733	18
contig_1222	5628	24
contig_1224	3162	62
contig_1245	805	39
contig_1239	7480	25
contig_1246	1236	38
contig_1251	2420	36
contig_1256	1351	1
contig_1221	6329	48
contig_1163	14558	52
contig_1259	1084	15
contig_1249	3269	34
contig_1255	1435	57
contig_1258	8790	12
contig_1261	1141	18
contig_1241	6111	73
contig_1257	4571	20
contig_1266	974	37
contig_1263	2102	31
contig_1264	1850	45
contig_1273	705	3
contig_1283	1190	4
contig_1269	1669	16
contig_1267	2828	38
contig_1274	1142	17
contig_1268	3100	29
contig_1254	8073	42
contig_1287	1448	16
contig_1288	2037	19
contig_1291	716	8
contig_1289	3303	13
contig_1260	7214	33
contig_1250	3472	78
contig_1295	2657	9
contig_1271	5374	23
contig_1233	10814	42
contig_1297	1886	17
contig_1300	2037	9
contig_1302	1887	19
contig_1303	543	9
contig_1285	4643	74
contig_1306	1357	14
contig_1307	2801	6
contig_1301	6308	15
contig_1308	3439	12
contig_1218	10911	102
contig_1312	1347	19
contig_1296	5982	32
contig_1242	7997	139
contig_1321	1928	10
contig_1282	8752	38
contig_1324	1636	8
contig_1318	4757	20
contig_1310	4096	27
contig_1334	1486	12
contig_1343	1704	17
contig_1342	1600	20
contig_1298	9728	22
contig_1347	1690	11
contig_1345	1893	36
contig_1198	19225	80
contig_1314	7695	24
contig_1304	5977	39
contig_1346	7177	10
contig_1355	1202	12
contig_1320	10242	15
contig_1305	7807	22
contig_1333	4048	34
contig_1354	3111	20
contig_1349	5025	33
contig_1357	2327	13
contig_1351	2957	47
contig_1356	990	37
contig_1360	1837	28
contig_1367	299	6
contig_1372	1027	17
contig_1377	4835	9
contig_1379	1597	12
contig_1358	1327	85
contig_1380	4514	9
contig_1350	4561	76
contig_1378	2909	22
contig_1290	12140	40
contig_1359	7339	20
contig_1325	11910	21
contig_1388	3292	7
contig_1381	3897	41
contig_1390	1766	20
contig_1382	3455	16
contig_1389	2393	17
contig_1387	2468	42
contig_1392	2759	36
contig_1396	2871	7
contig_1397	2442	5
contig_1393	1733	66
contig_1384	8110	23
contig_1402	3104	14
contig_1238	16277	118
contig_1410	513	0
contig_1406	2007	21
contig_1404	3597	18
contig_1366	6455	33
contig_1401	2786	30
contig_1418	1543	25
contig_1398	2679	35
contig_1420	3545	6
contig_1411	4514	31
contig_1428	370	19
contig_1430	868	6
contig_1423	1859	12
contig_1417	4073	30
contig_1431	1273	57
contig_1433	2237	20
contig_1438	859	15
contig_1432	3753	23
contig_1323	17124	45
contig_1434	2339	40
contig_1395	4992	143
contig_1444	600	9
contig_1451	704	12
contig_1443	1683	47
contig_1458	3671	9
contig_1437	6181	20
contig_1421	4641	27
contig_1414	4051	91
contig_1459	2914	10
contig_1473	1339	11
contig_1469	3309	7
contig_1440	6045	26
contig_1477	902	12
contig_1405	6492	88
contig_1476	1619	15
contig_1419	8321	39
contig_1485	1184	21
contig_1486	2525	22
contig_1487	2721	14
contig_1468	5243	22
contig_1490	1543	13
contig_1492	1588	5
contig_1467	7925	19
contig_1478	5050	20
contig_1482	2429	33
contig_1489	5855	8
contig_1496	3178	17
contig_1500	2218	17
contig_1499	2523	20
contig_1442	8111	58
contig_1501	2790	16
contig_1502	2261	34
contig_1497	4177	17
contig_1498	4733	11
contig_1507	2149	32
contig_1512	1702	11
contig_1508	2415	20
contig_1513	1767	7
contig_1493	4501	39
contig_1517	987	3
contig_1515	820	14
contig_1523	1108	2
contig_1510	6879	7
contig_1516	2961	13
contig_1524	2482	21
contig_1529	1189	63
contig_1534	4782	9
contig_1484	5246	120
contig_1441	20079	24
contig_1531	2392	28
contig_1530	2652	48
contig_1475	20923	20
contig_1537	2895	21
contig_1535	3587	14
contig_1466	8282	56
contig_1538	1052	94
contig_1542	507	49
contig_1514	5021	55
contig_1491	7245	41
contig_1552	917	102
contig_1557	2261	15
contig_1561	1508	2
contig_1555	3191	10
contig_1546	3573	54
contig_1566	1437	2
contig_1559	3686	19
contig_1563	1288	33
contig_1383	2268	47
contig_1565	845	139
contig_1556	4182	41
contig_1572	889	71
contig_1560	6699	23
contig_1576	960	16
contig_1575	1074	33
contig_1562	2843	45
contig_1539	6425	34
contig_1574	1808	20
contig_1573	2737	30
contig_1544	6870	49
contig_1567	4140	18
contig_1554	10941	22
contig_1587	12	2
contig_1577	6822	13
contig_1591	903	20
contig_1582	5637	16
contig_1593	1692	34
contig_1600	1141	19
contig_1595	1741	22
contig_1568	1954	184
contig_1585	3624	22
contig_1594	1383	63
contig_1553	8780	49
contig_1602	1303	57
contig_1610	493	8
contig_1605	717	9
contig_1611	1033	14
contig_1606	2799	16
contig_1609	1162	4
contig_1592	4133	30
contig_1583	5185	63
contig_1614	1783	14
contig_1604	2621	22
contig_1536	15350	31
contig_1618	1742	30
contig_1619	900	63
contig_1623	1563	18
contig_1625	2729	15
contig_1627	2567	13
contig_1632	605	16
contig_1628	3543	37
contig_1633	1339	30
contig_1624	6783	19
contig_1617	6337	21
contig_1616	7157	25
contig_1629	1715	54
contig_1603	5863	46
contig_1638	3739	28
contig_1649	1083	20
contig_1644	1198	19
contig_1640	5662	18
contig_1650	3496	7
contig_1639	3373	51
contig_1641	2520	62
contig_1636	3385	86
contig_1654	998	36
contig_1608	7102	61
contig_1620	3556	128
contig_1601	5847	149
contig_1660	1075	13
contig_1621	3478	146
contig_1661	1777	14
contig_1643	8363	19
contig_1662	2633	12
contig_1652	1043	119
contig_1657	3468	45
contig_1663	2642	19
contig_1653	4035	28
contig_1665	1049	15
contig_1664	3250	13
contig_1670	1554	20
contig_1683	1710	4
contig_1673	3908	12
contig_1677	1659	36
contig_1671	3906	21
contig_1646	11432	16
contig_1685	3173	14
contig_1687	1252	8
contig_1584	24447	41
contig_1688	2788	9
contig_1682	4162	19
contig_1658	10627	21
contig_1679	7009	18
contig_1686	3921	39
contig_1668	6310	27
contig_1690	2117	20
contig_1693	2135	23
contig_1691	3837	20
contig_1695	2514	27
contig_1689	3729	22
contig_1694	3189	35
contig_1697	2544	14
contig_1706	629	3
contig_1710	1058	18
contig_1696	2261	28
contig_1700	3346	12
contig_1708	2149	18
contig_1711	4048	8
contig_1714	2520	19
contig_1702	4581	18
contig_1655	12485	26
contig_1707	2301	29
contig_1709	5188	44
contig_1699	3222	63
contig_1731	659	28
contig_1716	2743	37
contig_1729	1261	42
contig_1715	3744	20
contig_1735	2785	16
contig_1736	1606	29
contig_1748	1132	20
contig_1738	1185	50
contig_1750	507	34
contig_1749	2471	9
contig_1740	599	119
contig_1739	1154	77
contig_1718	7149	20
contig_1692	8874	20
contig_1743	3308	21
contig_1726	8298	16
contig_1761	983	10
contig_1744	6196	20
contig_1755	2226	29
contig_1756	3448	17
contig_1757	3000	15
contig_1754	4778	20
contig_1762	2506	43
contig_1779	497	5
contig_1775	2620	20
contig_1783	644	7
contig_1753	2909	83
contig_1782	1195	39
contig_1765	6002	18
contig_1781	3213	23
contig_1763	3572	79
contig_1788	2187	43
contig_1787	1255	36
contig_1791	1581	23
contig_1789	3831	14
contig_1790	4858	10
contig_1752	7345	28
contig_1785	4041	25
contig_1796	1617	28
contig_1803	1920	20
contig_1778	6174	25
contig_1807	1152	28
contig_1786	8218	30
contig_1794	10287	10
contig_1804	3530	25
contig_1806	2485	53
contig_1808	1134	70
contig_1809	2920	19
contig_1812	3562	13
contig_1815	2566	16
contig_1805	6562	19
contig_1823	955	2
contig_1817	3102	9
contig_1816	3619	20
contig_1802	7137	24
contig_1821	986	16
contig_1799	4814	60
contig_1678	13210	81
contig_1818	3088	22
contig_1828	3261	9
contig_1824	5036	23
contig_1780	8658	70
contig_1844	2037	34
contig_1819	5818	28
contig_1829	4218	17
contig_1814	4729	64
contig_1845	1871	58
contig_1847	1878	48
contig_1848	2476	15
contig_1723	14196	72
contig_1891	941	12
contig_1889	2246	9
contig_1882	1947	21
contig_1894	2552	17
contig_1898	1074	20
contig_1880	3649	56
contig_1895	3590	7
contig_1890	5148	20
contig_1846	3914	46
contig_1896	1075	102
contig_1874	5218	33
contig_1879	3262	38
contig_1897	2240	22
contig_1899	1701	49
contig_1777	14897	68
contig_1914	1494	4
contig_1906	966	55
contig_1866	7348	36
contig_1911	3555	18
contig_1915	2259	23
contig_1941	1618	19
contig_1929	5454	9
contig_1944	2049	15
contig_1910	6604	27
contig_1919	8277	12
contig_1939	3565	14
contig_1931	5973	23
contig_1951	2549	18
contig_1952	3558	18
contig_1945	8043	17
contig_1950	3085	27
contig_1957	2877	33
contig_1960	642	16
contig_1865	12283	33
contig_1962	949	68
contig_1968	2306	11
contig_1966	1698	19
contig_1953	7378	17
contig_1877	8317	101
contig_1901	5820	36
contig_1946	6845	20
contig_1975	609	4
contig_1970	1061	109
contig_1766	19381	82
contig_1973	3357	30
contig_1940	16837	15
contig_1983	2052	2
contig_1986	2477	7
contig_1977	2120	40
contig_1905	7569	122
contig_1956	8737	20
contig_1959	10153	21
contig_1988	935	19
contig_1843	13997	57
contig_1984	1535	70
contig_2009	761	19
contig_1985	3901	26
contig_1976	4019	82
contig_1980	2869	102
contig_1987	4419	27
contig_1982	2430	144
contig_2011	1644	24
contig_2014	1293	24
contig_2013	5177	8
contig_2010	2251	42
contig_2012	2189	15
contig_2015	946	45
contig_2026	2335	11
contig_2022	3178	16
contig_2027	4077	15
contig_2043	1457	12
contig_2040	1667	57
contig_2045	2401	19
contig_2041	2075	28
contig_2032	1546	69
contig_2028	6492	20
contig_2046	2291	59
contig_2024	6582	38
contig_2058	1683	18
contig_2059	7797	7
contig_2062	1056	34
contig_1978	6123	115
contig_2047	5322	25
contig_2064	1657	17
contig_2057	4799	20
contig_2076	740	2
contig_2075	449	12
contig_1991	4628	114
contig_2066	2975	9
contig_2060	5167	23
contig_2049	7855	19
contig_2065	2238	49
contig_2063	2358	60
contig_2080	2846	13
contig_2093	1023	18
contig_2054	5340	28
contig_2078	3197	19
contig_2082	2521	19
contig_2081	3771	23
contig_2096	1635	21
contig_2098	1706	10
contig_2007	7892	91
contig_2111	1070	11
contig_2095	5404	19
contig_2108	2214	27
contig_2099	4981	15
contig_2097	3671	23
contig_2092	3088	46
contig_2102	1870	20
contig_2101	7785	12
contig_2114	1974	3
contig_2117	1770	3
contig_2121	597	13
contig_2118	2257	9
contig_2109	3969	15
contig_2128	712	8
contig_2120	3113	17
contig_2029	9324	72
contig_2119	4271	20
contig_2125	1237	29
contig_2126	2972	23
contig_2130	1094	18
contig_2129	2148	23
contig_2132	657	13
contig_2134	697	6
contig_2100	5595	57
contig_2135	1209	45
contig_2138	3615	12
contig_2141	1238	38
contig_2142	2186	19
contig_2124	2953	110
contig_2131	5551	14
contig_2116	5746	27
contig_2137	2898	15
contig_2112	7392	26
contig_2133	2833	26
contig_2143	4144	15
contig_2150	1191	17
contig_2152	908	21
contig_2149	1305	29
contig_2042	9029	124
contig_2077	9795	60
contig_2151	2112	25
contig_2110	5981	65
contig_2158	2554	7
contig_2159	2733	18
contig_2162	2427	13
contig_2157	2247	36
contig_2160	4700	12
contig_2163	7934	4
contig_2165	3070	14
contig_2156	5516	17
contig_2166	2376	15
contig_2144	10430	17
contig_2168	2668	13
contig_2176	489	7
contig_2167	2695	16
contig_2175	510	3
contig_2181	2260	12
contig_2177	956	40
contig_2161	5040	32
contig_2169	1942	27
contig_2192	1478	33
contig_2196	2585	13
contig_2174	7829	20
contig_2193	2961	23
contig_2204	859	4
contig_2197	3172	17
contig_2202	1322	54
contig_2094	14697	44
contig_2205	3565	20
contig_2178	4916	27
contig_2198	1048	97
contig_2223	752	13
contig_2206	1271	26
contig_2207	4099	11
contig_2180	5746	31
contig_2195	4316	51
contig_2182	11825	20
contig_2224	3537	21
contig_2232	1483	1
contig_2227	2001	13
contig_2191	7080	29
contig_2228	3167	26
contig_2230	2474	34
contig_2233	2560	16
contig_2234	2113	12
contig_2231	1525	82
contig_2238	3902	28
contig_2247	1434	27
contig_2242	1317	19
contig_2235	4822	20
contig_2246	2349	26
contig_2173	10473	30
contig_2239	8726	20
contig_2194	12056	42
contig_2241	1015	96
contig_2240	2159	27
contig_2249	2684	20
contig_2229	8327	38
contig_2255	1257	23
contig_2251	1888	37
contig_2250	4652	22
contig_2258	3387	20
contig_2264	953	23
contig_2263	2376	20
contig_2265	2264	13
contig_2268	1020	4
contig_2254	1165	155
contig_2266	2795	16
contig_2269	4499	15
contig_2270	4508	11
contig_2277	691	20
contig_2271	2769	15
contig_2276	1717	40
contig_2278	2713	11
contig_2248	6838	47
contig_2272	3517	20
contig_2273	3657	21
contig_2253	4469	47
contig_2267	2769	52
contig_2285	2746	7
contig_2279	1497	21
contig_2222	11851	35
contig_2280	1930	35
contig_2262	7476	47
contig_2286	3725	53
contig_2281	2711	64
contig_2290	698	266
contig_2291	1766	42
contig_2292	5946	20
contig_2297	5062	16
contig_2274	4259	61
contig_2300	2441	13
contig_2295	4155	28
contig_2293	4377	46
contig_2306	480	1
contig_2305	2686	14
contig_2301	2032	52
contig_2289	2842	147
contig_2302	3729	9
contig_2311	1326	20
contig_2309	664	47
contig_2299	4926	66
contig_2308	5112	18
contig_2323	1584	11
contig_2294	6243	55
contig_2307	6281	16
contig_2331	3126	6
contig_2314	4244	20
contig_2313	3492	58
contig_2338	2589	18
contig_2339	3775	11
contig_2340	3673	18
contig_2333	7923	21
contig_2321	3574	49
contig_2337	4523	38
contig_2236	16472	55
contig_2336	4848	51
contig_2335	8083	35
contig_2342	3687	21
contig_2349	1339	58
contig_2332	5930	60
contig_2343	5008	20
contig_2352	1211	114
contig_2357	1628	23
contig_2354	5182	16
contig_2344	6178	34
contig_2359	2888	8
contig_2341	7109	22
contig_2148	19815	107
contig_2360	3884	24
contig_2356	7346	17
contig_2361	3408	20
contig_2366	2404	37
contig_2374	1033	15
contig_2367	3542	20
contig_2310	12067	26
contig_2358	4517	43
contig_2368	2594	21
contig_2378	1097	19
contig_2373	6096	17
contig_2371	4599	19
contig_2369	7915	20
